team_code,team_name,total_players,total_games,avg_games_per_player,goalkeeper_count,elite_players,team_avg_rating,top_7_rating,top_12_rating,best_position_rating,weighted_position_rating,playing_time_weighted_rating,rating_std,rating_range,best_player_rating,worst_player_rating,positions_represented,position_distribution,season,league
SVK,Silkeborg-Voel KFUM,17,421,24.764705882352942,2,5,1235.0,1392.8,1308.4,1318.3,1236.6,1256.8,153.8,453.4,1489.9,1036.5,7,"{'PL': 6, 'HB': 1, 'VF': 3, 'HF': 2, 'ST': 2, 'Ukendt': 1, 'MV': 2}",2021-2022,Kvindeliga
TES,Team Esbjerg,20,418,20.9,2,7,1212.2,1383.3,1313.5,1321.8,1211.8,1250.8,149.6,518.4,1534.3,1015.9,7,"{'PL': 6, 'HB': 2, 'ST': 3, 'HF': 4, 'Ukendt': 1, 'VF': 2, 'MV': 2}",2021-2022,Kvindeliga
VHK,Viborg HK,16,436,27.25,2,4,1192.6,1343.5,1241.4,1320.5,1194.9,1214.1,180.4,675.4,1699.6,1024.2,6,"{'PL': 5, 'VF': 3, 'ST': 3, 'HF': 2, 'HB': 1, 'MV': 2}",2021-2022,Kvindeliga
KBH,København Håndbold,15,413,27.533333333333335,2,3,1189.6,1304.5,1226.5,1285.6,1192.0,1198.6,151.1,526.5,1548.9,1022.4,7,"{'PL': 3, 'VF': 2, 'HB': 2, 'ST': 2, 'HF': 2, 'VB': 2, 'MV': 2}",2021-2022,Kvindeliga
AAU,Aarhus United,15,354,23.6,2,5,1183.6,1327.8,1220.7,1293.7,1185.6,1208.3,163.5,585.4,1599.2,1013.8,6,"{'PL': 5, 'VF': 2, 'HF': 2, 'ST': 3, 'MV': 2, 'Ukendt': 1}",2021-2022,Kvindeliga
NFH,Nykøbing F. Håndbold,21,400,19.047619047619047,3,4,1161.6,1325.2,1244.3,1304.0,1161.4,1195.0,144.0,565.7,1579.9,1014.2,8,"{'PL': 6, 'VB': 2, 'ST': 4, 'VF': 2, 'HF': 2, 'HB': 1, 'MV': 3, 'Ukendt': 1}",2021-2022,Kvindeliga
AJK,Ajax København,20,391,19.55,3,3,1133.0,1268.4,1196.5,1244.2,1131.9,1158.4,112.5,355.8,1370.4,1014.6,7,"{'PL': 7, 'VF': 2, 'ST': 3, 'HB': 1, 'HF': 3, 'Ukendt': 1, 'MV': 3}",2021-2022,Kvindeliga
HOL,Holstebro Håndbold,16,303,18.9375,2,3,1130.8,1220.2,1166.2,1202.9,1130.1,1133.5,100.2,314.5,1328.7,1014.2,6,"{'PL': 7, 'VF': 2, 'HF': 2, 'HB': 1, 'ST': 2, 'MV': 2}",2021-2022,Kvindeliga
HHE,Horsens Håndbold Elite,21,378,18.0,3,3,1119.3,1237.3,1188.6,1214.2,1118.5,1147.4,97.4,288.9,1301.3,1012.4,7,"{'VB': 1, 'PL': 6, 'VF': 3, 'ST': 4, 'HF': 3, 'MV': 3, 'Ukendt': 1}",2021-2022,Kvindeliga
SKB,Skanderborg Håndbold,19,412,21.68421052631579,3,1,1114.3,1198.1,1156.5,1182.0,1113.3,1125.0,79.9,332.4,1347.4,1015.0,6,"{'PL': 7, 'VF': 3, 'HF': 2, 'HB': 2, 'ST': 2, 'MV': 3}",2021-2022,Kvindeliga
RIN,Ringkøbing Håndbold,16,386,24.125,4,1,1094.3,1166.6,1120.1,1151.7,1092.1,1108.7,79.0,273.7,1287.4,1013.7,6,"{'HB': 1, 'PL': 4, 'ST': 3, 'HF': 2, 'VF': 2, 'MV': 4}",2021-2022,Kvindeliga
