team_code,team_name,total_players,total_games,avg_games_per_player,goalkeeper_count,elite_players,team_avg_rating,top_7_rating,top_12_rating,best_position_rating,weighted_position_rating,playing_time_weighted_rating,rating_std,rating_range,best_player_rating,worst_player_rating,positions_represented,position_distribution,season,league
AAH,Aalborg Håndbold,17,537,31.58823529411765,2,1,1093.3,1163.3,1122.9,1144.8,1090.2,1115.7,83.9,363.6,1375.5,1011.9,8,"{'HB': 1, 'VB': 2, 'HF': 3, 'PL': 3, 'ST': 3, 'VF': 2, 'MV': 2, 'Ukendt': 1}",2017-2018,Herreliga
SKH,Skjern Håndbold,17,457,26.88235294117647,2,0,1091.5,1170.5,1123.3,1147.4,1089.6,1110.0,76.6,219.4,1233.0,1013.6,8,"{'VB': 2, 'PL': 3, 'HB': 2, 'ST': 2, 'HF': 2, 'VF': 2, 'MV': 2, 'Ukendt': 2}",2017-2018,Herreliga
KIF,KIF Kolding,15,333,22.2,2,2,1085.0,1143.5,1102.8,1132.5,1086.6,1101.1,83.5,288.8,1302.0,1013.2,7,"{'PL': 2, 'VF': 2, 'HB': 3, 'ST': 3, 'HF': 2, 'MV': 2, 'Ukendt': 1}",2017-2018,Herreliga
NSH,Nordsjælland Håndbold,16,412,25.75,2,1,1081.8,1146.7,1105.0,1131.2,1078.0,1090.4,77.6,299.5,1299.2,999.7,7,"{'VB': 1, 'PL': 5, 'HB': 2, 'VF': 1, 'HF': 2, 'ST': 3, 'MV': 2}",2017-2018,Herreliga
BSH,Bjerringbro-Silkeborg,18,446,24.77777777777778,4,1,1080.3,1162.7,1113.9,1152.9,1078.9,1102.3,82.3,282.1,1281.3,999.2,6,"{'PL': 4, 'HB': 2, 'HF': 2, 'ST': 4, 'VF': 2, 'MV': 4}",2017-2018,Herreliga
GOG,GOG,20,505,25.25,2,1,1078.8,1159.2,1118.0,1146.9,1077.7,1096.1,69.7,240.8,1253.2,1012.4,8,"{'VB': 3, 'HB': 1, 'PL': 4, 'HF': 2, 'VF': 2, 'ST': 3, 'Ukendt': 3, 'MV': 2}",2017-2018,Herreliga
ARH,Århus Håndbold,16,415,25.9375,2,0,1076.7,1132.9,1098.0,1106.8,1076.1,1085.5,59.8,198.2,1207.5,1009.3,7,"{'VB': 1, 'PL': 5, 'VF': 2, 'HF': 2, 'ST': 3, 'MV': 2, 'Ukendt': 1}",2017-2018,Herreliga
REH,Ribe-Esbjerg HH,17,359,21.11764705882353,4,1,1074.9,1140.4,1099.9,1133.2,1074.7,1086.3,74.2,284.4,1293.6,1009.2,6,"{'PL': 4, 'ST': 4, 'VB': 1, 'VF': 2, 'HF': 2, 'MV': 4}",2017-2018,Herreliga
TTH,TTH Holstebro,18,410,22.77777777777778,2,0,1071.5,1135.9,1099.2,1120.7,1069.9,1086.6,58.7,197.0,1210.0,1013.0,8,"{'HB': 2, 'VB': 1, 'PL': 4, 'VF': 2, 'HF': 2, 'ST': 3, 'Ukendt': 2, 'MV': 2}",2017-2018,Herreliga
SJH,SønderjyskE Herrehåndbold,18,394,21.88888888888889,3,0,1066.4,1110.2,1089.3,1099.2,1065.2,1076.6,44.1,156.9,1169.6,1012.7,8,"{'VB': 4, 'PL': 2, 'VF': 2, 'HB': 2, 'ST': 2, 'HF': 2, 'MV': 3, 'Ukendt': 1}",2017-2018,Herreliga
MTH,Mors-Thy Håndbold,18,361,20.055555555555557,2,0,1064.1,1120.1,1087.3,1109.5,1061.7,1076.9,58.2,202.8,1214.3,1011.5,8,"{'HB': 2, 'VB': 1, 'VF': 2, 'PL': 5, 'HF': 2, 'ST': 3, 'MV': 2, 'Ukendt': 1}",2017-2018,Herreliga
SAH,SAH - Skanderborg AGF,14,304,21.714285714285715,2,0,1062.7,1103.1,1071.7,1096.1,1063.5,1068.4,48.1,151.2,1156.9,1005.7,6,"{'PL': 5, 'VF': 1, 'ST': 2, 'HB': 3, 'HF': 1, 'MV': 2}",2017-2018,Herreliga
TMT,TM Tønder Håndbold,17,348,20.470588235294116,2,0,1058.2,1095.9,1075.9,1085.1,1056.2,1064.0,40.8,150.8,1158.0,1007.2,8,"{'VB': 2, 'HB': 2, 'PL': 3, 'ST': 3, 'VF': 2, 'HF': 2, 'MV': 2, 'Ukendt': 1}",2017-2018,Herreliga
HCM,HC Midtjylland,22,306,13.909090909090908,3,0,1041.4,1077.2,1059.5,1074.1,1040.8,1050.6,28.5,89.7,1104.9,1015.2,7,"{'PL': 9, 'HF': 3, 'VB': 1, 'ST': 3, 'VF': 2, 'HB': 1, 'MV': 3}",2017-2018,Herreliga
