team_code,team_name,total_players,total_games,avg_games_per_player,goalkeeper_count,elite_players,team_avg_rating,top_7_rating,top_12_rating,best_position_rating,weighted_position_rating,playing_time_weighted_rating,rating_std,rating_range,best_player_rating,worst_player_rating,positions_represented,position_distribution,season,league
BSH,Bjerringbro-Silkeborg,16,436,27.25,2,4,1168.2,1314.6,1216.7,1259.9,1170.5,1188.7,156.0,480.3,1477.0,996.7,8,"{'PL': 5, 'HB': 1, 'ST': 3, 'HF': 1, 'VF': 2, 'Ukendt': 1, 'MV': 2, 'VB': 1}",2018-2019,Herreliga
SKH,Skjern Håndbold,17,484,28.470588235294116,2,4,1147.2,1261.2,1195.4,1240.1,1145.1,1160.0,116.1,375.7,1398.5,1022.8,8,"{'PL': 4, 'HB': 2, 'ST': 3, 'HF': 2, 'VF': 2, 'VB': 1, 'Ukendt': 1, 'MV': 2}",2018-2019,Herreliga
AAH,Aalborg Håndbold,17,428,25.176470588235293,2,4,1146.9,1259.6,1195.9,1230.8,1144.3,1177.7,109.3,372.4,1390.0,1017.6,8,"{'HB': 2, 'PL': 2, 'VB': 2, 'HF': 2, 'ST': 3, 'VF': 3, 'Ukendt': 1, 'MV': 2}",2018-2019,Herreliga
TTH,TTH Holstebro,16,359,22.4375,2,4,1137.5,1254.5,1173.6,1229.7,1135.5,1162.4,111.4,323.0,1349.3,1026.3,7,"{'HB': 2, 'PL': 5, 'VF': 2, 'HF': 1, 'ST': 3, 'MV': 2, 'Ukendt': 1}",2018-2019,Herreliga
ARH,Århus Håndbold,15,402,26.8,2,4,1136.3,1241.4,1166.4,1200.0,1135.3,1145.9,116.7,337.1,1343.1,1006.0,6,"{'HB': 2, 'PL': 5, 'ST': 2, 'VF': 2, 'HF': 2, 'MV': 2}",2018-2019,Herreliga
GOG,GOG,18,502,27.88888888888889,3,2,1133.6,1243.2,1180.6,1225.7,1131.4,1138.2,123.3,426.8,1457.4,1030.6,8,"{'PL': 5, 'VB': 1, 'VF': 1, 'HF': 2, 'HB': 1, 'ST': 3, 'MV': 3, 'Ukendt': 2}",2018-2019,Herreliga
NSH,Nordsjælland Håndbold,17,351,20.647058823529413,3,1,1118.4,1215.0,1155.6,1196.8,1116.1,1139.7,98.8,381.9,1396.9,1015.0,7,"{'PL': 6, 'VF': 1, 'HB': 2, 'ST': 3, 'HF': 1, 'Ukendt': 1, 'MV': 3}",2018-2019,Herreliga
KIF,KIF Kolding,16,341,21.3125,2,2,1117.0,1214.8,1149.4,1187.7,1115.7,1132.1,108.3,358.1,1370.4,1012.3,7,"{'HB': 1, 'PL': 5, 'HF': 1, 'VF': 3, 'ST': 3, 'MV': 2, 'Ukendt': 1}",2018-2019,Herreliga
SJH,SønderjyskE Herrehåndbold,20,412,20.6,3,2,1116.1,1218.8,1172.2,1204.5,1114.7,1128.6,92.8,341.1,1354.7,1013.6,8,"{'VB': 1, 'PL': 4, 'VF': 2, 'ST': 3, 'HF': 3, 'HB': 3, 'MV': 3, 'Ukendt': 1}",2018-2019,Herreliga
MTH,Mors-Thy Håndbold,16,372,23.25,2,2,1115.1,1200.7,1144.3,1182.3,1113.8,1125.5,104.6,337.4,1359.7,1022.3,7,"{'HB': 2, 'PL': 6, 'HF': 2, 'VF': 1, 'ST': 2, 'MV': 2, 'Ukendt': 1}",2018-2019,Herreliga
REH,Ribe-Esbjerg HH,20,382,19.1,3,2,1097.5,1200.0,1144.0,1186.5,1099.3,1119.6,99.9,402.5,1411.6,1009.1,8,"{'PL': 4, 'ST': 3, 'HB': 2, 'HF': 2, 'VF': 2, 'VB': 2, 'Ukendt': 2, 'MV': 3}",2018-2019,Herreliga
TMH,TMS Ringsted,17,325,19.11764705882353,2,1,1064.2,1120.3,1083.8,1111.2,1062.9,1075.4,67.5,268.7,1278.6,1009.9,8,"{'HB': 1, 'PL': 4, 'VB': 1, 'HF': 2, 'ST': 3, 'VF': 3, 'MV': 2, 'Ukendt': 1}",2018-2019,Herreliga
LTH,Lemvig-Thyborøn Håndbold,18,371,20.61111111111111,3,0,1064.0,1123.8,1087.6,1103.9,1062.6,1078.7,55.3,209.4,1223.0,1013.6,8,"{'HB': 2, 'PL': 3, 'HF': 2, 'VF': 2, 'VB': 2, 'ST': 3, 'MV': 3, 'Ukendt': 1}",2018-2019,Herreliga
