team_code,team_name,total_players,total_games,avg_games_per_player,goalkeeper_count,elite_players,team_avg_rating,top_7_rating,top_12_rating,best_position_rating,weighted_position_rating,playing_time_weighted_rating,rating_std,rating_range,best_player_rating,worst_player_rating,positions_represented,position_distribution,season,league
AAH,Aalborg Håndbold,20,474,23.7,2,14,1340.8,1564.9,1466.4,1536.7,1345.1,1402.0,200.4,716.9,1737.4,1020.5,7,"{'PL': 9, 'MV': 2, 'VF': 2, 'ST': 3, 'HF': 2, 'Ukendt': 1, 'VB': 1}",2022-2023,Herreliga
SAH,SAH - Skanderborg AGF,13,336,25.846153846153847,0,9,1338.6,1470.6,1361.6,1453.9,1343.8,1368.1,173.4,579.3,1642.5,1063.2,5,"{'PL': 6, 'VF': 2, 'HF': 1, 'ST': 3, 'Ukendt': 1}",2022-2023,Herreliga
BSH,Bjerringbro-Silkeborg,16,381,23.8125,2,9,1304.2,1499.3,1376.4,1476.7,1311.1,1359.6,200.5,663.7,1694.3,1030.6,6,"{'PL': 5, 'MV': 2, 'VF': 2, 'ST': 4, 'HF': 2, 'Ukendt': 1}",2022-2023,Herreliga
SKH,Skjern Håndbold,17,457,26.88235294117647,2,10,1301.5,1455.9,1370.3,1453.8,1305.1,1326.9,156.6,542.5,1616.2,1073.7,6,"{'PL': 7, 'MV': 2, 'ST': 3, 'VF': 2, 'HF': 2, 'Ukendt': 1}",2022-2023,Herreliga
REH,Ribe-Esbjerg HH,19,404,21.263157894736842,3,8,1287.0,1505.0,1391.3,1471.9,1284.9,1331.4,193.5,667.0,1706.6,1039.6,6,"{'HB': 3, 'HF': 1, 'PL': 6, 'MV': 3, 'VF': 2, 'ST': 4}",2022-2023,Herreliga
TTH,TTH Holstebro,18,402,22.333333333333332,2,9,1285.1,1450.6,1381.1,1422.1,1285.7,1310.7,166.8,557.6,1571.2,1013.6,7,"{'PL': 7, 'VF': 2, 'HB': 2, 'ST': 2, 'MV': 2, 'HF': 2, 'Ukendt': 1}",2022-2023,Herreliga
FHK,Fredericia Håndbold Klub,18,482,26.77777777777778,3,10,1271.6,1474.7,1381.2,1473.6,1276.8,1312.8,202.2,687.7,1699.4,1011.7,7,"{'PL': 5, 'VF': 3, 'MV': 3, 'ST': 3, 'HF': 2, 'HB': 1, 'Ukendt': 1}",2022-2023,Herreliga
SJH,SønderjyskE Herrehåndbold,18,364,20.22222222222222,2,9,1264.4,1440.9,1348.6,1388.0,1269.3,1294.7,160.1,503.0,1532.2,1029.2,7,"{'PL': 6, 'MV': 2, 'VF': 2, 'VB': 1, 'ST': 3, 'HF': 3, 'Ukendt': 1}",2022-2023,Herreliga
KIF,KIF Kolding,17,429,25.235294117647058,3,7,1249.0,1426.5,1318.3,1406.3,1248.7,1265.9,165.3,564.0,1613.7,1049.7,6,"{'VF': 1, 'PL': 8, 'ST': 2, 'MV': 3, 'HF': 2, 'Ukendt': 1}",2022-2023,Herreliga
GOG,GOG,19,443,23.31578947368421,2,8,1242.0,1464.6,1342.9,1422.4,1243.0,1293.8,191.4,692.5,1704.9,1012.4,6,"{'PL': 8, 'VF': 2, 'ST': 3, 'HF': 2, 'Ukendt': 2, 'MV': 2}",2022-2023,Herreliga
LTH,Lemvig-Thyborøn Håndbold,17,421,24.764705882352942,2,5,1197.7,1327.8,1253.6,1308.8,1198.4,1210.3,145.9,586.9,1629.5,1042.6,7,"{'PL': 5, 'HF': 2, 'ST': 4, 'VF': 2, 'HB': 1, 'VB': 1, 'MV': 2}",2022-2023,Herreliga
NSH,Nordsjælland Håndbold,18,400,22.22222222222222,3,4,1173.8,1294.9,1231.2,1279.8,1174.9,1199.7,117.7,381.7,1396.7,1015.0,7,"{'PL': 5, 'HF': 2, 'HB': 2, 'MV': 3, 'VF': 2, 'ST': 3, 'Ukendt': 1}",2022-2023,Herreliga
MTH,Mors-Thy Håndbold,20,404,20.2,3,4,1160.2,1272.8,1227.2,1255.6,1160.1,1178.0,100.3,362.9,1395.7,1032.8,6,"{'HF': 2, 'MV': 3, 'PL': 8, 'VF': 2, 'ST': 4, 'Ukendt': 1}",2022-2023,Herreliga
HCM,HC Midtjylland,17,344,20.235294117647058,2,3,1154.0,1245.3,1197.1,1232.1,1155.0,1164.8,106.6,441.8,1457.5,1015.7,5,"{'PL': 7, 'MV': 2, 'VF': 2, 'HF': 2, 'ST': 4}",2022-2023,Herreliga
