team_code,team_name,total_players,total_games,avg_games_per_player,goalkeeper_count,elite_players,team_avg_rating,top_7_rating,top_12_rating,best_position_rating,weighted_position_rating,playing_time_weighted_rating,rating_std,rating_range,best_player_rating,worst_player_rating,positions_represented,position_distribution,season,league
TES,Team Esbjerg,20,463,23.15,2,11,1252.4,1459.0,1378.1,1411.7,1251.7,1281.9,184.7,619.5,1654.1,1034.6,6,"{'PL': 7, 'HB': 1, 'HF': 4, 'ST': 4, 'VF': 2, 'MV': 2}",2024-2025,Kvindeliga
IKA,Ikast Håndbold,20,426,21.3,3,9,1246.2,1448.7,1360.4,1362.9,1246.3,1283.7,175.4,560.1,1575.9,1015.8,6,"{'PL': 8, 'VF': 2, 'ST': 4, 'VB': 1, 'HF': 2, 'MV': 3}",2024-2025,Kvindeliga
KBH,København Håndbold,18,397,22.055555555555557,3,8,1244.3,1426.8,1335.1,1385.2,1237.3,1288.1,178.5,675.6,1692.4,1016.8,8,"{'HB': 1, 'VB': 1, 'ST': 4, 'PL': 3, 'VF': 3, 'HF': 2, 'MV': 3, 'Ukendt': 1}",2024-2025,Kvindeliga
VHK,Viborg HK,16,378,23.625,2,8,1237.4,1412.3,1302.0,1382.0,1236.1,1267.2,178.5,539.6,1565.8,1026.2,7,"{'PL': 5, 'ST': 2, 'HB': 1, 'HF': 2, 'VF': 3, 'MV': 2, 'Ukendt': 1}",2024-2025,Kvindeliga
SJK,SønderjyskE Kvindehåndbold,16,353,22.0625,2,8,1236.2,1408.5,1301.1,1369.6,1237.8,1281.8,168.1,501.5,1516.9,1015.4,8,"{'PL': 2, 'VB': 1, 'HF': 2, 'VF': 3, 'ST': 3, 'HB': 2, 'MV': 2, 'Ukendt': 1}",2024-2025,Kvindeliga
ODE,Odense Håndbold,19,494,26.0,4,11,1231.4,1400.1,1334.8,1351.9,1228.7,1250.5,159.0,491.6,1506.8,1015.2,7,"{'PL': 6, 'ST': 3, 'VF': 2, 'HF': 2, 'HB': 1, 'MV': 4, 'Ukendt': 1}",2024-2025,Kvindeliga
RIN,Ringkøbing Håndbold,16,358,22.375,2,7,1226.9,1373.5,1277.3,1331.2,1229.0,1241.9,152.1,554.3,1583.5,1029.2,6,"{'PL': 6, 'ST': 3, 'HF': 2, 'VF': 2, 'MV': 2, 'Ukendt': 1}",2024-2025,Kvindeliga
NFH,Nykøbing F. Håndbold,19,425,22.36842105263158,3,8,1226.9,1457.5,1327.3,1332.6,1230.0,1271.5,188.0,516.9,1536.2,1019.3,6,"{'PL': 7, 'ST': 4, 'HF': 2, 'VF': 2, 'Ukendt': 1, 'MV': 3}",2024-2025,Kvindeliga
SVK,Silkeborg-Voel KFUM,16,389,24.3125,2,7,1211.8,1335.2,1260.2,1296.4,1212.6,1217.7,126.7,411.4,1443.0,1031.6,5,"{'PL': 7, 'HF': 2, 'VF': 2, 'ST': 3, 'MV': 2}",2024-2025,Kvindeliga
AHB,Aarhus Håndbold Kvinder,16,295,18.4375,2,5,1205.9,1369.6,1259.1,1330.8,1209.4,1248.6,193.2,638.7,1658.0,1019.3,6,"{'PL': 5, 'HB': 1, 'VF': 3, 'ST': 2, 'HF': 3, 'MV': 2}",2024-2025,Kvindeliga
HHE,Horsens Håndbold Elite,18,382,21.22222222222222,2,4,1167.9,1327.8,1229.2,1321.0,1167.7,1201.4,175.3,710.6,1726.4,1015.8,7,"{'PL': 7, 'VF': 2, 'ST': 3, 'HF': 2, 'HB': 1, 'Ukendt': 1, 'MV': 2}",2024-2025,Kvindeliga
BFH,Bjerringbro FH,17,404,23.764705882352942,2,2,1164.6,1267.1,1204.6,1246.0,1165.1,1179.2,118.5,491.9,1537.7,1045.8,7,"{'PL': 5, 'HB': 1, 'HF': 2, 'ST': 4, 'VF': 2, 'Ukendt': 1, 'MV': 2}",2024-2025,Kvindeliga
SKB,Skanderborg Håndbold,19,406,21.36842105263158,3,2,1122.6,1236.1,1172.2,1226.3,1122.4,1147.3,107.7,388.9,1407.2,1018.3,5,"{'PL': 7, 'VF': 2, 'HF': 3, 'ST': 4, 'MV': 3}",2024-2025,Kvindeliga
EHA,EH Aalborg,19,392,20.63157894736842,4,2,1107.0,1199.2,1153.4,1189.6,1106.7,1127.7,93.9,327.1,1338.7,1011.6,6,"{'PL': 6, 'VF': 2, 'ST': 3, 'HF': 2, 'Ukendt': 2, 'MV': 4}",2024-2025,Kvindeliga
