home_team,away_team,home_score,away_score,home_rating_before,away_rating_before,home_rating_after,away_rating_after,home_change,away_change
Skive fH,GOG,24,29,1375.7095797142822,2430.870112820297,1375.7095797142822,2430.870112820297,0.0,0.0
Skive fH,SønderjyskE Herrer,28,32,1375.7095797142822,1467.7569830042592,1369.1359760895539,1474.3305866289875,-6.5736036247283876,6.5736036247283876
TTH Holstebro,Nordsjælland Håndbold,22,26,1648.9521851880663,1250.463207681465,1634.9521851880663,1264.463207681465,-14.0,14.0
Lemvig-Thyborøn Håndbold,Skjern Håndbold,30,30,1284.1346536333913,1520.3195838454212,1286.9825604609534,1517.471677017859,2.8479068275621016,-2.8479068275621016
Skanderborg Aarhus Håndbold,GOG,23,31,1369.444335300495,2438.7062662059648,1369.444335300495,2438.7062662059648,0.0,0.0
Aalborg Håndbold,Fredericia Håndboldklub,32,30,1661.7059099188236,1391.8132716979692,1663.0517135967132,1390.4674680200797,1.345803677889645,-1.345803677889645
Bjerringbro-Silkeborg,Ribe-Esbjerg HH,26,27,1611.9931127443465,1370.6598906261224,1599.8187146127602,1382.8342887577087,-12.174398131586166,12.174398131586166
Skanderborg Aarhus Håndbold,TMS Ringsted,31,22,1369.444335300495,1268.340059800209,1373.62578347209,1264.158611628614,4.181448171595197,-4.181448171595197
Bjerringbro-Silkeborg,Skjern Håndbold,34,31,1599.8187146127602,1517.471677017859,1604.3152843811658,1512.9751072494535,4.49656976840566,-4.49656976840566
KIF Kolding,Mors-Thy Håndbold,31,31,1365.2430231595913,1376.035124020926,1364.3043304540618,1376.9738167264557,-0.9386927055295753,0.9386927055295753
Lemvig-Thyborøn Håndbold,Ribe-Esbjerg HH,29,27,1286.9825604609534,1382.8342887577087,1294.472869496339,1375.3439797223232,7.490309035385487,-7.490309035385487
Fredericia Håndboldklub,SønderjyskE Herrer,31,28,1390.4674680200797,1474.3305866289875,1397.7563684127092,1467.041686236358,7.2889003926296505,-7.2889003926296505
Nordsjælland Håndbold,TMS Ringsted,30,25,1264.463207681465,1264.158611628614,1270.3380904677772,1258.2837288423018,5.8748827863121,-5.8748827863121
Skive fH,Bjerringbro-Silkeborg,26,28,1369.1359760895539,1604.3152843811658,1364.966988468853,1608.4842720018667,-4.16898762070092,4.16898762070092
Aalborg Håndbold,Nordsjælland Håndbold,32,25,1663.0517135967132,1270.3380904677772,1663.0517135967132,1270.3380904677772,0.0,0.0
Bjerringbro-Silkeborg,GOG,29,30,1625.942951663186,2449.7733374308314,1625.942951663186,2449.7733374308314,0.0,0.0
Skanderborg Aarhus Håndbold,SønderjyskE Herrer,25,24,1373.62578347209,1467.041686236358,1381.0751706385297,1459.5922990699182,7.4493871664397,-7.4493871664397
Aalborg Håndbold,Skanderborg Aarhus Håndbold,38,26,1663.0517135967132,1381.0751706385297,1663.0517135967132,1381.0751706385297,0.0,0.0
Bjerringbro-Silkeborg,TMS Ringsted,29,21,1625.942951663186,1258.2837288423018,1625.942951663186,1258.2837288423018,0.0,0.0
GOG,Mors-Thy Håndbold,31,29,2459.357550145646,1394.0250141288366,2459.357550145646,1394.0250141288366,0.0,0.0
Ribe-Esbjerg HH,Fredericia Håndboldklub,31,26,1375.3439797223232,1397.7563684127092,1381.6005078523217,1391.4998402827107,6.256528129998485,-6.256528129998485
Skjern Håndbold,KIF Kolding,30,20,1512.9751072494535,1364.3043304540618,1516.357438199291,1360.9219995042242,3.382330949837418,-3.382330949837418
TTH Holstebro,HØJ Elite,35,26,1634.9521851880663,1350.0,1634.9521851880663,1350.0,0.0,0.0
Aalborg Håndbold,GOG,26,27,1686.4389708559734,2471.716552165612,1686.4389708559734,2471.716552165612,0.0,0.0
Fredericia Håndboldklub,Mors-Thy Håndbold,35,29,1391.4998402827107,1394.0250141288366,1397.4222632033257,1388.1025912082216,5.922422920614914,-5.922422920614914
Aalborg Håndbold,TTH Holstebro,36,27,1686.4389708559734,1634.9521851880663,1691.4539928567526,1629.937163187287,5.01502200077916,-5.01502200077916
Skjern Håndbold,Bjerringbro-Silkeborg,32,25,1516.357438199291,1625.942951663186,1524.0784748254844,1618.2219150369926,7.7210366261934364,-7.7210366261934364
Mors-Thy Håndbold,KIF Kolding,33,28,1388.1025912082216,1360.9219995042242,1393.5259572675945,1355.4986334448513,5.423366059372843,-5.423366059372843
Ribe-Esbjerg HH,Bjerringbro-Silkeborg,31,35,1381.6005078523217,1618.2219150369926,1377.455747493024,1622.3666753962902,-4.144760359297529,4.144760359297528
Lemvig-Thyborøn Håndbold,TMS Ringsted,26,24,1294.472869496339,1258.2837288423018,1299.744891933351,1253.0117064052897,5.2720224370121755,-5.2720224370121755
Skive fH,Mors-Thy Håndbold,25,29,1364.966988468853,1393.5259572675945,1357.326779144672,1401.1661665917757,-7.640209324181144,7.640209324181144
Fredericia Håndboldklub,Skjern Håndbold,20,27,1397.4222632033257,1524.0784748254844,1391.430087558578,1530.070650470232,-5.992175644747735,5.992175644747736
GOG,Bjerringbro-Silkeborg,31,30,2479.3016205959393,1643.3486662759096,2479.3016205959393,1643.3486662759096,0.0,0.0
Mors-Thy Håndbold,Skive fH,31,28,1401.1661665917757,1357.326779144672,1406.3096648826643,1352.1832808537833,5.143498290888656,-5.143498290888656
Nordsjælland Håndbold,Aalborg Håndbold,26,33,1270.3380904677772,1691.4539928567526,1270.3380904677772,1691.4539928567526,0.0,0.0
Skanderborg Aarhus Håndbold,Skive fH,29,23,1381.0751706385297,1352.1832808537833,1386.469786890146,1346.788664602167,5.394616251616261,-5.394616251616261
TMS Ringsted,Ribe-Esbjerg HH,28,27,1253.0117064052897,1377.455747493024,1260.9823662955637,1369.4850876027501,7.970659890273936,-7.970659890273936
GOG,SønderjyskE Herrer,35,26,2484.6299820737486,1468.7884588265479,2484.6299820737486,1468.7884588265479,0.0,0.0
Mors-Thy Håndbold,TMS Ringsted,40,25,1406.3096648826643,1260.9823662955637,1409.748166266401,1257.5438649118269,3.4385013837367104,-3.4385013837367104
TTH Holstebro,Skanderborg Aarhus Håndbold,31,25,1629.937163187287,1386.469786890146,1631.7269112654951,1384.680038811938,1.7897480782080297,-1.7897480782080297
Bjerringbro-Silkeborg,KIF Kolding,35,31,1643.3486662759096,1355.4986334448513,1643.3486662759096,1355.4986334448513,0.0,0.0
Skive fH,Skanderborg Aarhus Håndbold,28,21,1346.788664602167,1384.680038811938,1353.305239688891,1378.163463725214,6.516575086724151,-6.516575086724151
Skjern Håndbold,Lemvig-Thyborøn Håndbold,30,21,1530.070650470232,1299.744891933351,1532.0811777268125,1297.7343646767706,2.010527256580398,-2.010527256580398
Skjern Håndbold,Fredericia Håndboldklub,32,31,1532.0811777268125,1391.430087558578,1535.5982394119862,1387.9130258734042,3.517061685173659,-3.517061685173659
Skanderborg Aarhus Håndbold,Bjerringbro-Silkeborg,24,27,1378.163463725214,1643.3486662759096,1374.4985751280656,1647.013554873058,-3.6648885971483125,3.6648885971483125
Ribe-Esbjerg HH,TTH Holstebro,32,34,1369.4850876027501,1631.7269112654951,1365.7707502402843,1635.441248627961,-3.714337362465885,3.7143373624658858
TMS Ringsted,Lemvig-Thyborøn Håndbold,38,33,1257.5438649118269,1297.7343646767706,1264.099065307878,1291.1791642807195,6.555200396051053,-6.555200396051053
TMS Ringsted,Nordsjælland Håndbold,30,30,1264.099065307878,1270.3380904677772,1263.0838809305642,1271.353274845091,-1.0151843773136933,1.0151843773136933
Bjerringbro-Silkeborg,Lemvig-Thyborøn Håndbold,35,31,1647.013554873058,1291.1791642807195,1647.013554873058,1291.1791642807195,0.0,0.0
Fredericia Håndboldklub,Nordsjælland Håndbold,30,29,1387.9130258734042,1271.353274845091,1391.8348220561286,1267.4314786623665,3.921796182724337,-3.921796182724337
Ribe-Esbjerg HH,KIF Kolding,29,27,1365.7707502402843,1355.4986334448513,1371.4781786781211,1349.7912050070145,5.707428437836724,-5.707428437836724
Skive fH,Aalborg Håndbold,24,34,1353.305239688891,1691.4539928567526,1350.8661387421112,1693.8930938035326,-2.4391009467799276,2.4391009467799267
Mors-Thy Håndbold,Fredericia Håndboldklub,39,32,1409.748166266401,1391.8348220561286,1415.3272220836684,1386.2557662388613,5.579055817267422,-5.579055817267422
Ribe-Esbjerg HH,Bjerringbro-Silkeborg,29,34,1371.4781786781211,1647.013554873058,1367.987172998196,1650.504560552983,-3.4910056799250624,3.4910056799250633
SønderjyskE Herrer,Lemvig-Thyborøn Håndbold,34,26,1468.7884588265479,1291.1791642807195,1471.684622678178,1288.2830004290895,2.896163851630083,-2.896163851630083
Bjerringbro-Silkeborg,TTH Holstebro,30,28,1650.504560552983,1635.441248627961,1656.1314969126427,1629.8143122683014,5.626936359659626,-5.626936359659626
Aalborg Håndbold,Mors-Thy Håndbold,38,34,1693.8930938035326,1415.3272220836684,1693.8930938035326,1415.3272220836684,0.0,0.0
Mors-Thy Håndbold,Nordsjælland Håndbold,35,24,1415.3272220836684,1267.4314786623665,1418.7225735941906,1264.0361271518443,3.395351510522128,-3.395351510522128
Mors-Thy Håndbold,Skanderborg Aarhus Håndbold,31,29,1418.7225735941906,1374.4985751280656,1423.8596104199598,1369.3615383022964,5.137036825769098,-5.137036825769098
Bjerringbro-Silkeborg,Aalborg Håndbold,26,31,1656.1314969126427,1693.8930938035326,1648.6458917404095,1701.3786989757657,-7.4856051722330506,7.4856051722330506
Skjern Håndbold,GOG,30,27,1559.4836478200389,2494.637825601655,1573.4836478200389,2480.637825601655,14.0,-14.0
Mors-Thy Håndbold,Skjern Håndbold,29,23,1423.8596104199598,1573.4836478200389,1432.2532942482812,1565.0899639917175,8.393683828321326,-8.393683828321326
Ribe-Esbjerg HH,Lemvig-Thyborøn Håndbold,31,24,1367.987172998196,1288.2830004290895,1372.528142899035,1283.7420305282506,4.54096990083901,-4.54096990083901
SønderjyskE Herrer,Nordsjælland Håndbold,26,26,1471.684622678178,1264.0361271518443,1467.0761279533356,1268.6446218766866,-4.608494724842405,4.608494724842405
GOG,Ribe-Esbjerg HH,33,29,2491.6941508139257,1399.777691002259,2491.6941508139257,1399.777691002259,0.0,0.0
Skjern Håndbold,Fredericia Håndboldklub,28,26,1565.0899639917175,1386.2557662388613,1567.9655494694696,1383.3801807611092,2.875585477752016,-2.875585477752016
Fredericia Håndboldklub,KIF Kolding,35,33,1383.3801807611092,1349.7912050070145,1388.6958859684403,1344.4754997996833,5.315705207331208,-5.315705207331208
SønderjyskE Herrer,Mors-Thy Håndbold,24,30,1467.0761279533356,1432.2532942482812,1458.3711043470907,1440.958317854526,-8.705023606244914,8.705023606244914
KIF Kolding,Skanderborg Aarhus Håndbold,27,37,1344.4754997996833,1369.3615383022964,1336.7735852465273,1377.0634528554524,-7.701914553156103,7.701914553156103
Fredericia Håndboldklub,Skive fH,30,24,1388.6958859684403,1350.8661387421112,1393.940346215038,1345.6216784955134,5.24446024659767,-5.24446024659767
HØJ Elite,TTH Holstebro,27,33,1350.0,1629.8143122683014,1346.5808804461074,1633.233431822194,-3.4191195538925383,3.419119553892539
Bjerringbro-Silkeborg,Skanderborg Aarhus Håndbold,34,29,1648.6458917404095,1377.0634528554524,1649.9633067671423,1375.7460378287196,1.3174150267327196,-1.3174150267327196
GOG,TMS Ringsted,36,31,2499.230647986981,1270.2184719359545,2499.230647986981,1270.2184719359545,0.0,0.0
Skjern Håndbold,Aalborg Håndbold,26,27,1567.9655494694696,1701.3786989757657,1562.0868903811754,1707.2573580640599,-5.878659088294226,5.878659088294226
TTH Holstebro,KIF Kolding,28,27,1633.233431822194,1336.7735852465273,1633.233431822194,1336.7735852465273,0.0,0.0
Nordsjælland Håndbold,SønderjyskE Herrer,28,24,1268.6446218766866,1458.3711043470907,1277.7120267821895,1449.303699441588,9.067404905502787,-9.067404905502787
Aalborg Håndbold,Bjerringbro-Silkeborg,30,36,1707.2573580640599,1649.9633067671423,1698.1748180022716,1659.0458468289305,-9.082540061788217,9.082540061788217
KIF Kolding,GOG,26,35,1352.4927707051986,2508.2780776432915,1352.4927707051986,2508.2780776432915,0.0,0.0
Lemvig-Thyborøn Håndbold,TTH Holstebro,27,29,1283.7420305282506,1633.233431822194,1281.4934860699889,1635.4819762804557,-2.248544458261751,2.248544458261751
Skanderborg Aarhus Håndbold,Ribe-Esbjerg HH,29,26,1375.7460378287196,1399.777691002259,1382.029769602035,1393.4939592289436,6.28373177331546,-6.28373177331546
TMS Ringsted,Fredericia Håndboldklub,33,31,1270.2184719359545,1393.940346215038,1278.1769994238432,1385.9818187271494,7.9585274878886025,-7.9585274878886025
Bjerringbro-Silkeborg,Skive fH,42,32,1659.0458468289305,1345.6216784955134,1659.0458468289305,1345.6216784955134,0.0,0.0
Skjern Håndbold,Skive fH,31,24,1562.0868903811754,1345.6216784955134,1564.3302748214962,1343.3782940551926,2.2433844403208787,-2.2433844403208787
GOG,TTH Holstebro,32,30,2519.825335185096,1655.6473668904039,2519.825335185096,1655.6473668904039,0.0,0.0
Mors-Thy Håndbold,Bjerringbro-Silkeborg,26,22,1440.958317854526,1659.0458468289305,1450.502188341296,1649.5019763421606,9.543870486769993,-9.543870486769993
SønderjyskE Herrer,Lemvig-Thyborøn Håndbold,31,24,1449.303699441588,1281.4934860699889,1452.364487856945,1278.4326976546317,3.060788415357136,-3.060788415357136
TMS Ringsted,Aalborg Håndbold,31,32,1278.1769994238432,1698.1748180022716,1278.1769994238432,1698.1748180022716,0.0,0.0
GOG,Lemvig-Thyborøn Håndbold,41,23,2526.661137103867,1288.4141710905142,2526.661137103867,1288.4141710905142,0.0,0.0
Ribe-Esbjerg HH,Aalborg Håndbold,36,33,1393.4939592289436,1698.1748180022716,1404.4925976563354,1687.1761795748798,10.99863842739191,-10.99863842739191
TTH Holstebro,Skjern Håndbold,29,25,1655.6473668904039,1564.3302748214962,1659.9932397436462,1559.984401968254,4.345872853242351,-4.345872853242351
Bjerringbro-Silkeborg,Skanderborg Aarhus Håndbold,29,26,1649.5019763421606,1382.029769602035,1650.8884432689265,1380.643302675269,1.3864669267658911,-1.3864669267658911
Mors-Thy Håndbold,Aalborg Håndbold,30,31,1450.502188341296,1687.1761795748798,1446.3583113940201,1691.3200565221557,-4.1438769472757935,4.143876947275794
Ribe-Esbjerg HH,GOG,26,28,1420.0473845608735,2534.955348027226,1420.0473845608735,2534.955348027226,0.0,0.0
Aalborg Håndbold,KIF Kolding,36,30,1691.3200565221557,1352.4927707051986,1691.3200565221557,1352.4927707051986,0.0,0.0
Bjerringbro-Silkeborg,Nordsjælland Håndbold,35,26,1650.8884432689265,1277.7120267821895,1650.8884432689265,1277.7120267821895,0.0,0.0
Lemvig-Thyborøn Håndbold,Skanderborg Aarhus Håndbold,24,31,1288.4141710905142,1380.643302675269,1281.843620501138,1387.2138532646452,-6.5705505893761185,6.5705505893761185
Ribe-Esbjerg HH,Mors-Thy Håndbold,30,25,1420.0473845608735,1446.3583113940201,1426.3694081316703,1440.0362878232233,6.322023570796863,-6.322023570796863
Skive fH,TMS Ringsted,27,30,1343.3782940551926,1278.1769994238432,1334.1629123053858,1287.39238117365,-9.215381749806669,9.215381749806669
TTH Holstebro,Fredericia Håndboldklub,33,35,1659.9932397436462,1385.9818187271494,1647.269847870569,1398.7052106002266,-12.723391873077148,12.723391873077148
Nordsjælland Håndbold,Skjern Håndbold,26,33,1277.7120267821895,1559.984401968254,1274.3342026853154,1563.362226065128,-3.377824096874119,3.377824096874119
TTH Holstebro,Ribe-Esbjerg HH,30,39,1647.269847870569,1426.3694081316703,1635.4387204829554,1438.200535519284,-11.831127387613499,11.831127387613499
Fredericia Håndboldklub,Skjern Håndbold,23,33,1398.7052106002266,1563.362226065128,1393.3514484600369,1568.7159882053177,-5.353762140189658,5.353762140189658
Bjerringbro-Silkeborg,SønderjyskE Herrer,36,25,1650.8884432689265,1452.364487856945,1653.4332408180053,1449.8196903078663,2.5447975490787105,-2.5447975490787105
Lemvig-Thyborøn Håndbold,SønderjyskE Herrer,30,27,1281.843620501138,1449.8196903078663,1290.5456184738912,1441.1176923351131,8.701997972753034,-8.701997972753034
Ribe-Esbjerg HH,SønderjyskE Herrer,32,24,1438.200535519284,1441.1176923351131,1444.12954375379,1435.1886841006071,5.929008234505931,-5.929008234505931
Skjern Håndbold,SønderjyskE Herrer,24,33,1568.7159882053177,1435.1886841006071,1558.3527294963585,1445.5519428095663,-10.363258708959139,10.363258708959139
SønderjyskE Herrer,Aalborg Håndbold,29,28,1445.5519428095663,1691.3200565221557,1455.5608471199378,1681.3111522117842,10.008904310371502,-10.008904310371502
SønderjyskE Herrer,Skanderborg Aarhus Håndbold,24,25,1455.5608471199378,1387.2138532646452,1446.2926176231688,1396.4820827614142,-9.268229496768916,9.268229496768916
SønderjyskE Herrer,Skive fH,27,28,1446.2926176231688,1334.1629123053858,1436.28883857383,1344.1666913547247,-10.003779049338755,10.003779049338755
SønderjyskE Herrer,TTH Holstebro,30,23,1436.28883857383,1635.4387204829554,1445.5145565899033,1626.213002466882,9.225718016073307,-9.225718016073307
Lemvig-Thyborøn Håndbold,Mors-Thy Håndbold,31,30,1290.5456184738912,1440.0362878232233,1298.93706171896,1431.6448445781546,8.391443245068778,-8.391443245068778
Bjerringbro-Silkeborg,Skjern Håndbold,27,32,1653.4332408180053,1558.3527294963585,1643.7158882278015,1568.0700820865623,-9.717352590203667,9.717352590203667
Skanderborg Aarhus Håndbold,Mors-Thy Håndbold,26,26,1396.4820827614142,1431.6448445781546,1395.9528171599354,1432.1741101796333,-0.5292656014787622,0.5292656014787622
TTH Holstebro,SønderjyskE Herrer,28,35,1626.213002466882,1445.5145565899033,1615.0572685761488,1456.6702904806366,-11.155733890733242,11.155733890733242
Aalborg Håndbold,Skjern Håndbold,29,27,1681.3111522117842,1568.0700820865623,1685.2887022336806,1564.0925320646659,3.97755002189627,-3.97755002189627
Bjerringbro-Silkeborg,Ribe-Esbjerg HH,30,28,1643.7158882278015,1444.12954375379,1646.242837640638,1441.6025943409534,2.5269494128366032,-2.5269494128366032
Fredericia Håndboldklub,Mors-Thy Håndbold,35,34,1393.3514484600369,1432.1741101796333,1399.883669176926,1425.641889462744,6.53222071688922,-6.53222071688922
GOG,Skanderborg Aarhus Håndbold,32,28,2547.557138409033,1421.3701738270838,2547.557138409033,1421.3701738270838,0.0,0.0
Skanderborg Aarhus Håndbold,Fredericia Håndboldklub,35,32,1421.3701738270838,1399.883669176926,1426.889200548961,1394.3646424550489,5.51902672187735,-5.51902672187735
Bjerringbro-Silkeborg,Fredericia Håndboldklub,28,27,1646.242837640638,1394.3646424550489,1647.8912839615202,1392.7161961341667,1.6484463208821007,-1.6484463208821007
Fredericia Håndboldklub,GOG,30,32,1410.6568192178138,2559.46359598701,1410.6568192178138,2559.46359598701,0.0,0.0
KIF Kolding,Skive fH,29,26,1352.4927707051986,1344.1666913547247,1358.2328925721106,1338.4265694878127,5.740121866912037,-5.740121866912037
Lemvig-Thyborøn Håndbold,Aalborg Håndbold,21,30,1298.93706171896,1685.2887022336806,1298.93706171896,1685.2887022336806,0.0,0.0
Skanderborg Aarhus Håndbold,Skjern Håndbold,27,24,1426.889200548961,1564.0925320646659,1435.074216518425,1555.907516095202,8.185015969463839,-8.185015969463839
SønderjyskE Herrer,Bjerringbro-Silkeborg,25,32,1456.6702904806366,1647.8912839615202,1451.7628031711154,1652.7987712710415,-4.907487309521155,4.907487309521155
GOG,Bjerringbro-Silkeborg,33,30,2568.2859795977392,1663.836146087223,2568.2859795977392,1663.836146087223,0.0,0.0
KIF Kolding,Nordsjælland Håndbold,26,26,1358.2328925721106,1274.3342026853154,1355.7033945820124,1276.8637006754136,-2.529497990098159,2.529497990098159
Skjern Håndbold,Ribe-Esbjerg HH,25,20,1555.907516095202,1441.6025943409534,1559.8671934097306,1437.6429170264248,3.959677314528622,-3.959677314528622
Aalborg Håndbold,Ribe-Esbjerg HH,33,29,1685.2887022336806,1437.6429170264248,1687.0082530421987,1435.9233662179067,1.7195508085181026,-1.7195508085181026
GOG,Nordsjælland Håndbold,33,27,2581.0656080819035,1296.35408392372,2581.0656080819035,1296.35408392372,0.0,0.0
Mors-Thy Håndbold,Fredericia Håndboldklub,31,29,1425.641889462744,1410.6568192178138,1431.2701402826292,1405.0285683979287,5.62825081988517,-5.62825081988517
TTH Holstebro,Mors-Thy Håndbold,26,29,1615.0572685761488,1431.2701402826292,1603.8496448208177,1442.4777640379602,-11.20762375533113,11.20762375533113
Nordsjælland Håndbold,Ribe-Esbjerg HH,28,23,1296.35408392372,1435.9233662179067,1304.5788478662623,1427.6986022753645,8.224763942542335,-8.224763942542335
TMS Ringsted,TTH Holstebro,32,31,1287.39238117365,1603.8496448208177,1298.5888632029223,1592.6531627915454,11.196482029272417,-11.196482029272417
Skanderborg Aarhus Håndbold,Ribe-Esbjerg HH,31,28,1435.074216518425,1427.6986022753645,1440.8303061991414,1421.942512594648,5.756089680716584,-5.756089680716584
Aalborg Håndbold,Skive fH,36,27,1687.0082530421987,1338.4265694878127,1687.0082530421987,1338.4265694878127,0.0,0.0
KIF Kolding,Bjerringbro-Silkeborg,27,32,1355.7033945820124,1663.836146087223,1352.7600248073,1666.7795158619354,-2.9433697747124636,2.9433697747124645
Lemvig-Thyborøn Håndbold,Bjerringbro-Silkeborg,35,28,1298.93706171896,1666.7795158619354,1310.996814948562,1654.7197626323334,12.059753229601984,-12.059753229601984
Nordsjælland Håndbold,Fredericia Håndboldklub,30,32,1304.5788478662623,1405.0285683979287,1298.1464031711944,1411.4610130929966,-6.432444695068006,6.432444695068005
Skanderborg Aarhus Håndbold,TTH Holstebro,32,26,1440.8303061991414,1592.6531627915454,1449.2609301898938,1584.222538800793,8.430623990752386,-8.430623990752386
Skive fH,Lemvig-Thyborøn Håndbold,21,21,1338.4265694878127,1310.996814948562,1336.8457496115532,1312.5776348248214,-1.5808198762594132,1.5808198762594132
SønderjyskE Herrer,GOG,31,32,1476.2440861617054,2592.70674086132,1476.2440861617054,2592.70674086132,0.0,0.0
Aalborg Håndbold,SønderjyskE Herrer,37,30,1687.0082530421987,1476.2440861617054,1689.3474150386064,1473.9049241652976,2.339161996407712,-2.339161996407712
Lemvig-Thyborøn Håndbold,KIF Kolding,26,26,1312.5776348248214,1352.7600248073,1312.132698976527,1353.2049606555943,-0.4449358482943617,0.4449358482943617
Ribe-Esbjerg HH,GOG,30,27,1445.815822640435,2604.03038101013,1459.815822640435,2590.03038101013,14.0,-14.0
Skive fH,Nordsjælland Håndbold,25,25,1336.8457496115532,1298.1464031711944,1335.0756005913552,1299.9165521913924,-1.770149020198029,1.770149020198029
Skjern Håndbold,TMS Ringsted,34,25,1559.8671934097306,1298.5888632029223,1561.3577174622562,1297.0983391503967,1.4905240525256218,-1.4905240525256218
Aalborg Håndbold,Fredericia Håndboldklub,36,26,1689.3474150386064,1411.4610130929966,1689.3474150386064,1411.4610130929966,0.0,0.0
Skjern Håndbold,Mors-Thy Håndbold,28,26,1561.3577174622562,1442.4777640379602,1565.240534244728,1438.5949472554885,3.882816782471827,-3.882816782471827
Aalborg Håndbold,Bjerringbro-Silkeborg,24,22,1689.3474150386064,1654.7197626323334,1694.645670478181,1649.4215071927588,5.298255439574614,-5.298255439574614
GOG,Skjern Håndbold,33,23,2598.478391471061,1578.170174296165,2598.478391471061,1578.170174296165,0.0,0.0
Skanderborg Aarhus Håndbold,Aalborg Håndbold,24,33,1449.2609301898938,1694.645670478181,1445.263393826737,1698.6432068413378,-3.997536363156775,3.997536363156774
GOG,Ribe-Esbjerg HH,39,30,2606.7658520330833,1469.6555802954797,2606.7658520330833,1469.6555802954797,0.0,0.0
TMS Ringsted,Mors-Thy Håndbold,34,33,1297.0983391503967,1438.5949472554885,1305.3554821665623,1430.3378042393228,8.257143016165543,-8.257143016165543
KIF Kolding,Nordsjælland Håndbold,28,28,1353.2049606555943,1299.9165521913924,1351.1897153933958,1301.931797453591,-2.015245262198592,2.015245262198592
Aalborg Håndbold,GOG,30,30,1711.6317114422259,2616.482841755222,1718.6317114422259,2609.482841755222,7.0,-7.0
Skive fH,TTH Holstebro,32,29,1335.0756005913552,1584.222538800793,1345.1412691532737,1574.1568702388745,10.065668561918555,-10.065668561918555
KIF Kolding,Fredericia Håndboldklub,27,31,1351.1897153933958,1411.4610130929966,1344.0822731947492,1418.5684552916432,-7.107442198646706,7.107442198646706
GOG,Skanderborg Aarhus Håndbold,31,31,2620.000263138045,1464.72667980308,2613.000263138045,1471.72667980308,-7.0,7.0
Lemvig-Thyborøn Håndbold,KIF Kolding,29,28,1312.132698976527,1344.0822731947492,1318.5494518233932,1337.665520347883,6.416752846866131,-6.416752846866131
Nordsjælland Håndbold,SønderjyskE Herrer,31,38,1301.931797453591,1473.9049241652976,1296.7009459823475,1479.135775636541,-5.230851471243327,5.230851471243327
SønderjyskE Herrer,TMS Ringsted,38,28,1479.135775636541,1305.3554821665623,1482.0962667062454,1302.394991096858,2.960491069704358,-2.960491069704358
Skjern Håndbold,TTH Holstebro,34,30,1578.170174296165,1574.1568702388745,1583.9827507880025,1568.344293747037,5.812576491837519,-5.812576491837519
Nordsjælland Håndbold,KIF Kolding,29,30,1296.7009459823475,1337.665520347883,1289.2691508316886,1345.097315498542,-7.431795150659003,7.431795150659003
Fredericia Håndboldklub,Ribe-Esbjerg HH,22,26,1418.5684552916432,1469.6555802954797,1411.3067189917076,1476.9173165954153,-7.261736299935548,7.261736299935548
KIF Kolding,Skjern Håndbold,30,34,1345.097315498542,1583.9827507880025,1340.990590811405,1588.0894754751396,-4.106724687137065,4.106724687137065
Mors-Thy Håndbold,GOG,27,30,1450.0590037110117,2622.0216612858394,1450.0590037110117,2622.0216612858394,0.0,0.0
Nordsjælland Håndbold,TTH Holstebro,25,32,1289.2691508316886,1568.344293747037,1285.8376132326664,1571.7758313460592,-3.4315375990221484,3.4315375990221484
TMS Ringsted,Bjerringbro-Silkeborg,34,34,1302.394991096858,1649.4215071927588,1307.105036567269,1644.7114617223476,4.710045470411134,-4.710045470411135
Ribe-Esbjerg HH,TMS Ringsted,26,28,1476.9173165954153,1307.105036567269,1465.9444702909425,1318.0778828717418,-10.972846304472856,10.972846304472856
Fredericia Håndboldklub,TMS Ringsted,32,28,1411.3067189917076,1318.0778828717418,1415.6204745448922,1313.7641273185573,4.313755553184576,-4.313755553184576
KIF Kolding,Ribe-Esbjerg HH,35,28,1340.990590811405,1465.9444702909425,1348.9698159866612,1457.9652451156862,7.97922517525623,-7.97922517525623
Mors-Thy Håndbold,SønderjyskE Herrer,28,33,1450.0590037110117,1482.0962667062454,1442.4772297293316,1489.6780406879254,-7.581773981680073,7.581773981680073
Ribe-Esbjerg HH,Skanderborg Aarhus Håndbold,28,31,1457.9652451156862,1471.72667980308,1450.0764372184344,1479.6154877003319,-7.888807897251784,7.888807897251784
Skive fH,Skjern Håndbold,25,27,1345.1412691532737,1588.0894754751396,1341.1027990194812,1592.1279456089321,-4.038470133792654,4.038470133792654
TTH Holstebro,Lemvig-Thyborøn Håndbold,26,32,1571.7758313460592,1318.5494518233932,1559.4016281700785,1330.9236549993739,-12.374203175980789,12.374203175980789
Fredericia Håndboldklub,Skanderborg Aarhus Håndbold,25,24,1415.6204745448922,1479.6154877003319,1422.5755907659036,1472.6603714793205,6.955116221011386,-6.955116221011386
GOG,Aalborg Håndbold,38,35,2630.8276086332808,1737.7044671751985,2630.8276086332808,1737.7044671751985,0.0,0.0
Nordsjælland Håndbold,TTH Holstebro,34,26,1285.8376132326664,1559.4016281700785,1296.3134886836149,1548.92575271913,10.475875450948521,-10.475875450948521
Skanderborg Aarhus Håndbold,GOG,24,29,1496.431649596005,2639.8179139285444,1496.431649596005,2639.8179139285444,0.0,0.0
