match,time,action,position,team,home_score,away_score,base_weight,time_mult,score_mult,pos_mult,context_mult,total_weight,elite_status,elite_multiplier,rating_change,old_rating,new_rating,goalkeeper_penalty,player_name,season,league,action_type
Nordsjælland Håndbold vs SAH – Skanderborg AGF,38.44,Mål,VB,SAH,16,16,65,1.0,1.7,1.0,1.5000000000000002,165.75000000000003,NORMAL,1.0,1.3260000000000003,1262.3789188000003,1263.7049188000003,False,MORTEN HEMPEL JENSEN,2023-2024,Herreliga,POSITIVE
Nordsjælland Håndbold vs SAH – Skanderborg AGF,41.29,Mål,PL,SAH,19,18,65,1.2,1.5,1.0,1.6500000000000001,193.05,NORMAL,1.0,1.5444000000000002,1263.7049188000003,1265.2493188000003,False,MORTEN HEMPEL JENSEN,2023-2024,Herreliga,POSITIVE
Nordsjælland Håndbold vs SAH – Skanderborg AGF,45.09,Skud blokeret,PL,SAH,23,19,-8,1.5,1.2,1.0,1.1900000000000002,-17.136,NORMAL,1.0,-0.137088,1265.2493188000003,1265.1122308000004,False,MORTEN HEMPEL JENSEN,2023-2024,Herreliga,NEUTRAL
Nordsjælland Håndbold vs SAH – Skanderborg AGF,50.32,Skud blokeret,PL,SAH,25,21,-8,1.4,1.2,1.0,1.2650000000000001,-17.0016,NORMAL,1.0,-0.1360128,1265.1122308000004,1264.9762180000005,False,MORTEN HEMPEL JENSEN,2023-2024,Herreliga,NEUTRAL
Nordsjælland Håndbold vs SAH – Skanderborg AGF,52.37,Skud reddet,VB,SAH,26,21,70,1.4,1.2,1.0,1.2250000000000003,144.06000000000003,NORMAL,1.0,1.1524800000000002,1264.9762180000005,1266.1286980000004,False,MORTEN HEMPEL JENSEN,2023-2024,Herreliga,POSITIVE
Nordsjælland Håndbold vs SAH – Skanderborg AGF,54.33,Mål,PL,SAH,27,23,65,1.4,1.2,1.0,1.4750000000000003,161.07000000000005,NORMAL,1.0,1.2885600000000004,1266.1286980000004,1267.4172580000004,False,MORTEN HEMPEL JENSEN,2023-2024,Herreliga,POSITIVE
Nordsjælland Håndbold vs SAH – Skanderborg AGF,55.38,Regelfejl,PL,SAH,27,23,-22,2.4,1.2,1.0,1.445,-91.5552,NORMAL,1.0,-0.7324416,1267.4172580000004,1266.6848164000005,False,MORTEN HEMPEL JENSEN,2023-2024,Herreliga,NEGATIVE
Nordsjælland Håndbold vs SAH – Skanderborg AGF,57.41,Mål,ST,SAH,29,25,65,2.4,1.2,1.0,1.6250000000000002,304.20000000000005,NORMAL,1.0,2.4336,1266.6848164000005,1269.1184164000006,False,MORTEN HEMPEL JENSEN,2023-2024,Herreliga,POSITIVE
Nordsjælland Håndbold vs SAH – Skanderborg AGF,58.07,Skud reddet,VB,SAH,29,25,70,1.8,1.2,1.0,1.5750000000000002,238.14000000000001,NORMAL,1.0,1.9051200000000001,1269.1184164000006,1271.0235364000005,False,MORTEN HEMPEL JENSEN,2023-2024,Herreliga,POSITIVE
Nordsjælland Håndbold vs SAH – Skanderborg AGF,7.41,Mål,VB,SAH,4,3,65,1.0,1.5,1.0,1.6000000000000003,156.00000000000003,NORMAL,1.0,1.2480000000000002,1255.5123708000003,1256.7603708000004,False,MORTEN HEMPEL JENSEN,2023-2024,Herreliga,POSITIVE
Ribe-Esbjerg HH vs SAH,1.06,Skud reddet,PL,SAH,1,0,70,1.0,1.5,1.0,1.225,128.625,NORMAL,1.0,1.029,1288.6167244000005,1289.6457244000005,False,MORTEN HEMPEL JENSEN,2023-2024,Herreliga,POSITIVE
Ribe-Esbjerg HH vs SAH,1.10,Mål,ST,SAH,1,1,65,1.0,1.7,1.0,1.5000000000000002,165.75000000000003,NORMAL,1.0,1.3260000000000003,1289.6457244000005,1290.9717244000005,False,MORTEN HEMPEL JENSEN,2023-2024,Herreliga,POSITIVE
Ribe-Esbjerg HH vs SAH,1.43,Udvisning,PL,SAH,1,1,-45,1.0,1.7,1.0,1.32,-100.98,NORMAL,1.0,-0.80784,1290.9717244000005,1290.1638844000006,False,MORTEN HEMPEL JENSEN,2023-2024,Herreliga,NEGATIVE
Ribe-Esbjerg HH vs SAH,12.15,Mål på straffe,PL,SAH,7,3,60,1.0,1.2,1.0,1.2750000000000001,91.80000000000001,NORMAL,1.0,0.7344,1290.0003004000007,1290.7347004000007,False,MORTEN HEMPEL JENSEN,2023-2024,Herreliga,POSITIVE
Ribe-Esbjerg HH vs SAH,28.26,Mål,HF,SAH,12,10,65,1.6,1.5,1.0,1.4000000000000001,218.40000000000003,NORMAL,1.0,1.7472000000000003,1290.7347004000007,1292.4819004000008,False,MORTEN HEMPEL JENSEN,2023-2024,Herreliga,POSITIVE
Ribe-Esbjerg HH vs SAH,5.53,Skud blokeret,VB,SAH,5,1,-8,1.0,1.2,1.0,1.065,-10.223999999999998,NORMAL,1.0,-0.08179199999999999,1290.1638844000006,1290.0820924000006,False,MORTEN HEMPEL JENSEN,2023-2024,Herreliga,NEUTRAL
Ribe-Esbjerg HH vs SAH,52.20,Mål på straffe,PL,SAH,20,22,60,1.4,1.5,1.0,1.3500000000000003,170.10000000000005,NORMAL,1.0,1.3608000000000005,1292.4819004000008,1293.8427004000007,False,MORTEN HEMPEL JENSEN,2023-2024,Herreliga,POSITIVE
Ribe-Esbjerg HH vs SAH,54.01,Mål på straffe,PL,SAH,20,23,60,1.4,1.2,1.0,1.2750000000000001,128.52,NORMAL,1.0,1.0281600000000002,1293.8427004000007,1294.8708604000008,False,MORTEN HEMPEL JENSEN,2023-2024,Herreliga,POSITIVE
Ribe-Esbjerg HH vs SAH,59.50,Mål,PL,SAH,23,27,65,1.8,1.2,1.0,1.5750000000000002,221.13000000000002,NORMAL,1.0,1.7690400000000002,1294.8708604000008,1296.6399004000007,False,MORTEN HEMPEL JENSEN,2023-2024,Herreliga,POSITIVE
Ribe-Esbjerg HH vs SAH,6.29,Skud blokeret,VB,SAH,5,1,-8,1.0,1.2,1.0,1.065,-10.223999999999998,NORMAL,1.0,-0.08179199999999999,1290.0820924000006,1290.0003004000007,False,MORTEN HEMPEL JENSEN,2023-2024,Herreliga,NEUTRAL
SAH - Skjern Håndbold vs SKH,1.53,Skud reddet,PL,SAH,1,0,70,1.0,1.5,1.0,1.225,128.625,NORMAL,1.0,1.029,1323.3144716000013,1324.3434716000013,False,MORTEN HEMPEL JENSEN,2023-2024,Herreliga,POSITIVE
SAH - Skjern Håndbold vs SKH,10.09,Udvisning,PL,SAH,5,5,-45,1.0,1.7,1.0,1.32,-100.98,NORMAL,1.0,-0.80784,1324.3434716000013,1323.5356316000014,False,MORTEN HEMPEL JENSEN,2023-2024,Herreliga,NEGATIVE
SAH - Skjern Håndbold vs SKH,31.07,Mål,PL,SAH,11,15,65,1.0,1.2,1.0,1.075,83.85,NORMAL,1.0,0.6708,1323.5356316000014,1324.2064316000015,False,MORTEN HEMPEL JENSEN,2023-2024,Herreliga,POSITIVE
SAH - Skjern Håndbold vs SKH,32.17,Fejlaflevering,PL,SAH,11,15,-30,1.0,1.2,1.0,1.095,-39.42,NORMAL,1.0,-0.31536000000000003,1324.2064316000015,1323.8910716000014,False,MORTEN HEMPEL JENSEN,2023-2024,Herreliga,NEGATIVE
SAH - Skjern Håndbold vs SKH,33.07,Mål,PL,SAH,12,15,65,1.0,1.2,1.0,1.075,83.85,NORMAL,1.0,0.6708,1323.8910716000014,1324.5618716000015,False,MORTEN HEMPEL JENSEN,2023-2024,Herreliga,POSITIVE
SAH - Skjern Håndbold vs SKH,39.16,Skud blokeret,PL,SAH,14,18,-8,1.0,1.2,1.0,1.065,-10.223999999999998,NORMAL,1.0,-0.08179199999999999,1324.5618716000015,1324.4800796000015,False,MORTEN HEMPEL JENSEN,2023-2024,Herreliga,NEUTRAL
SAH - Skjern Håndbold vs SKH,43.40,Mål,HF,SAH,16,19,65,1.2,1.2,1.0,1.125,105.3,NORMAL,1.0,0.8424,1324.4800796000015,1325.3224796000015,False,MORTEN HEMPEL JENSEN,2023-2024,Herreliga,POSITIVE
SAH - Skjern Håndbold vs SKH,48.49,Udvisning,PL,SAH,17,19,-45,1.5,1.5,1.0,1.2950000000000002,-131.11875,NORMAL,1.0,-1.04895,1325.3224796000015,1324.2735296000014,False,MORTEN HEMPEL JENSEN,2023-2024,Herreliga,NEGATIVE
SAH - Skjern Håndbold vs SKH,55.46,Mål,PL,SAH,21,23,65,2.4,1.5,1.0,1.5000000000000002,351.00000000000006,NORMAL,1.0,2.8080000000000007,1324.2735296000014,1327.0815296000014,False,MORTEN HEMPEL JENSEN,2023-2024,Herreliga,POSITIVE
SAH vs Aalborg Håndbold,11.03,Mål,PL,SAH,4,4,65,1.0,1.7,1.0,1.5000000000000002,165.75000000000003,NORMAL,1.0,1.3260000000000003,1271.8386844000006,1273.1646844000006,False,MORTEN HEMPEL JENSEN,2023-2024,Herreliga,POSITIVE
SAH vs Aalborg Håndbold,14.32,Mål,HF,SAH,5,6,65,1.0,1.5,1.0,1.6000000000000003,156.00000000000003,NORMAL,1.0,1.2480000000000002,1273.1646844000006,1274.4126844000007,False,MORTEN HEMPEL JENSEN,2023-2024,Herreliga,POSITIVE
SAH vs Aalborg Håndbold,19.44,Mål,HF,SAH,8,9,65,1.0,1.5,1.0,1.6000000000000003,156.00000000000003,NORMAL,1.0,1.2480000000000002,1274.4126844000007,1275.6606844000007,False,MORTEN HEMPEL JENSEN,2023-2024,Herreliga,POSITIVE
SAH vs Aalborg Håndbold,2.50,Skud blokeret,PL,SAH,0,0,-8,1.0,1.7,1.0,1.2900000000000003,-17.544000000000004,NORMAL,1.0,-0.14035200000000003,1271.0235364000005,1270.8831844000006,False,MORTEN HEMPEL JENSEN,2023-2024,Herreliga,NEUTRAL
SAH vs Aalborg Håndbold,23.43,Fejlaflevering,PL,SAH,8,9,-30,1.0,1.5,1.0,1.245,-56.025000000000006,NORMAL,1.0,-0.44820000000000004,1275.6606844000007,1275.2124844000007,False,MORTEN HEMPEL JENSEN,2023-2024,Herreliga,NEGATIVE
SAH vs Aalborg Håndbold,25.20,Straffekast reddet,PL,SAH,8,10,120,1.4,1.5,1.0,1.2500000000000002,315.00000000000006,NORMAL,1.0,2.5200000000000005,1275.2124844000007,1277.7324844000007,False,MORTEN HEMPEL JENSEN,2023-2024,Herreliga,POSITIVE
SAH vs Aalborg Håndbold,33.41,Skud reddet,PL,SAH,10,14,70,1.0,1.2,1.0,1.075,90.3,NORMAL,1.0,0.7224,1277.7324844000007,1278.4548844000008,False,MORTEN HEMPEL JENSEN,2023-2024,Herreliga,POSITIVE
SAH vs Aalborg Håndbold,4.50,Mål,ST,SAH,2,1,65,1.0,1.5,1.0,1.225,119.43750000000001,NORMAL,1.0,0.9555000000000001,1270.8831844000006,1271.8386844000006,False,MORTEN HEMPEL JENSEN,2023-2024,Herreliga,POSITIVE
SAH vs Aalborg Håndbold,45.06,Skud reddet,VB,SAH,13,23,70,1.5,0.9,1.0,1.075,101.58749999999999,NORMAL,1.0,0.8127,1278.4548844000008,1279.2675844000007,False,MORTEN HEMPEL JENSEN,2023-2024,Herreliga,POSITIVE
SAH vs Aalborg Håndbold,52.06,Mål,PL,SAH,17,25,65,1.4,0.9,1.0,1.4500000000000004,118.75500000000004,NORMAL,1.0,0.9500400000000003,1279.2675844000007,1280.2176244000007,False,MORTEN HEMPEL JENSEN,2023-2024,Herreliga,POSITIVE
SAH vs Aalborg Håndbold,57.52,Mål,PL,SAH,19,26,65,2.4,0.9,1.0,1.6000000000000003,224.64000000000004,NORMAL,1.0,1.7971200000000003,1280.2176244000007,1282.0147444000006,False,MORTEN HEMPEL JENSEN,2023-2024,Herreliga,POSITIVE
SAH vs Bjerringbro-Silkeborg,1.31,Skud reddet,PL,SAH,0,0,70,1.0,1.7,1.0,1.3000000000000003,154.70000000000005,NORMAL,1.0,1.2376000000000005,1354.8853744000012,1356.122974400001,False,MORTEN HEMPEL JENSEN,2023-2024,Herreliga,POSITIVE
SAH vs Bjerringbro-Silkeborg,11.23,Mål på straffe,PL,SAH,5,6,60,1.0,1.5,1.0,1.6000000000000003,144.00000000000003,NORMAL,1.0,1.1520000000000004,1356.988534400001,1358.1405344000011,False,MORTEN HEMPEL JENSEN,2023-2024,Herreliga,POSITIVE
SAH vs Bjerringbro-Silkeborg,13.04,Skud reddet,VB,SAH,5,6,70,1.0,1.5,1.0,1.225,128.625,NORMAL,1.0,1.029,1358.1405344000011,1359.169534400001,False,MORTEN HEMPEL JENSEN,2023-2024,Herreliga,POSITIVE
SAH vs Bjerringbro-Silkeborg,18.17,Mål,PL,SAH,6,8,65,1.0,1.5,1.0,1.2500000000000002,121.87500000000003,NORMAL,1.0,0.9750000000000002,1359.169534400001,1360.144534400001,False,MORTEN HEMPEL JENSEN,2023-2024,Herreliga,POSITIVE
SAH vs Bjerringbro-Silkeborg,20.03,Fejlaflevering,PL,SAH,6,9,-30,1.0,1.2,1.0,1.095,-39.42,NORMAL,1.0,-0.31536000000000003,1360.144534400001,1359.829174400001,False,MORTEN HEMPEL JENSEN,2023-2024,Herreliga,NEGATIVE
SAH vs Bjerringbro-Silkeborg,21.17,Udvisning,PL,SAH,6,10,-45,1.0,1.2,1.0,1.095,-59.129999999999995,NORMAL,1.0,-0.47303999999999996,1359.829174400001,1359.3561344000009,False,MORTEN HEMPEL JENSEN,2023-2024,Herreliga,NEGATIVE
SAH vs Bjerringbro-Silkeborg,26.19,Mål,HF,SAH,8,12,65,1.4,1.2,1.0,1.3750000000000002,150.15000000000003,NORMAL,1.0,1.2012000000000003,1359.3561344000009,1360.5573344000009,False,MORTEN HEMPEL JENSEN,2023-2024,Herreliga,POSITIVE
SAH vs Bjerringbro-Silkeborg,27.48,Mål på straffe,PL,SAH,9,12,60,1.4,1.2,1.0,1.3750000000000002,138.60000000000002,NORMAL,1.0,1.1088000000000002,1360.5573344000009,1361.6661344000008,False,MORTEN HEMPEL JENSEN,2023-2024,Herreliga,POSITIVE
SAH vs Bjerringbro-Silkeborg,33.55,Mål på straffe,PL,SAH,11,13,60,1.0,1.5,1.0,1.2500000000000002,112.50000000000001,NORMAL,1.0,0.9000000000000001,1361.6661344000008,1362.566134400001,False,MORTEN HEMPEL JENSEN,2023-2024,Herreliga,POSITIVE
SAH vs Bjerringbro-Silkeborg,38.30,Mål,PL,SAH,14,15,65,1.0,1.5,1.0,1.6000000000000003,156.00000000000003,NORMAL,1.0,1.2480000000000002,1362.566134400001,1363.814134400001,False,MORTEN HEMPEL JENSEN,2023-2024,Herreliga,POSITIVE
SAH vs Bjerringbro-Silkeborg,40.51,Mål,HF,SAH,15,16,65,1.2,1.5,1.0,1.6500000000000001,193.05,NORMAL,1.0,1.5444000000000002,1363.814134400001,1365.358534400001,False,MORTEN HEMPEL JENSEN,2023-2024,Herreliga,POSITIVE
SAH vs Bjerringbro-Silkeborg,42.37,Skud reddet,PL,SAH,15,16,70,1.2,1.5,1.0,1.2750000000000001,160.65,NORMAL,1.0,1.2852000000000001,1365.358534400001,1366.643734400001,False,MORTEN HEMPEL JENSEN,2023-2024,Herreliga,POSITIVE
SAH vs Bjerringbro-Silkeborg,44.02,Skud på stolpe,HB,SAH,15,16,-5,1.2,1.5,1.0,1.2650000000000001,-11.385000000000002,NORMAL,1.0,-0.09108000000000001,1366.643734400001,1366.552654400001,False,MORTEN HEMPEL JENSEN,2023-2024,Herreliga,NEUTRAL
SAH vs Bjerringbro-Silkeborg,58.04,Regelfejl,PL,SAH,21,18,-22,1.8,1.2,1.0,1.595,-75.79440000000001,NORMAL,1.0,-0.6063552000000001,1366.552654400001,1365.946299200001,False,MORTEN HEMPEL JENSEN,2023-2024,Herreliga,NEGATIVE
SAH vs Bjerringbro-Silkeborg,59.33,Mål,HB,SAH,22,19,65,1.8,1.2,1.0,1.5750000000000002,221.13000000000002,NORMAL,1.0,1.7690400000000002,1365.946299200001,1367.715339200001,False,MORTEN HEMPEL JENSEN,2023-2024,Herreliga,POSITIVE
SAH vs Bjerringbro-Silkeborg,6.32,Skud blokeret,PL,SAH,1,3,-8,1.0,1.5,1.0,1.1400000000000001,-13.680000000000001,NORMAL,1.0,-0.10944000000000001,1356.122974400001,1356.0135344000012,False,MORTEN HEMPEL JENSEN,2023-2024,Herreliga,NEUTRAL
SAH vs Bjerringbro-Silkeborg,7.14,Mål,ST,SAH,2,4,65,1.0,1.5,1.0,1.2500000000000002,121.87500000000003,NORMAL,1.0,0.9750000000000002,1356.0135344000012,1356.988534400001,False,MORTEN HEMPEL JENSEN,2023-2024,Herreliga,POSITIVE
SAH vs Fredericia Håndboldklub,1.28,Mål,VB,SAH,1,1,65,1.0,1.7,1.0,1.5000000000000002,165.75000000000003,NORMAL,1.0,1.3260000000000003,1452.4447872000019,1453.770787200002,False,MORTEN HEMPEL JENSEN,2023-2024,Herreliga,POSITIVE
SAH vs Fredericia Håndboldklub,1.54,Tabt bold,PL,SAH,1,2,-25,1.0,1.5,1.0,1.245,-46.68750000000001,NORMAL,1.0,-0.37350000000000005,1453.770787200002,1453.397287200002,False,MORTEN HEMPEL JENSEN,2023-2024,Herreliga,NEGATIVE
SAH vs Fredericia Håndboldklub,17.08,Mål,VB,SAH,8,10,65,1.0,1.5,1.0,1.2500000000000002,121.87500000000003,NORMAL,1.0,0.9750000000000002,1454.952487200002,1455.927487200002,False,MORTEN HEMPEL JENSEN,2023-2024,Herreliga,POSITIVE
SAH vs Fredericia Håndboldklub,20.31,Fejlaflevering,PL,SAH,10,11,-30,1.0,1.5,1.0,1.245,-56.025000000000006,NORMAL,1.0,-0.44820000000000004,1455.927487200002,1455.4792872000019,False,MORTEN HEMPEL JENSEN,2023-2024,Herreliga,NEGATIVE
SAH vs Fredericia Håndboldklub,21.45,Tilkendt straffe,PL,SAH,10,12,25,1.0,1.5,1.0,1.1500000000000001,43.12500000000001,NORMAL,1.0,0.3450000000000001,1455.4792872000019,1455.824287200002,False,MORTEN HEMPEL JENSEN,2023-2024,Herreliga,POSITIVE
SAH vs Fredericia Håndboldklub,22.06,Mål på straffe,PL,SAH,11,12,60,1.0,1.5,1.0,1.6000000000000003,144.00000000000003,NORMAL,1.0,1.1520000000000004,1455.824287200002,1456.976287200002,False,MORTEN HEMPEL JENSEN,2023-2024,Herreliga,POSITIVE
SAH vs Fredericia Håndboldklub,24.38,Skud reddet,PL,SAH,12,12,70,1.0,1.7,1.0,1.3000000000000003,154.70000000000005,NORMAL,1.0,1.2376000000000005,1456.976287200002,1458.2138872000019,False,MORTEN HEMPEL JENSEN,2023-2024,Herreliga,POSITIVE
SAH vs Fredericia Håndboldklub,3.06,Udvisning,PL,SAH,1,3,-45,1.0,1.5,1.0,1.1700000000000002,-78.97500000000001,NORMAL,1.0,-0.6318,1453.397287200002,1452.7654872000019,False,MORTEN HEMPEL JENSEN,2023-2024,Herreliga,NEGATIVE
SAH vs Fredericia Håndboldklub,30.32,Skud reddet,VB,SAH,16,14,70,1.0,1.5,1.0,1.1500000000000001,120.75000000000001,NORMAL,1.0,0.9660000000000001,1458.2138872000019,1459.1798872000018,False,MORTEN HEMPEL JENSEN,2023-2024,Herreliga,POSITIVE
SAH vs Fredericia Håndboldklub,46.28,Mål på straffe,PL,SAH,22,21,60,1.5,1.5,1.0,1.3500000000000003,182.25000000000003,NORMAL,1.0,1.4580000000000002,1459.1798872000018,1460.6378872000018,False,MORTEN HEMPEL JENSEN,2023-2024,Herreliga,POSITIVE
SAH vs Fredericia Håndboldklub,5.30,Tilkendt straffe,PL,SAH,1,4,25,1.0,1.2,1.0,1.075,32.25,NORMAL,1.0,0.258,1452.7654872000019,1453.023487200002,False,MORTEN HEMPEL JENSEN,2023-2024,Herreliga,POSITIVE
SAH vs Fredericia Håndboldklub,5.50,Mål på straffe,PL,SAH,2,4,60,1.0,1.5,1.0,1.2500000000000002,112.50000000000001,NORMAL,1.0,0.9000000000000001,1453.023487200002,1453.923487200002,False,MORTEN HEMPEL JENSEN,2023-2024,Herreliga,POSITIVE
SAH vs Fredericia Håndboldklub,50.42,Mål på straffe,PL,SAH,25,22,60,1.4,1.2,1.0,1.2750000000000001,128.52,NORMAL,1.0,1.0281600000000002,1460.6378872000018,1461.666047200002,False,MORTEN HEMPEL JENSEN,2023-2024,Herreliga,POSITIVE
SAH vs Fredericia Håndboldklub,56.20,Skud reddet,PL,SAH,28,25,70,2.4,1.2,1.0,1.4250000000000003,287.28000000000003,NORMAL,1.0,2.2982400000000003,1461.666047200002,1463.964287200002,False,MORTEN HEMPEL JENSEN,2023-2024,Herreliga,POSITIVE
SAH vs Fredericia Håndboldklub,58.54,Skud reddet,VB,SAH,28,27,70,1.8,1.5,1.0,1.7250000000000003,326.02500000000003,NORMAL,1.0,2.6082000000000005,1463.964287200002,1466.572487200002,False,MORTEN HEMPEL JENSEN,2023-2024,Herreliga,POSITIVE
SAH vs Fredericia Håndboldklub,59.37,Mål,PL,SAH,30,27,65,1.8,1.2,1.0,1.5750000000000002,221.13000000000002,NORMAL,1.0,1.7690400000000002,1466.572487200002,1468.3415272000018,False,MORTEN HEMPEL JENSEN,2023-2024,Herreliga,POSITIVE
SAH vs Fredericia Håndboldklub,8.13,Skud reddet,PL,SAH,3,4,70,1.0,1.5,1.0,1.225,128.625,NORMAL,1.0,1.029,1453.923487200002,1454.952487200002,False,MORTEN HEMPEL JENSEN,2023-2024,Herreliga,POSITIVE
SAH vs GOG,0.43,Skud på stolpe,PL,SAH,0,1,-5,1.0,1.5,1.0,1.215,-9.1125,NORMAL,1.0,-0.0729,1431.1219232000014,1431.0490232000016,False,MORTEN HEMPEL JENSEN,2023-2024,Herreliga,NEUTRAL
SAH vs GOG,15.39,Mål på straffe,PL,SAH,9,9,60,1.0,1.7,1.0,1.5000000000000002,153.00000000000003,NORMAL,1.0,1.2240000000000002,1434.4516232000014,1435.6756232000014,False,MORTEN HEMPEL JENSEN,2023-2024,Herreliga,POSITIVE
SAH vs GOG,2.18,Skud på stolpe,VB,SAH,0,2,-5,1.0,1.5,1.0,1.1400000000000001,-8.55,NORMAL,1.0,-0.0684,1431.0490232000016,1430.9806232000014,False,MORTEN HEMPEL JENSEN,2023-2024,Herreliga,NEUTRAL
SAH vs GOG,26.12,Skud reddet,PL,SAH,11,14,70,1.4,1.2,1.0,1.1750000000000003,138.18000000000004,NORMAL,1.0,1.1054400000000002,1435.6756232000014,1436.7810632000014,False,MORTEN HEMPEL JENSEN,2023-2024,Herreliga,POSITIVE
SAH vs GOG,31.16,Mål,VB,SAH,15,16,65,1.0,1.5,1.0,1.6000000000000003,156.00000000000003,NORMAL,1.0,1.2480000000000002,1436.7810632000014,1438.0290632000015,False,MORTEN HEMPEL JENSEN,2023-2024,Herreliga,POSITIVE
SAH vs GOG,4.08,Mål,PL,SAH,1,3,65,1.0,1.5,1.0,1.2500000000000002,121.87500000000003,NORMAL,1.0,0.9750000000000002,1430.9806232000014,1431.9556232000014,False,MORTEN HEMPEL JENSEN,2023-2024,Herreliga,POSITIVE
SAH vs GOG,40.55,Fejlaflevering,PL,SAH,18,21,-30,1.2,1.2,1.0,1.145,-49.464,NORMAL,1.0,-0.395712,1438.0290632000015,1437.6333512000015,False,MORTEN HEMPEL JENSEN,2023-2024,Herreliga,NEGATIVE
SAH vs GOG,46.14,Fejlaflevering,PL,SAH,20,24,-30,1.5,1.2,1.0,1.22,-65.88,NORMAL,1.0,-0.52704,1437.6333512000015,1437.1063112000015,False,MORTEN HEMPEL JENSEN,2023-2024,Herreliga,NEGATIVE
SAH vs GOG,46.41,Mål,VB,SAH,21,25,65,1.5,1.2,1.0,1.4000000000000001,163.8,NORMAL,1.0,1.3104,1437.1063112000015,1438.4167112000016,False,MORTEN HEMPEL JENSEN,2023-2024,Herreliga,POSITIVE
SAH vs GOG,50.27,Straffekast forbi,PL,SAH,22,27,-25,1.4,1.2,1.0,1.2450000000000003,-52.29000000000001,NORMAL,1.0,-0.41832000000000014,1438.4167112000016,1437.9983912000016,False,MORTEN HEMPEL JENSEN,2023-2024,Herreliga,NEGATIVE
SAH vs GOG,51.29,Tilkendt straffe,PL,SAH,22,27,25,1.4,1.2,1.0,1.2250000000000003,51.45000000000001,NORMAL,1.0,0.4116000000000001,1437.9983912000016,1438.4099912000015,False,MORTEN HEMPEL JENSEN,2023-2024,Herreliga,POSITIVE
SAH vs GOG,54.56,Fejlaflevering,PL,SAH,24,29,-30,1.4,1.2,1.0,1.2450000000000003,-62.74800000000001,NORMAL,1.0,-0.5019840000000001,1438.4099912000015,1437.9080072000015,False,MORTEN HEMPEL JENSEN,2023-2024,Herreliga,NEGATIVE
SAH vs GOG,57.10,Fejlaflevering,PL,SAH,25,31,-30,2.4,0.9,1.0,1.3950000000000002,-90.39600000000002,NORMAL,1.0,-0.7231680000000001,1437.9080072000015,1437.1848392000015,False,MORTEN HEMPEL JENSEN,2023-2024,Herreliga,NEGATIVE
SAH vs GOG,6.02,Mål,PL,SAH,3,4,65,1.0,1.5,1.0,1.6000000000000003,156.00000000000003,NORMAL,1.0,1.2480000000000002,1431.9556232000014,1433.2036232000014,False,MORTEN HEMPEL JENSEN,2023-2024,Herreliga,POSITIVE
SAH vs GOG,7.11,Mål,PL,SAH,4,5,65,1.0,1.5,1.0,1.6000000000000003,156.00000000000003,NORMAL,1.0,1.2480000000000002,1433.2036232000014,1434.4516232000014,False,MORTEN HEMPEL JENSEN,2023-2024,Herreliga,POSITIVE
SAH vs KIF Kolding,1.26,Skud blokeret,PL,SAH,0,0,-8,1.0,1.7,1.0,1.2900000000000003,-17.544000000000004,NORMAL,1.0,-0.14035200000000003,1240.5244228000004,1240.3840708000005,False,MORTEN HEMPEL JENSEN,2023-2024,Herreliga,NEUTRAL
SAH vs KIF Kolding,20.13,Skud reddet,PL,SAH,6,11,70,1.0,1.2,1.0,1.025,86.1,NORMAL,1.0,0.6888,1470.4460872000018,1471.1348872000017,False,MORTEN HEMPEL JENSEN,2023-2024,Herreliga,POSITIVE
SAH vs KIF Kolding,20.54,Mål,PL,SAH,7,11,65,1.0,1.2,1.0,1.2750000000000001,99.45000000000002,NORMAL,1.0,0.7956000000000002,1471.1348872000017,1471.9304872000016,False,MORTEN HEMPEL JENSEN,2023-2024,Herreliga,POSITIVE
SAH vs KIF Kolding,21.47,Skud reddet,PL,SAH,8,8,70,1.0,1.7,1.0,1.3000000000000003,154.70000000000005,NORMAL,1.0,1.2376000000000005,1240.7162308000004,1241.9538308000003,False,MORTEN HEMPEL JENSEN,2023-2024,Herreliga,POSITIVE
SAH vs KIF Kolding,21.56,Mål,PL,SAH,8,12,65,1.0,1.2,1.0,1.2750000000000001,99.45000000000002,NORMAL,1.0,0.7956000000000002,1471.9304872000016,1472.7260872000015,False,MORTEN HEMPEL JENSEN,2023-2024,Herreliga,POSITIVE
SAH vs KIF Kolding,25.11,Mål,VB,SAH,9,10,65,1.4,1.5,1.0,1.7000000000000002,232.05,NORMAL,1.0,1.8564,1241.9538308000003,1243.8102308000002,False,MORTEN HEMPEL JENSEN,2023-2024,Herreliga,POSITIVE
SAH vs KIF Kolding,25.51,Mål,VB,SAH,11,16,65,1.4,1.2,1.0,1.4250000000000003,155.61000000000004,NORMAL,1.0,1.2448800000000004,1472.7260872000015,1473.9709672000015,False,MORTEN HEMPEL JENSEN,2023-2024,Herreliga,POSITIVE
SAH vs KIF Kolding,26.44,Mål,VF,SAH,10,10,65,1.4,1.7,1.0,1.6000000000000003,247.52000000000004,NORMAL,1.0,1.9801600000000004,1243.8102308000002,1245.7903908000003,False,MORTEN HEMPEL JENSEN,2023-2024,Herreliga,POSITIVE
