match,time,action,position,team,home_score,away_score,base_weight,time_mult,score_mult,pos_mult,context_mult,total_weight,elite_status,elite_multiplier,rating_change,old_rating,new_rating,goalkeeper_penalty,player_name,season,league,action_type
SAH vs KIF Kolding,28.57,Mål,HF,SAH,12,17,65,1.6,1.2,1.0,1.4750000000000003,184.08000000000004,NORMAL,1.0,1.4726400000000004,1473.9709672000015,1475.4436072000015,False,MORTEN HEMPEL JENSEN,2023-2024,Herreliga,POSITIVE
SAH vs KIF Kolding,30.00,Skud forbi,VB,SAH,12,18,-15,1.6,0.9,1.0,1.195,-25.812000000000005,NORMAL,1.0,-0.20649600000000004,1475.4436072000015,1475.2371112000014,False,MORTEN HEMPEL JENSEN,2023-2024,Herreliga,NEGATIVE
SAH vs KIF Kolding,30.27,Mål,HF,SAH,12,12,65,1.0,1.7,1.0,1.5000000000000002,165.75000000000003,NORMAL,1.0,1.3260000000000003,1245.7903908000003,1247.1163908000003,False,MORTEN HEMPEL JENSEN,2023-2024,Herreliga,POSITIVE
SAH vs KIF Kolding,32.02,Mål,PL,SAH,13,13,65,1.0,1.7,1.0,1.5000000000000002,165.75000000000003,NORMAL,1.0,1.3260000000000003,1247.1163908000003,1248.4423908000003,False,MORTEN HEMPEL JENSEN,2023-2024,Herreliga,POSITIVE
SAH vs KIF Kolding,32.40,Mål,PL,SAH,14,19,65,1.0,1.2,1.0,1.3250000000000004,103.35000000000004,NORMAL,1.0,0.8268000000000003,1475.2371112000014,1476.0639112000015,False,MORTEN HEMPEL JENSEN,2023-2024,Herreliga,POSITIVE
SAH vs KIF Kolding,37.12,Mål,VB,SAH,16,21,65,1.0,1.2,1.0,1.3250000000000004,103.35000000000004,NORMAL,1.0,0.8268000000000003,1476.0639112000015,1476.8907112000015,False,MORTEN HEMPEL JENSEN,2023-2024,Herreliga,POSITIVE
SAH vs KIF Kolding,39.06,Mål,VB,SAH,16,16,65,1.0,1.7,1.0,1.5000000000000002,165.75000000000003,NORMAL,1.0,1.3260000000000003,1248.4423908000003,1249.7683908000004,False,MORTEN HEMPEL JENSEN,2023-2024,Herreliga,POSITIVE
SAH vs KIF Kolding,40.47,Mål,PL,SAH,19,23,65,1.2,1.2,1.0,1.3250000000000002,124.02000000000001,NORMAL,1.0,0.9921600000000002,1476.8907112000015,1477.8828712000015,False,MORTEN HEMPEL JENSEN,2023-2024,Herreliga,POSITIVE
SAH vs KIF Kolding,41.56,Mål,PL,SAH,20,23,65,1.2,1.2,1.0,1.3250000000000002,124.02000000000001,NORMAL,1.0,0.9921600000000002,1477.8828712000015,1478.8750312000016,False,MORTEN HEMPEL JENSEN,2023-2024,Herreliga,POSITIVE
SAH vs KIF Kolding,43.58,Mål på straffe,PL,SAH,17,18,60,1.2,1.5,1.0,1.6500000000000001,178.20000000000002,NORMAL,1.0,1.4256000000000002,1249.7683908000004,1251.1939908000004,False,MORTEN HEMPEL JENSEN,2023-2024,Herreliga,POSITIVE
SAH vs KIF Kolding,44.31,Mål på straffe,PL,SAH,21,23,60,1.2,1.5,1.0,1.3,140.4,NORMAL,1.0,1.1232,1478.8750312000016,1479.9982312000016,False,MORTEN HEMPEL JENSEN,2023-2024,Herreliga,POSITIVE
SAH vs KIF Kolding,49.22,Mål på straffe,PL,SAH,19,21,60,1.5,1.5,1.0,1.3750000000000002,185.62500000000003,NORMAL,1.0,1.4850000000000003,1251.1939908000004,1252.6789908000003,False,MORTEN HEMPEL JENSEN,2023-2024,Herreliga,POSITIVE
SAH vs KIF Kolding,51.54,Mål,VB,SAH,21,22,65,1.4,1.5,1.0,1.8000000000000003,245.70000000000005,NORMAL,1.0,1.9656000000000005,1252.6789908000003,1254.6445908000003,False,MORTEN HEMPEL JENSEN,2023-2024,Herreliga,POSITIVE
SAH vs KIF Kolding,52.24,Mål,VB,SAH,24,25,65,1.4,1.5,1.0,1.8000000000000003,245.70000000000005,NORMAL,1.0,1.9656000000000005,1479.9982312000016,1481.9638312000016,False,MORTEN HEMPEL JENSEN,2023-2024,Herreliga,POSITIVE
SAH vs KIF Kolding,55.06,Fejlaflevering,PL,SAH,24,26,-30,2.4,1.5,1.0,1.5200000000000002,-164.16000000000003,NORMAL,1.0,-1.3132800000000002,1481.9638312000016,1480.6505512000015,False,MORTEN HEMPEL JENSEN,2023-2024,Herreliga,NEGATIVE
SAH vs KIF Kolding,59.30,Straffekast forbi,PL,SAH,25,28,-25,1.8,1.2,1.0,1.595,-86.13,NORMAL,1.0,-0.68904,1480.6505512000015,1479.9615112000015,False,MORTEN HEMPEL JENSEN,2023-2024,Herreliga,NEGATIVE
SAH vs KIF Kolding,8.14,Mål,PL,SAH,4,5,65,1.0,1.5,1.0,1.6000000000000003,156.00000000000003,NORMAL,1.0,1.2480000000000002,1468.3415272000018,1469.5895272000018,False,MORTEN HEMPEL JENSEN,2023-2024,Herreliga,POSITIVE
SAH vs KIF Kolding,8.41,Fejlaflevering,PL,SAH,4,3,-30,1.0,1.5,1.0,1.245,-56.025000000000006,NORMAL,1.0,-0.44820000000000004,1240.3840708000005,1239.9358708000004,False,MORTEN HEMPEL JENSEN,2023-2024,Herreliga,NEGATIVE
SAH vs KIF Kolding,9.28,Skud blokeret,PL,SAH,4,6,-8,1.0,1.5,1.0,1.1400000000000001,-13.680000000000001,NORMAL,1.0,-0.10944000000000001,1469.5895272000018,1469.480087200002,False,MORTEN HEMPEL JENSEN,2023-2024,Herreliga,NEUTRAL
SAH vs KIF Kolding,9.37,Skud blokeret,PL,SAH,4,3,-8,1.0,1.5,1.0,1.215,-14.580000000000002,NORMAL,1.0,-0.11664000000000002,1239.9358708000004,1239.8192308000005,False,MORTEN HEMPEL JENSEN,2023-2024,Herreliga,NEUTRAL
SAH vs KIF Kolding,9.40,Mål,ST,SAH,5,3,65,1.0,1.5,1.0,1.1500000000000001,112.12500000000001,NORMAL,1.0,0.8970000000000001,1239.8192308000005,1240.7162308000004,False,MORTEN HEMPEL JENSEN,2023-2024,Herreliga,POSITIVE
SAH vs KIF Kolding,9.49,Skud reddet,HB,SAH,4,6,70,1.0,1.5,1.0,1.1500000000000001,120.75000000000001,NORMAL,1.0,0.9660000000000001,1469.480087200002,1470.4460872000018,False,MORTEN HEMPEL JENSEN,2023-2024,Herreliga,POSITIVE
SAH vs Lemvig-Thyborøn Håndbold,0.34,Mål,VB,SAH,1,0,65,1.0,1.5,1.0,1.225,119.43750000000001,NORMAL,1.0,0.9555000000000001,1398.4212832000014,1399.3767832000015,False,MORTEN HEMPEL JENSEN,2023-2024,Herreliga,POSITIVE
SAH vs Lemvig-Thyborøn Håndbold,1.17,Skud reddet,PL,SAH,1,1,70,1.0,1.7,1.0,1.3000000000000003,154.70000000000005,NORMAL,1.0,1.2376000000000005,1399.3767832000015,1400.6143832000014,False,MORTEN HEMPEL JENSEN,2023-2024,Herreliga,POSITIVE
SAH vs Lemvig-Thyborøn Håndbold,18.53,Mål,VB,SAH,12,6,65,1.0,0.9,1.0,1.025,59.96249999999999,NORMAL,1.0,0.47969999999999996,1401.2851832000015,1401.7648832000016,False,MORTEN HEMPEL JENSEN,2023-2024,Herreliga,POSITIVE
SAH vs Lemvig-Thyborøn Håndbold,19.32,Mål,PL,SAH,13,6,65,1.0,0.9,1.0,0.95,55.574999999999996,NORMAL,1.0,0.4446,1401.7648832000016,1402.2094832000016,False,MORTEN HEMPEL JENSEN,2023-2024,Herreliga,POSITIVE
SAH vs Lemvig-Thyborøn Håndbold,23.29,Mål,PL,SAH,14,9,65,1.0,1.2,1.0,1.025,79.94999999999999,NORMAL,1.0,0.6396,1402.2094832000016,1402.8490832000016,False,MORTEN HEMPEL JENSEN,2023-2024,Herreliga,POSITIVE
SAH vs Lemvig-Thyborøn Håndbold,29.55,Mål,ST,SAH,17,11,65,1.6,0.9,1.0,1.1750000000000003,109.98000000000003,NORMAL,1.0,0.8798400000000003,1402.8490832000016,1403.7289232000016,False,MORTEN HEMPEL JENSEN,2023-2024,Herreliga,POSITIVE
SAH vs Lemvig-Thyborøn Håndbold,34.00,Mål,PL,SAH,19,12,65,1.0,0.9,1.0,0.95,55.574999999999996,NORMAL,1.0,0.4446,1403.7289232000016,1404.1735232000017,False,MORTEN HEMPEL JENSEN,2023-2024,Herreliga,POSITIVE
SAH vs Lemvig-Thyborøn Håndbold,38.09,Mål,PL,SAH,22,13,65,1.0,0.9,1.0,0.95,55.574999999999996,NORMAL,1.0,0.4446,1404.1735232000017,1404.6181232000017,False,MORTEN HEMPEL JENSEN,2023-2024,Herreliga,POSITIVE
SAH vs Lemvig-Thyborøn Håndbold,39.58,Mål på straffe,PL,SAH,24,15,60,1.0,0.9,1.0,0.95,51.3,NORMAL,1.0,0.4104,1404.6181232000017,1405.0285232000017,False,MORTEN HEMPEL JENSEN,2023-2024,Herreliga,POSITIVE
SAH vs Lemvig-Thyborøn Håndbold,44.41,Mål,PL,SAH,27,18,65,1.2,0.9,1.0,1.0,70.2,NORMAL,1.0,0.5616,1405.0285232000017,1405.5901232000017,False,MORTEN HEMPEL JENSEN,2023-2024,Herreliga,POSITIVE
SAH vs Lemvig-Thyborøn Håndbold,47.25,Mål på straffe,PL,SAH,29,19,60,1.5,0.9,1.0,1.075,87.075,NORMAL,1.0,0.6966,1405.5901232000017,1406.2867232000017,False,MORTEN HEMPEL JENSEN,2023-2024,Herreliga,POSITIVE
SAH vs Lemvig-Thyborøn Håndbold,49.22,Tilkendt straffe,PL,SAH,30,20,25,1.5,0.9,1.0,1.075,36.28125,NORMAL,1.0,0.29025,1406.2867232000017,1406.5769732000017,False,MORTEN HEMPEL JENSEN,2023-2024,Herreliga,POSITIVE
SAH vs Lemvig-Thyborøn Håndbold,9.41,Mål,PL,SAH,6,3,65,1.0,1.2,1.0,1.075,83.85,NORMAL,1.0,0.6708,1400.6143832000014,1401.2851832000015,False,MORTEN HEMPEL JENSEN,2023-2024,Herreliga,POSITIVE
SAH vs Mors-Thy Håndbold,2.03,Mål,PL,SAH,1,1,65,1.0,1.7,1.0,1.5000000000000002,165.75000000000003,NORMAL,1.0,1.3260000000000003,1226.2775308000007,1227.6035308000007,False,MORTEN HEMPEL JENSEN,2023-2024,Herreliga,POSITIVE
SAH vs Mors-Thy Håndbold,28.54,Skud reddet,PL,SAH,13,16,70,1.6,1.2,1.0,1.2250000000000003,164.64000000000004,NORMAL,1.0,1.3171200000000003,1227.6035308000007,1228.9206508000007,False,MORTEN HEMPEL JENSEN,2023-2024,Herreliga,POSITIVE
SAH vs Mors-Thy Håndbold,30.36,Mål,ST,SAH,14,17,65,1.0,1.2,1.0,1.2750000000000001,99.45000000000002,NORMAL,1.0,0.7956000000000002,1228.9206508000007,1229.7162508000006,False,MORTEN HEMPEL JENSEN,2023-2024,Herreliga,POSITIVE
SAH vs Mors-Thy Håndbold,32.57,Mål,PL,SAH,16,19,65,1.0,1.2,1.0,1.2750000000000001,99.45000000000002,NORMAL,1.0,0.7956000000000002,1229.7162508000006,1230.5118508000005,False,MORTEN HEMPEL JENSEN,2023-2024,Herreliga,POSITIVE
SAH vs Mors-Thy Håndbold,49.30,Regelfejl,PL,SAH,21,29,-22,1.5,0.9,1.0,1.095,-32.521499999999996,NORMAL,1.0,-0.26017199999999996,1230.5118508000005,1230.2516788000005,False,MORTEN HEMPEL JENSEN,2023-2024,Herreliga,NEGATIVE
SAH vs Mors-Thy Håndbold,56.52,Skud på stolpe,VB,SAH,24,33,-5,2.4,0.9,1.0,1.2900000000000003,-13.932000000000004,NORMAL,1.0,-0.11145600000000003,1230.2516788000005,1230.1402228000004,False,MORTEN HEMPEL JENSEN,2023-2024,Herreliga,NEUTRAL
SAH vs Mors-Thy Håndbold,57.58,Mål,PL,SAH,25,34,65,2.4,0.9,1.0,1.6000000000000003,224.64000000000004,NORMAL,1.0,1.7971200000000003,1230.1402228000004,1231.9373428000004,False,MORTEN HEMPEL JENSEN,2023-2024,Herreliga,POSITIVE
SAH vs Nordsjælland Håndbold,1.57,Skud blokeret,PL,SAH,1,2,-8,1.0,1.5,1.0,1.215,-14.580000000000002,NORMAL,1.0,-0.11664000000000002,1219.3048,1219.18816,False,MORTEN HEMPEL JENSEN,2023-2024,Herreliga,NEUTRAL
SAH vs Nordsjælland Håndbold,11.01,Mål,PL,SAH,7,2,65,1.0,1.2,1.0,1.025,79.94999999999999,NORMAL,1.0,0.6396,1220.81446,1221.45406,False,MORTEN HEMPEL JENSEN,2023-2024,Herreliga,POSITIVE
SAH vs Nordsjælland Håndbold,13.16,Mål,PL,SAH,9,3,65,1.0,0.9,1.0,1.025,59.96249999999999,NORMAL,1.0,0.47969999999999996,1221.45406,1221.9337600000001,False,MORTEN HEMPEL JENSEN,2023-2024,Herreliga,POSITIVE
SAH vs Nordsjælland Håndbold,14.16,Fejlaflevering,PL,SAH,9,4,-30,1.0,1.2,1.0,1.045,-37.62,NORMAL,1.0,-0.30096,1221.9337600000001,1221.6328,False,MORTEN HEMPEL JENSEN,2023-2024,Herreliga,NEGATIVE
SAH vs Nordsjælland Håndbold,3.17,Mål,PL,SAH,3,2,65,1.0,1.5,1.0,1.225,119.43750000000001,NORMAL,1.0,0.9555000000000001,1219.18816,1220.14366,False,MORTEN HEMPEL JENSEN,2023-2024,Herreliga,POSITIVE
SAH vs Nordsjælland Håndbold,30.00,Skud blokeret,PL,SAH,14,14,-8,1.6,1.7,1.0,1.4400000000000004,-31.33440000000001,NORMAL,1.0,-0.2506752000000001,1221.6328,1221.3821248000002,False,MORTEN HEMPEL JENSEN,2023-2024,Herreliga,NEUTRAL
SAH vs Nordsjælland Håndbold,30.45,Tabt bold,PL,SAH,14,14,-25,1.0,1.7,1.0,1.32,-56.1,NORMAL,1.0,-0.44880000000000003,1221.3821248000002,1220.9333248000003,False,MORTEN HEMPEL JENSEN,2023-2024,Herreliga,NEGATIVE
SAH vs Nordsjælland Håndbold,31.26,Mål,PL,SAH,15,15,65,1.0,1.7,1.0,1.5000000000000002,165.75000000000003,NORMAL,1.0,1.3260000000000003,1220.9333248000003,1222.2593248000003,False,MORTEN HEMPEL JENSEN,2023-2024,Herreliga,POSITIVE
SAH vs Nordsjælland Håndbold,34.34,Skud blokeret,PL,SAH,16,16,-8,1.0,1.7,1.0,1.2900000000000003,-17.544000000000004,NORMAL,1.0,-0.14035200000000003,1222.2593248000003,1222.1189728000004,False,MORTEN HEMPEL JENSEN,2023-2024,Herreliga,NEUTRAL
SAH vs Nordsjælland Håndbold,34.53,Skud blokeret,PL,SAH,16,16,-8,1.0,1.7,1.0,1.2900000000000003,-17.544000000000004,NORMAL,1.0,-0.14035200000000003,1222.1189728000004,1221.9786208000005,False,MORTEN HEMPEL JENSEN,2023-2024,Herreliga,NEUTRAL
SAH vs Nordsjælland Håndbold,36.52,Mål,PL,SAH,18,17,65,1.0,1.5,1.0,1.225,119.43750000000001,NORMAL,1.0,0.9555000000000001,1221.9786208000005,1222.9341208000005,False,MORTEN HEMPEL JENSEN,2023-2024,Herreliga,POSITIVE
SAH vs Nordsjælland Håndbold,45.36,Skud forbi,PL,SAH,19,19,-15,1.5,1.7,1.0,1.445,-55.27125,NORMAL,1.0,-0.44217,1222.9341208000005,1222.4919508000005,False,MORTEN HEMPEL JENSEN,2023-2024,Herreliga,NEGATIVE
SAH vs Nordsjælland Håndbold,5.33,Mål,PL,SAH,5,2,65,1.0,1.2,1.0,1.075,83.85,NORMAL,1.0,0.6708,1220.14366,1220.81446,False,MORTEN HEMPEL JENSEN,2023-2024,Herreliga,POSITIVE
SAH vs Nordsjælland Håndbold,51.40,Mål,PL,SAH,22,20,65,1.4,1.5,1.0,1.3500000000000003,184.27500000000003,NORMAL,1.0,1.4742000000000004,1222.4919508000005,1223.9661508000006,False,MORTEN HEMPEL JENSEN,2023-2024,Herreliga,POSITIVE
SAH vs Nordsjælland Håndbold,53.14,Tilkendt straffe,PL,SAH,22,21,25,1.4,1.5,1.0,1.4250000000000003,74.81250000000001,NORMAL,1.0,0.5985000000000001,1223.9661508000006,1224.5646508000007,False,MORTEN HEMPEL JENSEN,2023-2024,Herreliga,POSITIVE
SAH vs Nordsjælland Håndbold,59.14,Mål,PL,SAH,27,22,65,1.8,1.2,1.0,1.5250000000000001,214.11,NORMAL,1.0,1.7128800000000002,1224.5646508000007,1226.2775308000007,False,MORTEN HEMPEL JENSEN,2023-2024,Herreliga,POSITIVE
SAH vs Ribe-Esbjerg HH,10.50,Skud blokeret,PL,SAH,4,2,-8,1.0,1.5,1.0,1.1400000000000001,-13.680000000000001,NORMAL,1.0,-0.10944000000000001,1231.9373428000004,1231.8279028000004,False,MORTEN HEMPEL JENSEN,2023-2024,Herreliga,NEUTRAL
SAH vs Ribe-Esbjerg HH,21.01,Mål på straffe,PL,SAH,8,6,60,1.0,1.5,1.0,1.1500000000000001,103.50000000000001,NORMAL,1.0,0.8280000000000002,1231.8279028000004,1232.6559028000004,False,MORTEN HEMPEL JENSEN,2023-2024,Herreliga,POSITIVE
SAH vs Ribe-Esbjerg HH,22.23,Mål på straffe,PL,SAH,9,6,60,1.0,1.2,1.0,1.075,77.39999999999999,NORMAL,1.0,0.6192,1232.6559028000004,1233.2751028000005,False,MORTEN HEMPEL JENSEN,2023-2024,Herreliga,POSITIVE
SAH vs Ribe-Esbjerg HH,24.37,Mål på straffe,PL,SAH,11,7,60,1.0,1.2,1.0,1.075,77.39999999999999,NORMAL,1.0,0.6192,1233.2751028000005,1233.8943028000006,False,MORTEN HEMPEL JENSEN,2023-2024,Herreliga,POSITIVE
SAH vs Ribe-Esbjerg HH,29.55,Mål på straffe,PL,SAH,15,10,60,1.6,1.2,1.0,1.1750000000000003,135.36,NORMAL,1.0,1.08288,1233.8943028000006,1234.9771828000005,False,MORTEN HEMPEL JENSEN,2023-2024,Herreliga,POSITIVE
SAH vs Ribe-Esbjerg HH,30.34,Mål,HF,SAH,16,10,65,1.0,0.9,1.0,1.025,59.96249999999999,NORMAL,1.0,0.47969999999999996,1234.9771828000005,1235.4568828000006,False,MORTEN HEMPEL JENSEN,2023-2024,Herreliga,POSITIVE
SAH vs Ribe-Esbjerg HH,33.01,Skud reddet,VB,SAH,17,11,70,1.0,0.9,1.0,1.025,64.57499999999999,NORMAL,1.0,0.5166,1235.4568828000006,1235.9734828000005,False,MORTEN HEMPEL JENSEN,2023-2024,Herreliga,POSITIVE
SAH vs Ribe-Esbjerg HH,34.23,Skud reddet,PL,SAH,18,12,70,1.0,0.9,1.0,1.025,64.57499999999999,NORMAL,1.0,0.5166,1235.9734828000005,1236.4900828000004,False,MORTEN HEMPEL JENSEN,2023-2024,Herreliga,POSITIVE
SAH vs Ribe-Esbjerg HH,35.11,Mål,ST,SAH,19,12,65,1.0,0.9,1.0,0.95,55.574999999999996,NORMAL,1.0,0.4446,1236.4900828000004,1236.9346828000005,False,MORTEN HEMPEL JENSEN,2023-2024,Herreliga,POSITIVE
SAH vs Ribe-Esbjerg HH,37.28,Mål,VB,SAH,21,15,65,1.0,0.9,1.0,1.025,59.96249999999999,NORMAL,1.0,0.47969999999999996,1236.9346828000005,1237.4143828000006,False,MORTEN HEMPEL JENSEN,2023-2024,Herreliga,POSITIVE
SAH vs Ribe-Esbjerg HH,41.36,Skud forbi,PL,SAH,22,16,-15,1.2,0.9,1.0,1.095,-17.738999999999997,NORMAL,1.0,-0.14191199999999998,1237.4143828000006,1237.2724708000005,False,MORTEN HEMPEL JENSEN,2023-2024,Herreliga,NEGATIVE
SAH vs Ribe-Esbjerg HH,46.27,Regelfejl,PL,SAH,22,19,-22,1.5,1.2,1.0,1.22,-48.312,NORMAL,1.0,-0.386496,1237.2724708000005,1236.8859748000004,False,MORTEN HEMPEL JENSEN,2023-2024,Herreliga,NEGATIVE
SAH vs Ribe-Esbjerg HH,52.32,Mål,PL,SAH,26,22,65,1.4,1.2,1.0,1.2750000000000001,139.23000000000002,NORMAL,1.0,1.1138400000000002,1236.8859748000004,1237.9998148000004,False,MORTEN HEMPEL JENSEN,2023-2024,Herreliga,POSITIVE
SAH vs Ribe-Esbjerg HH,56.32,Mål,ST,SAH,27,25,65,2.4,1.5,1.0,1.5000000000000002,351.00000000000006,NORMAL,1.0,2.8080000000000007,1237.9998148000004,1240.8078148000004,False,MORTEN HEMPEL JENSEN,2023-2024,Herreliga,POSITIVE
SAH vs Ribe-Esbjerg HH,58.19,Skud blokeret,PL,SAH,27,25,-8,1.8,1.5,1.0,1.6400000000000001,-35.42400000000001,NORMAL,1.0,-0.28339200000000003,1240.8078148000004,1240.5244228000004,False,MORTEN HEMPEL JENSEN,2023-2024,Herreliga,NEUTRAL
SAH vs SJE,10.46,Skud reddet,VB,SAH,3,6,70,1.0,1.2,1.0,1.075,90.3,NORMAL,1.0,0.7224,1329.0519296000016,1329.7743296000017,False,MORTEN HEMPEL JENSEN,2023-2024,Herreliga,POSITIVE
SAH vs SJE,12.28,Mål,PL,SAH,4,6,65,1.0,1.5,1.0,1.2500000000000002,121.87500000000003,NORMAL,1.0,0.9750000000000002,1329.7743296000017,1330.7493296000016,False,MORTEN HEMPEL JENSEN,2023-2024,Herreliga,POSITIVE
SAH vs SJE,24.41,Skud reddet,PL,SAH,10,10,70,1.0,1.7,1.0,1.3000000000000003,154.70000000000005,NORMAL,1.0,1.2376000000000005,1330.7493296000016,1331.9869296000015,False,MORTEN HEMPEL JENSEN,2023-2024,Herreliga,POSITIVE
SAH vs SJE,26.52,Skud reddet,PL,SAH,11,11,70,1.4,1.7,1.0,1.4000000000000001,233.24,NORMAL,1.0,1.86592,1331.9869296000015,1333.8528496000015,False,MORTEN HEMPEL JENSEN,2023-2024,Herreliga,POSITIVE
SAH vs SJE,3.06,Mål,PL,SAH,1,2,65,1.0,1.5,1.0,1.6000000000000003,156.00000000000003,NORMAL,1.0,1.2480000000000002,1327.0815296000014,1328.3295296000015,False,MORTEN HEMPEL JENSEN,2023-2024,Herreliga,POSITIVE
SAH vs SJE,33.57,Mål,HF,SAH,15,14,65,1.0,1.5,1.0,1.225,119.43750000000001,NORMAL,1.0,0.9555000000000001,1333.8528496000015,1334.8083496000015,False,MORTEN HEMPEL JENSEN,2023-2024,Herreliga,POSITIVE
SAH vs SJE,5.50,Skud reddet,PL,SAH,1,4,70,1.0,1.2,1.0,1.075,90.3,NORMAL,1.0,0.7224,1328.3295296000015,1329.0519296000016,False,MORTEN HEMPEL JENSEN,2023-2024,Herreliga,POSITIVE
SAH vs SJE,53.00,Fejlaflevering,PL,SAH,22,25,-30,1.4,1.2,1.0,1.2950000000000002,-65.268,NORMAL,1.0,-0.522144,1334.8083496000015,1334.2862056000015,False,MORTEN HEMPEL JENSEN,2023-2024,Herreliga,NEGATIVE
SAH vs SJE,58.13,Skud på stolpe,VB,SAH,25,25,-5,1.8,1.7,1.0,1.7900000000000003,-27.387,NORMAL,1.0,-0.219096,1334.2862056000015,1334.0671096000015,False,MORTEN HEMPEL JENSEN,2023-2024,Herreliga,NEUTRAL
SAH vs SJE,59.53,Mål på straffe,PL,SAH,26,26,60,1.8,1.7,1.0,2.0,367.2,NORMAL,1.0,2.9375999999999998,1334.0671096000015,1337.0047096000014,False,MORTEN HEMPEL JENSEN,2023-2024,Herreliga,POSITIVE
SAH vs TMS Ringsted,0.41,Skud reddet,PL,SAH,0,0,70,1.0,1.7,1.0,1.3000000000000003,154.70000000000005,NORMAL,1.0,1.2376000000000005,1437.1848392000015,1438.4224392000015,False,MORTEN HEMPEL JENSEN,2023-2024,Herreliga,POSITIVE
SAH vs TMS Ringsted,1.56,Mål,VB,SAH,1,1,65,1.0,1.7,1.0,1.5000000000000002,165.75000000000003,NORMAL,1.0,1.3260000000000003,1438.4224392000015,1439.7484392000015,False,MORTEN HEMPEL JENSEN,2023-2024,Herreliga,POSITIVE
SAH vs TMS Ringsted,14.11,Mål på straffe,PL,SAH,9,10,60,1.0,1.5,1.0,1.6000000000000003,144.00000000000003,NORMAL,1.0,1.1520000000000004,1440.9979392000016,1442.1499392000017,False,MORTEN HEMPEL JENSEN,2023-2024,Herreliga,POSITIVE
SAH vs TMS Ringsted,16.59,Skud blokeret,VB,SAH,10,11,-8,1.0,1.5,1.0,1.215,-14.580000000000002,NORMAL,1.0,-0.11664000000000002,1442.1499392000017,1442.0332992000017,False,MORTEN HEMPEL JENSEN,2023-2024,Herreliga,NEUTRAL
SAH vs TMS Ringsted,17.16,Skud blokeret,VB,SAH,10,11,-8,1.0,1.5,1.0,1.215,-14.580000000000002,NORMAL,1.0,-0.11664000000000002,1442.0332992000017,1441.9166592000017,False,MORTEN HEMPEL JENSEN,2023-2024,Herreliga,NEUTRAL
SAH vs TMS Ringsted,17.25,Mål,PL,SAH,11,11,65,1.0,1.7,1.0,1.5000000000000002,165.75000000000003,NORMAL,1.0,1.3260000000000003,1441.9166592000017,1443.2426592000018,False,MORTEN HEMPEL JENSEN,2023-2024,Herreliga,POSITIVE
SAH vs TMS Ringsted,20.17,Fejlaflevering,PL,SAH,11,13,-30,1.0,1.5,1.0,1.1700000000000002,-52.650000000000006,NORMAL,1.0,-0.4212000000000001,1443.2426592000018,1442.8214592000018,False,MORTEN HEMPEL JENSEN,2023-2024,Herreliga,NEGATIVE
SAH vs TMS Ringsted,22.28,Mål på straffe,PL,SAH,12,15,60,1.0,1.2,1.0,1.2750000000000001,91.80000000000001,NORMAL,1.0,0.7344,1442.8214592000018,1443.5558592000018,False,MORTEN HEMPEL JENSEN,2023-2024,Herreliga,POSITIVE
SAH vs TMS Ringsted,27.48,Skud på stolpe,PL,SAH,13,16,-5,1.4,1.2,1.0,1.1650000000000003,-9.786000000000003,NORMAL,1.0,-0.07828800000000002,1443.5558592000018,1443.4775712000019,False,MORTEN HEMPEL JENSEN,2023-2024,Herreliga,NEUTRAL
SAH vs TMS Ringsted,29.08,Skud reddet,PL,SAH,13,17,70,1.6,1.2,1.0,1.2250000000000003,164.64000000000004,NORMAL,1.0,1.3171200000000003,1443.4775712000019,1444.7946912000018,False,MORTEN HEMPEL JENSEN,2023-2024,Herreliga,POSITIVE
SAH vs TMS Ringsted,31.29,Mål,HF,SAH,14,18,65,1.0,1.2,1.0,1.2750000000000001,99.45000000000002,NORMAL,1.0,0.7956000000000002,1444.7946912000018,1445.5902912000017,False,MORTEN HEMPEL JENSEN,2023-2024,Herreliga,POSITIVE
SAH vs TMS Ringsted,36.38,Mål,VB,SAH,17,18,65,1.0,1.5,1.0,1.6000000000000003,156.00000000000003,NORMAL,1.0,1.2480000000000002,1445.5902912000017,1446.8382912000018,False,MORTEN HEMPEL JENSEN,2023-2024,Herreliga,POSITIVE
SAH vs TMS Ringsted,39.46,Mål på straffe,PL,SAH,19,20,60,1.0,1.5,1.0,1.6000000000000003,144.00000000000003,NORMAL,1.0,1.1520000000000004,1446.8382912000018,1447.9902912000018,False,MORTEN HEMPEL JENSEN,2023-2024,Herreliga,POSITIVE
SAH vs TMS Ringsted,44.11,Mål,PL,SAH,21,23,65,1.2,1.5,1.0,1.3,152.1,NORMAL,1.0,1.2167999999999999,1447.9902912000018,1449.2070912000017,False,MORTEN HEMPEL JENSEN,2023-2024,Herreliga,POSITIVE
SAH vs TMS Ringsted,5.36,Tilkendt straffe,PL,SAH,3,4,25,1.0,1.5,1.0,1.225,45.9375,NORMAL,1.0,0.3675,1439.7484392000015,1440.1159392000015,False,MORTEN HEMPEL JENSEN,2023-2024,Herreliga,POSITIVE
SAH vs TMS Ringsted,53.04,Fejlaflevering,PL,SAH,23,26,-30,1.4,1.2,1.0,1.2950000000000002,-65.268,NORMAL,1.0,-0.522144,1449.2070912000017,1448.6849472000017,False,MORTEN HEMPEL JENSEN,2023-2024,Herreliga,NEGATIVE
