season,player,start_rating,final_rating,rating_change,games,primary_position,position_name,is_goalkeeper,elite_status,momentum_factor,total_actions,rating_per_game,performance_level,rating_consistency
2023-2024,CHRISTOFFER BONDE,1361.6,1761.1,399.5,37,MV,Målvogter,True,LEGENDARY,1.005,205,10.797297297297296,ELITE,10.797297297297296
2023-2024,SEBASTIAN FRANDSEN,1371.6,1753.8,382.2,38,MV,Målvogter,True,LEGENDARY,1.01,213,10.057894736842105,ELITE,10.057894736842105
2023-2024,ANDERS KRAGH MARTINUSEN,1400.9,1727.0,326.1,38,PL,Playmaker,False,LEGENDARY,1.004,550,8.581578947368422,ELITE,8.581578947368422
2023-2024,EMIL MADSEN,1393.1,1701.3999999999999,308.3,31,PL,Playmaker,False,LEGENDARY,1.0,464,9.94516129032258,ELITE,9.94516129032258
2023-2024,NOAH GAUDIN,1400.9,1667.2,266.3,37,PL,Playmaker,False,LEGENDARY,1.005,428,7.197297297297298,ELITE,7.197297297297298
2023-2024,NICHLAS HALD,1382.4,1631.6000000000001,249.2,23,PL,Playmaker,False,LEGENDARY,1.006,435,10.834782608695651,ELITE,10.834782608695651
2023-2024,ANDREAS LANG,1402.7,1620.6000000000001,217.9,28,HB,Højre back,False,LEGENDARY,1.009,332,7.7821428571428575,ELITE,7.7821428571428575
2023-2024,FREDERIK TILSTED,1382.3,1601.5,219.2,22,PL,Playmaker,False,LEGENDARY,1.006,336,9.963636363636363,ELITE,9.963636363636363
2023-2024,MATHIAS JØRGENSEN,1400.8,1574.2,173.4,35,HF,Højre fløj,False,LEGENDARY,1.013,204,4.954285714285715,ELITE,4.954285714285715
2023-2024,NIKOLAJ MARKUSSEN,1402.8,1571.8,169.0,32,PL,Playmaker,False,LEGENDARY,1.004,296,5.28125,ELITE,5.28125
2023-2024,AARON MENSING,1402.4,1568.0,165.6,22,PL,Playmaker,False,LEGENDARY,1.003,260,7.527272727272727,ELITE,7.527272727272727
2023-2024,SANDER ØVERJORDET,1378.9,1567.6000000000001,188.7,24,PL,Playmaker,False,LEGENDARY,1.003,279,7.8625,ELITE,7.8625
2023-2024,MORTEN OLSEN,1401.6,1566.1999999999998,164.6,25,PL,Playmaker,False,LEGENDARY,1.002,272,6.584,ELITE,6.584
2023-2024,THOMAS ARNOLDSEN,1400.0,1560.8,160.8,22,PL,Playmaker,False,LEGENDARY,1.005,230,7.3090909090909095,ELITE,7.3090909090909095
2023-2024,LASSE MIKKELSEN,1398.9,1559.3000000000002,160.4,21,PL,Playmaker,False,LEGENDARY,1.006,230,7.6380952380952385,ELITE,7.6380952380952385
2023-2024,MORTEN HEMPEL JENSEN,1347.3,1551.8999999999999,204.6,30,PL,Playmaker,False,LEGENDARY,1.01,325,6.819999999999999,ELITE,6.819999999999999
2023-2024,SVEND RUGHAVE,1231.9,1547.3000000000002,315.4,29,MV,Målvogter,True,LEGENDARY,0.998,175,10.875862068965516,ELITE,10.875862068965516
2023-2024,MADS SVANE KNUDSEN,1270.5,1542.3,271.8,31,PL,Playmaker,False,LEGENDARY,1.007,418,8.76774193548387,ELITE,8.76774193548387
2023-2024,BJARKE CHRISTENSEN,1402.3,1541.6,139.3,28,VF,Venstre fløj,False,LEGENDARY,1.005,163,4.9750000000000005,ELITE,4.9750000000000005
2023-2024,PETER BALLING,1397.1,1529.0,131.9,32,PL,Playmaker,False,LEGENDARY,1.004,251,4.121875,ELITE,4.121875
2023-2024,KRISTIAN STOKLUND,1397.5,1524.8,127.3,32,PL,Playmaker,False,LEGENDARY,1.008,186,3.978125,ELITE,3.978125
2023-2024,KASPER LARSEN,1278.0,1513.9,235.9,29,MV,Målvogter,True,LEGENDARY,0.998,104,8.13448275862069,ELITE,8.13448275862069
2023-2024,CARL-EMIL HAUNSTRUP,1298.3,1504.8,206.5,30,HF,Højre fløj,False,LEGENDARY,1.007,238,6.883333333333334,ELITE,6.883333333333334
2023-2024,ELVAR ASGEIRSSON,1316.7,1500.8,184.1,35,PL,Playmaker,False,LEGENDARY,1.004,312,5.26,ELITE,5.26
2023-2024,JEPPE CIESLAK,1169.1,1500.3,331.2,30,VF,Venstre fløj,False,LEGENDARY,1.009,324,11.04,ELITE,11.04
