season,player,start_rating,final_rating,rating_change,games,primary_position,position_name,is_goalkeeper,elite_status,momentum_factor,total_actions,rating_per_game,performance_level
2019-2020,Jenny KARLSSON,1253.5,1344.9,91.4,23,PL,Playmaker,False,NORMAL,1.001,169,3.973913043478261,NORMAL
2019-2020,Alexander MORSTEN,1262.2,1344.9,82.7,22,ST,Streg,False,NORMAL,1.006,96,3.7590909090909093,NORMAL
2019-2020,Kaja Kamp NIELSEN,1290.1,1344.5,54.4,23,ST,Streg,False,NORMAL,1.006,64,2.365217391304348,NORMAL
2019-2020,Carin STRÖMBERG,1296.0,1344.1,48.1,23,PL,Playmaker,False,NORMAL,1.004,88,2.091304347826087,NORMAL
2019-2020,Kasper Emil KILDELUND,1301.1,1342.5,41.4,20,HF,Højre fløj,False,NORMAL,1.004,46,2.07,NORMAL
2019-2020,Frederik BØRM,1299.5,1341.3,41.8,19,ST,Streg,False,NORMAL,1.008,52,2.1999999999999997,NORMAL
2019-2020,Mads Øris NIELSEN,1323.3,1340.3,17.0,13,PL,Playmaker,False,NORMAL,1.004,25,1.3076923076923077,NORMAL
2019-2020,Lea HANSEN,1284.8,1339.3,54.5,19,HF,Højre fløj,False,NORMAL,1.006,70,2.8684210526315788,NORMAL
2019-2020,Cecilie WOLLER,1288.3,1338.3,50.0,19,PL,Playmaker,False,NORMAL,1.004,68,2.6315789473684212,NORMAL
2019-2020,Kasper OLSEN,1301.8,1338.3,36.5,12,PL,Playmaker,False,NORMAL,1.008,35,3.0416666666666665,NORMAL
2019-2020,Lars SKAARUP,1271.8,1337.9,66.1,20,VF,Venstre fløj,False,NORMAL,1.006,56,3.3049999999999997,NORMAL
2019-2020,Kasper KVIST,1290.2,1337.7,47.5,15,VF,Venstre fløj,False,NORMAL,1.008,41,3.1666666666666665,NORMAL
2019-2020,Odinn RIKHARDSSON,1290.7,1337.3,46.6,17,HF,Højre fløj,False,NORMAL,1.007,46,2.7411764705882353,NORMAL
2019-2020,Christian JENSEN,1303.8,1336.5,32.7,10,HF,Højre fløj,False,NORMAL,1.007,37,3.2700000000000005,NORMAL
2019-2020,Camilla DEGN,1305.5,1336.5,31.0,16,VF,Venstre fløj,False,NORMAL,1.006,39,1.9375,NORMAL
2019-2020,Sabine PEDERSEN,1283.1,1336.2,53.1,22,ST,Streg,False,NORMAL,1.007,65,2.4136363636363636,NORMAL
2019-2020,Emil BERGHOLT,1260.5,1335.1,74.6,23,ST,Streg,False,NORMAL,1.004,92,3.243478260869565,NORMAL
2019-2020,Debbie BONT,1286.1,1334.7,48.6,23,HF,Højre fløj,False,NORMAL,1.004,57,2.11304347826087,NORMAL
2019-2020,Cecilie Mørch HANSEN,1256.1,1331.9,75.8,21,PL,Playmaker,False,NORMAL,1.002,104,3.6095238095238096,NORMAL
2019-2020,Frederik IVERSEN,1245.3,1331.6,86.3,24,VF,Venstre fløj,False,NORMAL,1.008,76,3.595833333333333,NORMAL
2019-2020,Tobias Torpegaard MØLLER,1298.5,1330.9,32.4,14,VF,Venstre fløj,False,NORMAL,1.005,37,2.314285714285714,NORMAL
2019-2020,Helene KINDBERG,1272.4,1330.0,57.6,23,HB,Højre back,False,NORMAL,1.006,78,2.5043478260869567,NORMAL
2019-2020,Bjarke CHRISTENSEN,1283.3,1329.5,46.2,17,VF,Venstre fløj,False,NORMAL,1.008,38,2.7176470588235295,NORMAL
2019-2020,Mie HØJLUND,1289.7,1329.4,39.7,19,HF,Højre fløj,False,NORMAL,1.003,53,2.0894736842105264,NORMAL
2019-2020,Freja COHRT,1282.3,1327.9,45.6,19,VF,Venstre fløj,False,NORMAL,1.008,57,2.4,NORMAL
2019-2020,Thomas MOGENSEN,1290.9,1327.5,36.6,20,PL,Playmaker,False,NORMAL,1.004,54,1.83,NORMAL
2019-2020,Hege Bakken WAHLQUIST,1261.4,1327.1,65.7,23,VF,Venstre fløj,False,NORMAL,1.005,76,2.856521739130435,NORMAL
2019-2020,Andreas Johann NIELSEN,1291.9,1324.0,32.1,21,ST,Streg,False,NORMAL,1.004,41,1.5285714285714287,NORMAL
2019-2020,Angelica WALLÉN,1289.2,1322.1,32.9,13,ST,Streg,False,NORMAL,1.005,27,2.5307692307692307,NORMAL
2019-2020,Annika JAKOBSEN,1293.5,1321.6,28.1,17,HF,Højre fløj,False,NORMAL,1.006,35,1.6529411764705884,NORMAL
2019-2020,Julie PONTOPPIDAN,1270.5,1321.5,51.0,19,PL,Playmaker,False,NORMAL,1.003,86,2.6842105263157894,NORMAL
2019-2020,Sidsel MEJLVANG,1268.0,1320.8,52.8,20,ST,Streg,False,NORMAL,1.008,60,2.6399999999999997,NORMAL
2019-2020,Larissa NUSSER,1245.3,1319.5,74.2,24,PL,Playmaker,False,NORMAL,1.002,100,3.091666666666667,NORMAL
2019-2020,Arnar Birkir HÁLFDÁNSSON,1272.9,1319.2,46.3,20,HB,Højre back,False,NORMAL,1.004,62,2.315,NORMAL
2019-2020,Tonje LØSETH,1284.0,1319.2,35.2,20,PL,Playmaker,False,NORMAL,1.002,53,1.7600000000000002,NORMAL
2019-2020,René ANTONSEN,1301.6,1318.7,17.1,10,ST,Streg,False,NORMAL,1.009,22,1.7100000000000002,NORMAL
2019-2020,Stine EIBERG JØRGENSEN,1269.9,1318.6,48.7,23,PL,Playmaker,False,NORMAL,1.001,101,2.117391304347826,NORMAL
2019-2020,Nicolai NYGAARD,1200.0,1318.1,118.1,23,PL,Playmaker,False,NORMAL,1.005,165,5.134782608695652,NORMAL
2019-2020,Kristian BONEFELD,1269.5,1316.6,47.1,16,HB,Højre back,False,NORMAL,1.007,43,2.94375,NORMAL
2019-2020,Sanna Charlotte SOLBERG,1279.7,1316.0,36.3,17,VF,Venstre fløj,False,NORMAL,1.005,41,2.135294117647059,NORMAL
2019-2020,Mads Kalstrup HONORÉ,1276.5,1315.5,39.0,19,ST,Streg,False,NORMAL,1.007,40,2.0526315789473686,NORMAL
2019-2020,Jamina ROBERTS,1267.6,1314.9,47.3,18,PL,Playmaker,False,NORMAL,1.004,73,2.6277777777777778,NORMAL
2019-2020,Majbritt Toft HANSEN,1298.9,1314.6,15.7,10,ST,Streg,False,NORMAL,1.006,23,1.5699999999999998,NORMAL
2019-2020,Sofie Amalie OLSEN,1273.5,1311.6,38.1,20,HF,Højre fløj,False,NORMAL,1.003,44,1.905,NORMAL
2019-2020,Pelle Schilling GULDAGER,1283.9,1311.5,27.6,14,VF,Venstre fløj,False,NORMAL,1.006,33,1.9714285714285715,NORMAL
2019-2020,Laura JENSEN,1251.7,1311.5,59.8,22,VB,Venstre back,False,NORMAL,1.005,83,2.7181818181818183,NORMAL
2019-2020,Mads THYMANN,1269.4,1310.8,41.4,15,VB,Venstre back,False,NORMAL,1.003,85,2.76,NORMAL
2019-2020,Josef PUJOL,1251.2,1310.7,59.5,22,PL,Playmaker,False,NORMAL,1.004,92,2.7045454545454546,NORMAL
2019-2020,Kristian Stoklund LARSEN,1200.0,1310.6,110.6,24,PL,Playmaker,False,NORMAL,1.004,151,4.608333333333333,NORMAL
2019-2020,Jens Dolberg PLOUGSTRUP,1248.6,1310.0,61.4,23,PL,Playmaker,False,NORMAL,1.003,109,2.6695652173913045,NORMAL
2019-2020,Olafur GUSTAFSSON,1309.3,1309.2,-0.1,1,PL,Playmaker,False,NORMAL,1.0,1,-0.1,NORMAL
2019-2020,Julie JENSEN,1294.5,1308.3,13.8,13,PL,Playmaker,False,NORMAL,1.001,37,1.0615384615384615,NORMAL
2019-2020,Ingvild Kristiansen BAKKERUD,1265.1,1306.7,41.6,20,VB,Venstre back,False,NORMAL,1.004,84,2.08,NORMAL
2019-2020,Mathias MØLLER,1258.3,1306.0,47.7,20,PL,Playmaker,False,NORMAL,1.002,77,2.3850000000000002,NORMAL
2019-2020,Stefan NIELSEN,1305.0,1305.8,0.8,4,VB,Venstre back,False,NORMAL,1.001,5,0.2,NORMAL
2019-2020,Line JØRGENSEN,1263.1,1305.5,42.4,22,HB,Højre back,False,NORMAL,1.004,73,1.9272727272727272,NORMAL
2019-2020,Celine Elkjær HOLST,1262.0,1305.2,43.2,18,ST,Streg,False,NORMAL,1.008,46,2.4000000000000004,NORMAL
2019-2020,Morten Kirk OLESEN,1291.3,1305.2,13.9,11,PL,Playmaker,False,NORMAL,1.003,24,1.2636363636363637,NORMAL
2019-2020,Tobias JØRGENSEN,1253.1,1304.8,51.7,23,PL,Playmaker,False,NORMAL,1.001,85,2.247826086956522,NORMAL
2019-2020,Frederik Bo ANDERSEN,1275.3,1304.5,29.2,8,HF,Højre fløj,False,NORMAL,1.009,24,3.65,NORMAL
2019-2020,Benjamin B PEDERSEN,1264.7,1304.3,39.6,19,ST,Streg,False,NORMAL,1.007,58,2.0842105263157897,NORMAL
2019-2020,Frederik TILSTED,1249.0,1304.0,55.0,22,PL,Playmaker,False,NORMAL,1.003,89,2.5,NORMAL
2019-2020,Maria Mose VESTERGAARD,1253.5,1303.7,50.2,18,VF,Venstre fløj,False,NORMAL,1.004,49,2.788888888888889,NORMAL
2019-2020,Oscar BERGENDAHL,1259.3,1303.7,44.4,21,ST,Streg,False,NORMAL,1.005,45,2.1142857142857143,NORMAL
2019-2020,Anna GRUNDTVIG,1255.6,1303.3,47.7,18,VF,Venstre fløj,False,NORMAL,1.007,48,2.6500000000000004,NORMAL
2019-2020,Ayaka IKEHARA,1280.1,1302.0,21.9,10,HF,Højre fløj,False,NORMAL,1.005,21,2.19,NORMAL
2019-2020,Camilla PYTLICK,1252.6,1302.0,49.4,20,PL,Playmaker,False,NORMAL,1.003,80,2.4699999999999998,NORMAL
2019-2020,Nikolai Skovmand VINTHER,1275.4,1300.8,25.4,13,HF,Højre fløj,False,NORMAL,1.007,22,1.9538461538461538,NORMAL
2019-2020,Maja Eiberg JØRGENSEN,1253.6,1300.3,46.7,23,PL,Playmaker,False,NORMAL,1.002,82,2.0304347826086957,NORMAL
2019-2020,Mathilde NEESGAARD,1257.0,1300.1,43.1,17,PL,Playmaker,False,NORMAL,1.002,76,2.5352941176470587,NORMAL
2019-2020,Nikolaj ENDERLEIT,1253.0,1299.5,46.5,22,PL,Playmaker,False,NORMAL,1.003,88,2.1136363636363638,NORMAL
2019-2020,Jonas Bruus TIDEMAND,1275.1,1299.5,24.4,15,ST,Streg,False,NORMAL,1.005,30,1.6266666666666665,NORMAL
2019-2020,Søren NØRGAARD,1282.2,1297.9,15.7,8,VF,Venstre fløj,False,NORMAL,1.005,22,1.9625,NORMAL
2019-2020,Jane SCHUMACHER,1240.0,1297.7,57.7,20,PL,Playmaker,False,NORMAL,1.003,68,2.8850000000000002,NORMAL
2019-2020,Jonathan STENBÄCKEN,1289.3,1297.7,8.4,10,ST,Streg,False,NORMAL,1.003,12,0.8400000000000001,NORMAL
2019-2020,Emilie Ytting PEDERSEN,1281.2,1297.2,16.0,8,VF,Venstre fløj,False,NORMAL,1.009,16,2.0,NORMAL
2019-2020,Stine ANDERSEN,1269.1,1296.2,27.1,18,HF,Højre fløj,False,NORMAL,1.004,30,1.5055555555555555,NORMAL
2019-2020,Line Mai Nørgaard HOUGAARD,1258.4,1296.1,37.7,17,HF,Højre fløj,False,NORMAL,1.012,39,2.2176470588235295,NORMAL
2019-2020,Simone Monsrud PEDERSEN,1254.3,1295.7,41.4,20,ST,Streg,False,NORMAL,1.006,47,2.07,NORMAL
2019-2020,Christian Sabroe HOLM,1252.6,1295.4,42.8,17,VB,Venstre back,False,NORMAL,1.004,61,2.5176470588235293,NORMAL
2019-2020,Louise ELLEBÆK,1256.6,1295.4,38.8,21,PL,Playmaker,False,NORMAL,1.003,70,1.8476190476190475,NORMAL
2019-2020,Laura Damgaard LUND,1281.6,1295.3,13.7,9,PL,Playmaker,False,NORMAL,1.003,24,1.5222222222222221,NORMAL
2019-2020,August BASKÅR PEDERSEN,1244.1,1294.1,50.0,20,VF,Venstre fløj,False,NORMAL,1.006,43,2.5,NORMAL
2019-2020,Oliver Amnitzbøll NORLYK,1253.1,1294.1,41.0,21,HB,Højre back,False,NORMAL,1.004,79,1.9523809523809523,NORMAL
2019-2020,Kay Evert SMITS,1268.3,1294.0,25.7,12,PL,Playmaker,False,NORMAL,1.003,34,2.1416666666666666,NORMAL
2019-2020,Jane MEJLVANG,1263.1,1293.9,30.8,15,PL,Playmaker,False,NORMAL,1.006,49,2.0533333333333332,NORMAL
2019-2020,Melissa PETRÉN,1200.0,1293.8,93.8,23,PL,Playmaker,False,NORMAL,1.004,193,4.078260869565217,NORMAL
2019-2020,Jakob MIKKELSEN,1200.0,1293.5,93.5,23,HB,Højre back,False,NORMAL,1.001,125,4.065217391304348,NORMAL
2019-2020,Julia ERIKSSON,1257.1,1293.5,36.4,17,PL,Playmaker,False,NORMAL,1.005,66,2.1411764705882352,NORMAL
2019-2020,Nikolaj A NIELSEN,1252.9,1292.2,39.3,17,ST,Streg,False,NORMAL,1.007,51,2.3117647058823527,NORMAL
