season,player,start_rating,final_rating,rating_change,games,primary_position,position_name,is_goalkeeper,elite_status,momentum_factor,total_actions,rating_per_game,performance_level
2024-2025,Nicolaj JØRGENSEN,1350.0,1567.0,217.0,29,PL,Playmaker,False,NORMAL,1.003,268,7.482758620689655,NORMAL
2024-2025,Noah GAUDIN,1350.0,1560.1,210.1,34,PL,Playmaker,False,NORMAL,1.004,312,6.179411764705883,NORMAL
2024-2025,Kristoffer VESTERGAARD,1317.9,1556.5,238.6,58,PL,Playmaker,False,NORMAL,1.011,325,4.113793103448276,NORMAL
2024-2025,Helene KINDBERG,1350.0,1532.5,182.5,35,HF,Højre fløj,False,NORMAL,1.006,186,5.214285714285714,NORMAL
2024-2025,Mai KRAGBALLE,1350.0,1521.8,171.8,32,PL,Playmaker,False,NORMAL,1.007,266,5.36875,NORMAL
2024-2025,Melissa PETRÉN,1323.2,1515.7,192.5,32,PL,Playmaker,False,NORMAL,1.003,307,6.015625,NORMAL
2024-2025,Mads Svane KNUDSEN,1350.0,1505.0,155.0,27,PL,Playmaker,False,NORMAL,1.008,198,5.7407407407407405,NORMAL
2024-2025,William AAR,1350.0,1483.1,133.1,35,PL,Playmaker,False,NORMAL,1.001,223,3.8028571428571425,NORMAL
2024-2025,Michala MØLLER,1350.0,1478.7,128.7,34,PL,Playmaker,False,NORMAL,1.008,196,3.7852941176470587,NORMAL
2024-2025,Line FRANDSEN,1343.9,1476.5,132.6,29,PL,Playmaker,False,NORMAL,1.004,176,4.572413793103448,NORMAL
2024-2025,Alfred JÖNSSON,1350.0,1474.1,124.1,29,PL,Playmaker,False,NORMAL,1.003,201,4.279310344827586,NORMAL
2024-2025,Line GYLDENLØVE,1350.0,1473.1,123.1,30,PL,Playmaker,False,NORMAL,1.007,167,4.1033333333333335,NORMAL
2024-2025,Line Berggren LARSEN,1350.0,1472.9,122.9,25,PL,Playmaker,False,NORMAL,1.005,134,4.916,NORMAL
2024-2025,Thomas DAMGAARD,1350.0,1471.3,121.3,35,PL,Playmaker,False,NORMAL,1.006,163,3.4657142857142857,NORMAL
2024-2025,Benjamin HALLGREN,1315.1,1467.8,152.7,28,PL,Playmaker,False,NORMAL,1.007,184,5.453571428571428,NORMAL
2024-2025,Morten OLSEN,1350.0,1466.7,116.7,24,PL,Playmaker,False,NORMAL,1.006,166,4.8625,NORMAL
2024-2025,Ingvild BAKKERUD,1350.0,1465.8,115.8,27,PL,Playmaker,False,NORMAL,1.001,227,4.288888888888889,NORMAL
2024-2025,Verona REXHEPI,1339.5,1465.5,126.0,30,PL,Playmaker,False,NORMAL,1.002,207,4.2,NORMAL
2024-2025,Kristina KRISTIANSEN,1350.0,1465.2,115.2,31,PL,Playmaker,False,NORMAL,1.01,123,3.7161290322580647,NORMAL
2024-2025,Mona OBAIDLI,1344.3,1465.1,120.8,32,PL,Playmaker,False,NORMAL,1.005,169,3.775,NORMAL
2024-2025,Emma NAVNE,1345.2,1462.7,117.5,31,PL,Playmaker,False,NORMAL,1.005,150,3.7903225806451615,NORMAL
2024-2025,Tabea SCHMID,1300.5,1461.2,160.7,35,ST,Streg,False,NORMAL,1.005,170,4.591428571428571,NORMAL
2024-2025,Christoffer DREYER,1350.0,1458.7,108.7,26,PL,Playmaker,False,NORMAL,1.01,138,4.180769230769231,NORMAL
2024-2025,Oliver NORLYK,1350.0,1454.9,104.9,26,HB,Højre back,False,NORMAL,1.007,170,4.0346153846153845,NORMAL
2024-2025,Christina PEDERSEN,1350.0,1454.1,104.1,29,PL,Playmaker,False,NORMAL,1.004,172,3.589655172413793,NORMAL
2024-2025,Carl-Emil HAUNSTRUP,1350.0,1453.9,103.9,28,HF,Højre fløj,False,NORMAL,1.006,89,3.710714285714286,NORMAL
2024-2025,Fredrik OLSSON,1341.3,1453.6,112.3,32,PL,Playmaker,False,NORMAL,1.004,145,3.509375,NORMAL
2024-2025,Sara HALD,1350.0,1453.3,103.3,31,ST,Streg,False,NORMAL,1.007,119,3.332258064516129,NORMAL
2024-2025,Morten Hempel JENSEN,1350.0,1449.5,99.5,32,PL,Playmaker,False,NORMAL,1.007,142,3.109375,NORMAL
2024-2025,Emma LINDQVIST,1350.0,1449.4,99.4,35,PL,Playmaker,False,NORMAL,1.005,129,2.8400000000000003,NORMAL
2024-2025,Kristian STOKLUND,1350.0,1447.2,97.2,23,PL,Playmaker,False,NORMAL,1.007,110,4.22608695652174,NORMAL
2024-2025,Lærke NOLSØE,1350.0,1447.1,97.1,34,VF,Venstre fløj,False,NORMAL,1.008,101,2.855882352941176,NORMAL
2024-2025,Sofie BARDRUM,1350.0,1446.3,96.3,30,ST,Streg,False,NORMAL,1.006,108,3.21,NORMAL
2024-2025,Martin BISGAARD,1350.0,1446.1,96.1,30,VF,Venstre fløj,False,NORMAL,1.006,87,3.203333333333333,NORMAL
2024-2025,Matias CAMPBELL,1350.0,1444.7,94.7,23,PL,Playmaker,False,NORMAL,1.006,103,4.1173913043478265,NORMAL
2024-2025,Stine JØRGENSEN,1350.0,1444.7,94.7,23,VB,Venstre back,False,NORMAL,1.004,128,4.1173913043478265,NORMAL
2024-2025,Laura Holm ANDERSEN,1350.0,1443.3,93.3,30,VF,Venstre fløj,False,NORMAL,1.01,98,3.11,NORMAL
2024-2025,Silje BRØNS,1309.4,1442.6,133.2,30,PL,Playmaker,False,NORMAL,1.007,157,4.4399999999999995,NORMAL
2024-2025,Frederik TILSTED,1350.0,1441.9,91.9,32,PL,Playmaker,False,NORMAL,1.004,137,2.871875,NORMAL
2024-2025,Lea HANSEN,1350.0,1440.8,90.8,27,HF,Højre fløj,False,NORMAL,1.006,104,3.3629629629629627,NORMAL
2024-2025,Mathias JØRGENSEN,1350.0,1440.1,90.1,27,HF,Højre fløj,False,NORMAL,1.009,99,3.337037037037037,NORMAL
2024-2025,Jakob RASMUSSEN,1350.0,1439.3,89.3,34,PL,Playmaker,False,NORMAL,1.004,156,2.626470588235294,NORMAL
2024-2025,Clara BANG,1316.3,1439.3,123.0,28,PL,Playmaker,False,NORMAL,1.001,209,4.392857142857143,NORMAL
2024-2025,Maria HOLM,1325.4,1439.0,113.6,30,PL,Playmaker,False,NORMAL,1.006,188,3.7866666666666666,NORMAL
2024-2025,Sebastian BARTHOLD,1350.0,1437.9,87.9,27,VF,Venstre fløj,False,NORMAL,1.01,82,3.255555555555556,NORMAL
2024-2025,Jane MEJLVANG,1350.0,1437.3,87.3,21,PL,Playmaker,False,NORMAL,1.005,123,4.157142857142857,NORMAL
2024-2025,Peter BALLING,1350.0,1437.0,87.0,31,HB,Højre back,True,NORMAL,1.007,141,2.806451612903226,NORMAL
2024-2025,Nicolai PEDERSEN,1350.0,1435.5,85.5,32,PL,Playmaker,False,NORMAL,1.004,112,2.671875,NORMAL
2024-2025,Morten BJØRNSHAUGE,1350.0,1435.4,85.4,23,ST,Streg,False,NORMAL,1.004,87,3.71304347826087,NORMAL
2024-2025,Pernille BRANDENBORG,1350.0,1434.2,84.2,31,ST,Streg,False,NORMAL,1.003,84,2.7161290322580647,NORMAL
