season,player,start_rating,final_rating,rating_change,games,primary_position,position_name,is_goalkeeper,elite_status,momentum_factor,total_actions,rating_per_game,performance_level
2017-2018,Magnus Landin JACOBSEN,1200,1293.8,93.8,25,VF,Venstre fløj,False,NORMAL,1.005,89,3.752,NORMAL
2017-2018,Jesper DAHL,1200,1292.2,92.2,31,HB,Højre back,False,NORMAL,1.008,143,2.9741935483870967,NORMAL
2017-2018,Patrick WIESMACH,1200,1290.3,90.3,27,HF,Højre fløj,False,NORMAL,1.005,75,3.3444444444444446,NORMAL
2017-2018,Lasse PEDERSEN,1200,1289.1,89.1,26,HF,Højre fløj,False,NORMAL,1.006,83,3.4269230769230767,NORMAL
2017-2018,Oliver Nøddesbo EGGERT,1200,1288.6,88.6,22,VB,Venstre back,False,NORMAL,1.001,150,4.027272727272727,NORMAL
2017-2018,Besard HAKAJ,1200,1283.6,83.6,31,ST,Streg,False,NORMAL,1.006,96,2.696774193548387,NORMAL
2017-2018,Lovro JOTIC,1200,1279.9,79.9,32,PL,Playmaker,False,NORMAL,1.004,118,2.496875,NORMAL
2017-2018,Simon Hald JENSEN,1200,1277.7,77.7,34,ST,Streg,False,NORMAL,1.005,91,2.2852941176470587,NORMAL
2017-2018,Morten Kirk OLESEN,1200,1277.0,77.0,21,PL,Playmaker,False,NORMAL,1.007,86,3.6666666666666665,NORMAL
2017-2018,Jesper NØDDESBO,1200,1276.8,76.8,30,ST,Streg,False,NORMAL,1.007,88,2.56,NORMAL
2017-2018,Jac KARLSSON,1200,1276.3,76.3,30,ST,Streg,False,NORMAL,1.005,104,2.5433333333333334,NORMAL
2017-2018,Frederik LADEFOGED,1200,1276.0,76.0,27,ST,Streg,False,NORMAL,1.007,74,2.814814814814815,NORMAL
2017-2018,Esben Lie HANSEN,1200,1275.5,75.5,17,PL,Playmaker,False,NORMAL,1.003,116,4.4411764705882355,NORMAL
2017-2018,Kristian Stoklund LARSEN,1200,1275.2,75.2,23,PL,Playmaker,False,NORMAL,1.002,137,3.2695652173913046,NORMAL
2017-2018,Janus SMARÁSON,1200,1273.9,73.9,29,PL,Playmaker,False,NORMAL,1.006,92,2.548275862068966,NORMAL
2017-2018,Ulrik Nøddesbo EGGERT,1200,1273.1,73.1,25,HB,Højre back,False,NORMAL,1.003,106,2.924,NORMAL
2017-2018,Emil JAKOBSEN,1200,1273.1,73.1,22,VF,Venstre fløj,False,NORMAL,1.006,62,3.3227272727272723,NORMAL
2017-2018,Stine JØRGENSEN,1200,1272.2,72.2,14,PL,Playmaker,False,NORMAL,1.004,105,5.1571428571428575,NORMAL
2017-2018,Adam NYFJÄLL,1200,1272.1,72.1,26,ST,Streg,False,NORMAL,1.01,78,2.773076923076923,NORMAL
2017-2018,Dan Beck HANSEN,1200,1271.8,71.8,22,ST,Streg,False,NORMAL,1.009,76,3.2636363636363637,NORMAL
2017-2018,Sigvaldi GUDJONSSON,1200,1271.8,71.8,30,HF,Højre fløj,False,NORMAL,1.006,83,2.393333333333333,NORMAL
2017-2018,Jonathan STENBÄCKEN,1200,1271.4,71.4,25,ST,Streg,False,NORMAL,1.008,73,2.8560000000000003,NORMAL
2017-2018,Stefan NIELSEN,1200,1271.4,71.4,28,PL,Playmaker,False,NORMAL,1.009,111,2.5500000000000003,NORMAL
2017-2018,Anders EGGERT,1200,1269.7,69.7,24,VF,Venstre fløj,False,NORMAL,1.007,69,2.904166666666667,NORMAL
2017-2018,Andreas VÆVER,1200,1269.4,69.4,29,VF,Venstre fløj,False,NORMAL,1.008,67,2.393103448275862,NORMAL
2017-2018,Magnus BRAMMING,1200,1269.1,69.1,25,VF,Venstre fløj,False,NORMAL,1.007,79,2.764,NORMAL
2017-2018,Kristina LISCEVIC,1200,1268.8,68.8,12,PL,Playmaker,False,NORMAL,1.008,89,5.733333333333333,NORMAL
2017-2018,Mathias JØRGENSEN,1200,1267.5,67.5,23,HF,Højre fløj,False,NORMAL,1.001,64,2.9347826086956523,NORMAL
2017-2018,Lars MOUSING,1200,1267.2,67.2,29,ST,Streg,False,NORMAL,1.009,76,2.317241379310345,NORMAL
2017-2018,Yehia ELDERAA,1200,1263.6,63.6,17,VB,Venstre back,False,NORMAL,1.005,112,3.7411764705882353,NORMAL
2017-2018,Henrik TILSTED,1200,1263.4,63.4,23,VF,Venstre fløj,False,NORMAL,1.012,60,2.756521739130435,NORMAL
2017-2018,Alexander HANSEN,1200,1261.9,61.9,27,HB,Højre back,False,NORMAL,1.007,100,2.2925925925925927,NORMAL
2017-2018,Kristian KLITGAARD,1200,1261.9,61.9,18,VF,Venstre fløj,False,NORMAL,1.006,63,3.4388888888888887,NORMAL
2017-2018,Nickolei JENSEN,1200,1261.7,61.7,26,ST,Streg,False,NORMAL,1.004,81,2.373076923076923,NORMAL
2017-2018,Kasper OLSEN,1200,1261.6,61.6,27,VB,Venstre back,False,NORMAL,1.002,88,2.2814814814814817,NORMAL
2017-2018,Martin Lysdahl HANSEN,1200,1261.4,61.4,30,PL,Playmaker,False,NORMAL,1.002,85,2.0466666666666664,NORMAL
2017-2018,Martin Kærgaard PEDERSEN,1200,1260.1,60.1,22,ST,Streg,False,NORMAL,1.003,67,2.731818181818182,NORMAL
2017-2018,Pelle Schilling GULDAGER,1200,1259.6,59.6,19,VF,Venstre fløj,False,NORMAL,1.01,70,3.136842105263158,NORMAL
2017-2018,Mikkel Kjær MØLLER,1200,1259.3,59.3,25,VF,Venstre fløj,False,NORMAL,1.005,62,2.372,NORMAL
2017-2018,Petter ØVERBY,1200,1258.5,58.5,21,ST,Streg,False,NORMAL,1.004,66,2.7857142857142856,NORMAL
2017-2018,Jonas EICHWALD,1200,1258.0,58.0,18,HF,Højre fløj,False,NORMAL,1.002,65,3.2222222222222223,NORMAL
2017-2018,Rasmus NIELSEN,1200,1257.8,57.8,19,HF,Højre fløj,False,NORMAL,1.008,63,3.0421052631578944,NORMAL
2017-2018,Frederik Kiehn CLAUSEN,1200,1257.4,57.4,33,PL,Playmaker,False,NORMAL,1.001,122,1.7393939393939393,NORMAL
2017-2018,Olafur GUSTAFSSON,1200,1257.1,57.1,22,HB,Højre back,False,NORMAL,1.001,107,2.5954545454545457,NORMAL
2017-2018,Simon Westh KRISTIANSEN,1200,1257.1,57.1,20,HB,Højre back,False,NORMAL,1.003,97,2.855,NORMAL
2017-2018,Tobias Torpegaard MØLLER,1200,1256.8,56.8,26,VF,Venstre fløj,False,NORMAL,1.007,70,2.1846153846153844,NORMAL
2017-2018,Bjarke CHRISTENSEN,1200,1256.5,56.5,19,VF,Venstre fløj,False,NORMAL,1.009,46,2.973684210526316,NORMAL
2017-2018,Christian JENSEN,1200,1256.2,56.2,26,HF,Højre fløj,False,NORMAL,1.006,59,2.161538461538462,NORMAL
2017-2018,Jesper Meinby PEDERSEN,1200,1255.2,55.2,24,HF,Højre fløj,False,NORMAL,1.006,54,2.3000000000000003,NORMAL
2017-2018,Kasper Emil KILDELUND,1200,1254.8,54.8,26,HF,Højre fløj,False,NORMAL,1.007,55,2.1076923076923078,NORMAL
2017-2018,Jens PESCHARDT,1200,1254.0,54.0,23,HB,Højre back,False,NORMAL,1.004,73,2.347826086956522,NORMAL
2017-2018,Rasmus CARLSEN,1200,1253.8,53.8,17,PL,Playmaker,False,NORMAL,1.004,91,3.164705882352941,NORMAL
2017-2018,Buster JUUL,1200,1252.0,52.0,26,VF,Venstre fløj,False,NORMAL,1.005,48,2.0,NORMAL
2017-2018,Lasse KRONBORG,1200,1251.9,51.9,25,ST,Streg,False,NORMAL,1.007,52,2.076,NORMAL
2017-2018,Carl-Emil HAUNSTRUP,1200,1251.5,51.5,22,HF,Højre fløj,False,NORMAL,1.003,51,2.340909090909091,NORMAL
2017-2018,Nikolaj LÆSØ,1200,1250.1,50.1,28,ST,Streg,False,NORMAL,1.003,78,1.7892857142857144,NORMAL
2017-2018,Johan HANSEN,1200,1249.8,49.8,23,HF,Højre fløj,False,NORMAL,1.004,59,2.1652173913043478,NORMAL
2017-2018,Frederik BØRM,1200,1249.7,49.7,23,ST,Streg,False,NORMAL,1.004,57,2.1608695652173915,NORMAL
2017-2018,Vignir SVARVARSSON,1200,1249.6,49.6,19,ST,Streg,False,NORMAL,1.01,55,2.610526315789474,NORMAL
2017-2018,Magnus SAUGSTRUP,1200,1248.8,48.8,21,ST,Streg,False,NORMAL,1.008,48,2.3238095238095235,NORMAL
2017-2018,Lars JAKOBSEN,1200,1247.7,47.7,15,VB,Venstre back,False,NORMAL,1.004,75,3.18,NORMAL
2017-2018,Lara Gonzalez ORTEGA,1200,1247.2,47.2,12,VB,Venstre back,False,NORMAL,1.005,66,3.9333333333333336,NORMAL
2017-2018,Oliver ROEPSTORFF,1200,1246.6,46.6,24,PL,Playmaker,False,NORMAL,1.004,72,1.9416666666666667,NORMAL
2017-2018,Sebastian AUGUSTINUSSEN,1200,1246.6,46.6,15,HF,Højre fløj,False,NORMAL,1.003,51,3.106666666666667,NORMAL
2017-2018,Robert GUNNARSSON,1200,1246.4,46.4,21,ST,Streg,False,NORMAL,1.007,49,2.2095238095238097,NORMAL
2017-2018,Fredrik Schilling SØRENSEN,1200,1245.1,45.1,22,VF,Venstre fløj,False,NORMAL,1.005,48,2.0500000000000003,NORMAL
2017-2018,Emil BERGHOLT,1200,1245.1,45.1,23,ST,Streg,True,NORMAL,1.004,63,1.9608695652173913,NORMAL
2017-2018,Mads Øris NIELSEN,1200,1244.7,44.7,24,PL,Playmaker,False,NORMAL,1.003,78,1.8625,NORMAL
2017-2018,Mia REJ,1200,1244.6,44.6,12,PL,Playmaker,False,NORMAL,1.006,62,3.716666666666667,NORMAL
2017-2018,Arnor ATLASON,1200,1244.2,44.2,16,ST,Streg,False,NORMAL,1.008,54,2.7625,NORMAL
2017-2018,Stefan HUNDSTRUP,1200,1244.0,44.0,29,VF,Venstre fløj,False,NORMAL,1.004,53,1.5172413793103448,NORMAL
2017-2018,Christoffer CICHOSZ,1200,1243.9,43.9,21,ST,Streg,False,NORMAL,1.009,43,2.0904761904761906,NORMAL
2017-2018,Kathrine HEINDAHL,1200,1243.7,43.7,14,ST,Streg,False,NORMAL,1.005,54,3.1214285714285714,NORMAL
2017-2018,Cornelius Kragh AASTRUP,1200,1243.5,43.5,23,VB,Venstre back,False,NORMAL,1.004,77,1.891304347826087,NORMAL
2017-2018,Mattias THYNELL,1200,1243.4,43.4,7,VB,Venstre back,False,NORMAL,1.01,58,6.2,NORMAL
2017-2018,Sanna Charlotte SOLBERG,1200,1243.0,43.0,12,VF,Venstre fløj,False,NORMAL,1.003,43,3.5833333333333335,NORMAL
2017-2018,Jacob HANSEN,1200,1242.9,42.9,16,HF,Højre fløj,False,NORMAL,1.005,41,2.68125,NORMAL
2017-2018,Andreas Johann NIELSEN,1200,1242.9,42.9,22,ST,Streg,False,NORMAL,1.009,47,1.95,NORMAL
2017-2018,Anne Cecilie DE LA COUR,1200,1242.2,42.2,12,HB,Højre back,False,NORMAL,1.005,82,3.516666666666667,NORMAL
2017-2018,Jon ANDERSEN,1200,1241.2,41.2,18,PL,Playmaker,False,NORMAL,1.007,60,2.288888888888889,NORMAL
2017-2018,Kristina JØRGENSEN,1200,1241.2,41.2,12,PL,Playmaker,False,NORMAL,1.005,77,3.4333333333333336,NORMAL
2017-2018,Casper SAS,1200,1239.4,39.4,18,VF,Venstre fløj,False,NORMAL,1.006,41,2.1888888888888887,NORMAL
2017-2018,Mette TRANBORG,1200,1239.0,39.0,14,PL,Playmaker,False,NORMAL,1.005,68,2.7857142857142856,NORMAL
2017-2018,Carin STRÖMBERG,1200,1238.7,38.7,13,PL,Playmaker,False,NORMAL,1.003,72,2.976923076923077,NORMAL
2017-2018,Hans Martin ASMUSSEN,1200,1238.4,38.4,21,HF,Højre fløj,False,NORMAL,1.004,45,1.8285714285714285,NORMAL
2017-2018,Nichlas POULSEN,1200,1237.7,37.7,20,HF,Højre fløj,False,NORMAL,1.005,38,1.8850000000000002,NORMAL
2017-2018,Jenny ALM,1200,1237.6,37.6,12,PL,Playmaker,False,NORMAL,1.001,55,3.1333333333333333,NORMAL
2017-2018,Allan Toft HANSEN,1200,1237.6,37.6,20,ST,Streg,False,NORMAL,1.007,41,1.8800000000000001,NORMAL
2017-2018,René ANTONSEN,1200,1237.5,37.5,20,ST,Streg,False,NORMAL,1.005,42,1.875,NORMAL
2017-2018,Louise BURGAARD,1200,1237.1,37.1,7,HB,Højre back,False,NORMAL,1.004,53,5.3,NORMAL
2017-2018,Lasse NIKOLAJSEN,1200,1236.0,36.0,15,VF,Venstre fløj,False,NORMAL,1.013,31,2.4,NORMAL
2017-2018,Lars HALD,1200,1235.6,35.6,16,ST,Streg,False,NORMAL,1.008,36,2.225,NORMAL
2017-2018,Jessica Da Silva QUINTINO,1200,1235.3,35.3,11,HF,Højre fløj,False,NORMAL,1.006,31,3.209090909090909,NORMAL
2017-2018,Ida Bjørndalen KARLSSON,1200,1234.4,34.4,9,HB,Højre back,False,NORMAL,1.004,59,3.822222222222222,NORMAL
2017-2018,Johanna WESTBERG,1200,1234.4,34.4,6,VB,Venstre back,False,NORMAL,1.004,65,5.733333333333333,NORMAL
2017-2018,Line HAUGSTED,1200,1234.2,34.2,11,PL,Playmaker,False,NORMAL,1.003,65,3.1090909090909093,NORMAL
2017-2018,Nicolaj SPANGGAARD,1200,1233.7,33.7,20,HB,Højre back,False,NORMAL,1.006,46,1.685,NORMAL
2017-2018,Line UNO,1200,1232.8,32.8,13,PL,Playmaker,False,NORMAL,1.005,59,2.523076923076923,NORMAL
2017-2018,Kristina KRISTIANSEN,1200,1232.1,32.1,6,ST,Streg,False,NORMAL,1.006,38,5.3500000000000005,NORMAL
2017-2018,Tobias BALSBY-PEDERSEN,1200,1231.9,31.9,11,ST,Streg,False,NORMAL,1.009,33,2.9,NORMAL
2017-2018,Cyril VIUDES,1200,1231.9,31.9,17,ST,Streg,False,NORMAL,1.005,38,1.8764705882352941,NORMAL
2017-2018,Claus KJELDGAARD,1200,1231.2,31.2,22,PL,Playmaker,False,NORMAL,1.002,51,1.4181818181818182,NORMAL
2017-2018,Mie HØJLUND,1200,1230.6,30.6,12,PL,Playmaker,False,NORMAL,1.003,52,2.5500000000000003,NORMAL
2017-2018,Ann Grete NØRGAARD,1200,1230.1,30.1,11,VF,Venstre fløj,False,NORMAL,1.006,38,2.7363636363636363,NORMAL
2017-2018,Freja COHRT,1200,1229.8,29.8,10,VF,Venstre fløj,False,NORMAL,1.006,26,2.98,NORMAL
2017-2018,Emil SIDELMANN,1200,1229.5,29.5,13,VF,Venstre fløj,False,NORMAL,1.01,25,2.269230769230769,NORMAL
2017-2018,Veronica KRISTIANSEN,1200,1229.3,29.3,7,PL,Playmaker,False,NORMAL,1.005,54,4.185714285714286,NORMAL
2017-2018,Mathias MØLLER,1200,1229.1,29.1,18,PL,Playmaker,False,NORMAL,1.004,41,1.6166666666666667,NORMAL
2017-2018,Nicolas Lundbye KRISTIANSEN,1200,1228.8,28.8,10,HB,Højre back,False,NORMAL,1.002,41,2.88,NORMAL
2017-2018,Sebastian BARTHOLD,1200,1228.7,28.7,18,VF,Venstre fløj,False,NORMAL,1.01,35,1.5944444444444443,NORMAL
2017-2018,Christoffer FORS,1200,1228.6,28.6,13,VF,Venstre fløj,False,NORMAL,1.01,23,2.2,NORMAL
2017-2018,Jonas PORUP,1200,1228.5,28.5,21,PL,Playmaker,False,NORMAL,1.003,55,1.3571428571428572,NORMAL
2017-2018,Debbie BONT,1200,1228.4,28.4,12,HF,Højre fløj,False,NORMAL,1.008,25,2.3666666666666667,NORMAL
2017-2018,Simon Ellersgaard BIRKEFELDT,1200,1227.8,27.8,22,HB,Højre back,False,NORMAL,1.004,54,1.2636363636363637,NORMAL
2017-2018,Mette GRAVHOLT,1200,1227.7,27.7,12,ST,Streg,False,NORMAL,1.005,35,2.308333333333333,NORMAL
2017-2018,Vilde Mortensen INGSTAD,1200,1227.5,27.5,11,ST,Streg,False,NORMAL,1.009,30,2.5,NORMAL
2017-2018,Nikolaj A. NIELSEN,1200,1227.3,27.3,15,ST,Streg,False,NORMAL,1.005,29,1.82,NORMAL
2017-2018,Mads Kalstrup HONORÉ,1200,1227.0,27.0,19,ST,Streg,False,NORMAL,1.008,30,1.4210526315789473,NORMAL
2017-2018,Thomas Schultz CLAUSEN,1200,1226.1,26.1,14,HF,Højre fløj,False,NORMAL,1.003,25,1.8642857142857143,NORMAL
2017-2018,Nadia OFFENDAL,1200,1226.1,26.1,14,PL,Playmaker,False,NORMAL,1.005,36,1.8642857142857143,NORMAL
2017-2018,Kristian BONEFELD,1200,1225.9,25.9,16,HB,Højre back,False,NORMAL,1.004,42,1.61875,NORMAL
2017-2018,Stine Ruscetta SKOGRAND,1200,1225.5,25.5,6,PL,Playmaker,False,NORMAL,1.005,46,4.25,NORMAL
2017-2018,Niclas THYSSEN,1200,1225.4,25.4,15,VF,Venstre fløj,False,NORMAL,1.005,26,1.6933333333333331,NORMAL
2017-2018,Frederik Bo ANDERSEN,1200,1225.3,25.3,19,HF,Højre fløj,False,NORMAL,1.007,25,1.3315789473684212,NORMAL
2017-2018,Maria LYKKEGAARD,1200,1225.1,25.1,9,ST,Streg,False,NORMAL,1.004,31,2.788888888888889,NORMAL
2017-2018,Rolf RAVN,1200,1224.6,24.6,16,HB,Højre back,False,NORMAL,1.006,38,1.5375,NORMAL
2017-2018,Jacob ØSTERGAARD,1200,1224.5,24.5,21,ST,Streg,False,NORMAL,1.003,35,1.1666666666666667,NORMAL
2017-2018,Sarah IVERSEN,1200,1224.2,24.2,6,ST,Streg,False,NORMAL,1.01,22,4.033333333333333,NORMAL
2017-2018,Stine Bodholt NIELSEN,1200,1223.9,23.9,11,ST,Streg,False,NORMAL,1.006,32,2.1727272727272724,NORMAL
2017-2018,Christian KØHLER,1200,1223.9,23.9,15,PL,Playmaker,False,NORMAL,1.009,24,1.5933333333333333,NORMAL
2017-2018,Knud RONAU,1200,1223.7,23.7,13,ST,Streg,False,NORMAL,1.012,18,1.823076923076923,NORMAL
2017-2018,Jeppe LARSEN,1200,1223.7,23.7,7,VF,Venstre fløj,False,NORMAL,1.005,30,3.3857142857142857,NORMAL
2017-2018,Kelly DULFER,1200,1223.3,23.3,12,PL,Playmaker,False,NORMAL,1.004,44,1.9416666666666667,NORMAL
2017-2018,Philip HOLM,1200,1222.5,22.5,21,PL,Playmaker,False,NORMAL,1.004,52,1.0714285714285714,NORMAL
2017-2018,Cecilie HANSEN,1200,1222.3,22.3,6,PL,Playmaker,False,NORMAL,1.009,32,3.716666666666667,NORMAL
2017-2018,Kenneth Bach HANSEN,1200,1222.3,22.3,19,HF,Højre fløj,False,NORMAL,1.004,30,1.1736842105263159,NORMAL
2017-2018,Rasmus BOYSEN,1200,1221.7,21.7,17,PL,Playmaker,True,NORMAL,1.002,35,1.276470588235294,NORMAL
2017-2018,Nikolai Skovmand VINTHER,1200,1221.3,21.3,10,HF,Højre fløj,False,NORMAL,1.005,20,2.13,NORMAL
2017-2018,Jette HANSEN,1200,1221.2,21.2,6,PL,Playmaker,False,NORMAL,1.005,38,3.533333333333333,NORMAL
2017-2018,Sofie Bæk ANDERSEN,1200,1220.8,20.8,6,PL,Playmaker,False,NORMAL,1.003,48,3.466666666666667,NORMAL
2017-2018,Minik Dahl HØEGH,1200,1220.8,20.8,7,PL,Playmaker,False,NORMAL,1.002,32,2.9714285714285715,NORMAL
2017-2018,Gitte ANDERSEN,1200,1220.3,20.3,6,HF,Højre fløj,False,NORMAL,1.007,24,3.3833333333333333,NORMAL
2017-2018,Lars SKAARUP,1200,1220.3,20.3,16,VF,Venstre fløj,False,NORMAL,1.004,21,1.26875,NORMAL
2017-2018,Morten SLUNDT,1200,1220.1,20.1,9,HF,Højre fløj,False,NORMAL,1.009,20,2.2333333333333334,NORMAL
2017-2018,Jeppe Faurholt HAUSKOV,1200,1220.1,20.1,8,HF,Højre fløj,False,NORMAL,1.009,13,2.5125,NORMAL
2017-2018,Annika JAKOBSEN,1200,1220.1,20.1,7,HF,Højre fløj,False,NORMAL,1.009,20,2.8714285714285714,NORMAL
2017-2018,Frank MIKKELSEN,1200,1220.0,20.0,9,MV,Målvogter,True,NORMAL,1.017,9,2.2222222222222223,NORMAL
2017-2018,Anne BRINCH-NIELSEN,1200,1219.9,19.9,7,HF,Højre fløj,False,NORMAL,1.005,21,2.8428571428571425,NORMAL
2017-2018,Emma FRIIS,1200,1219.1,19.1,6,VF,Venstre fløj,False,NORMAL,1.008,18,3.1833333333333336,NORMAL
2017-2018,Mari Kristine Søbstad MOLID,1200,1218.0,18.0,6,PL,Playmaker,False,NORMAL,1.003,35,3.0,NORMAL
2017-2018,Sara JOHANSSON,1200,1217.4,17.4,6,PL,Playmaker,False,NORMAL,1.004,25,2.9,NORMAL
2017-2018,Clara MONTI DANIELSSON,1200,1217.1,17.1,5,ST,Streg,False,NORMAL,1.007,16,3.4200000000000004,NORMAL
2017-2018,Camilla DEGN,1200,1217.1,17.1,6,VF,Venstre fløj,False,NORMAL,1.004,23,2.85,NORMAL
2017-2018,Jonas Bruus TIDEMAND,1200,1217.0,17.0,9,ST,Streg,False,NORMAL,1.008,18,1.8888888888888888,NORMAL
2017-2018,Rikke THORNGAARD,1200,1217.0,17.0,6,PL,Playmaker,False,NORMAL,1.003,24,2.8333333333333335,NORMAL
