season,player,start_rating,final_rating,rating_change,games,primary_position,position_name,is_goalkeeper,elite_status,momentum_factor,total_actions,rating_per_game,performance_level,rating_consistency
2024-2025,MAI KRAGBALLE,1397.2,1722.9,325.7,32,PL,Playmaker,False,LEGENDARY,1.007,511,10.178125,ELITE,10.178125
2024-2025,HELENE KINDBERG,1377.0,1701.4,324.4,35,HB,Højre back,False,LEGENDARY,1.0,481,9.268571428571429,ELITE,9.268571428571429
2024-2025,LINE BERGGREN LARSEN,1401.7,1658.1,256.4,25,PL,Playmaker,False,LEGENDARY,1.004,356,10.255999999999998,ELITE,10.255999999999998
2024-2025,HENNY REISTAD,1401.5,1654.8,253.3,30,PL,Playmaker,False,LEGENDARY,1.007,427,8.443333333333333,ELITE,8.443333333333333
2024-2025,MICHALA MØLLER,1360.5,1593.6,233.1,35,PL,Playmaker,False,LEGENDARY,1.005,399,6.66,ELITE,6.66
2024-2025,JANE MEJLVANG,1399.7,1584.4,184.7,21,PL,Playmaker,False,LEGENDARY,1.002,286,8.795238095238094,ELITE,8.795238095238094
2024-2025,INGVILD BAKKERUD,1363.8,1577.8999999999999,214.1,30,PL,Playmaker,False,LEGENDARY,1.005,501,7.136666666666667,ELITE,7.136666666666667
2024-2025,MARIELLE MARTINSEN,1397.3,1565.0,167.7,30,PL,Playmaker,False,LEGENDARY,1.002,310,5.59,ELITE,5.59
2024-2025,CHRISTINA PEDERSEN,1345.2,1551.1000000000001,205.9,30,PL,Playmaker,False,LEGENDARY,1.0,353,6.863333333333333,ELITE,6.863333333333333
2024-2025,SOFIA DEEN,1376.8,1548.1,171.3,26,PL,Playmaker,False,LEGENDARY,1.005,263,6.588461538461539,ELITE,6.588461538461539
2024-2025,LINE GYLDENLØVE,1306.2,1538.3,232.1,30,PL,Playmaker,False,LEGENDARY,1.004,337,7.736666666666666,ELITE,7.736666666666666
2024-2025,MOA HÖGDAHL,1397.1,1533.0,135.9,22,PL,Playmaker,False,LEGENDARY,1.006,190,6.177272727272728,ELITE,6.177272727272728
2024-2025,STINE JØRGENSEN,1376.8,1519.2,142.4,23,VB,Venstre back,False,LEGENDARY,1.004,248,6.191304347826088,ELITE,6.191304347826088
2024-2025,MELISSA PETRÉN,1255.3,1512.6999999999998,257.4,32,PL,Playmaker,False,LEGENDARY,1.004,502,8.04375,ELITE,8.04375
2024-2025,ANNA BERGER WIERZBA,1378.2,1512.3,134.1,25,PL,Playmaker,False,LEGENDARY,1.003,244,5.364,ELITE,5.364
2024-2025,STINE SKOGRAND,1291.2,1508.5,217.3,29,PL,Playmaker,False,LEGENDARY,1.005,363,7.493103448275862,ELITE,7.493103448275862
2024-2025,EMMA LINDQVIST,1309.9,1506.8000000000002,196.9,35,PL,Playmaker,False,LEGENDARY,1.006,339,5.6257142857142854,ELITE,5.6257142857142854
