season,player,start_rating,final_rating,rating_change,games,primary_position,position_name,is_goalkeeper,elite_status,momentum_factor,total_actions,rating_per_game,performance_level
2018-2019,Mathias JØRGENSEN,1262.8,1321.9,59.1,19,HF,Højre fløj,False,NORMAL,1.009,55,3.110526315789474,NORMAL
2018-2019,Andreas VÆVER,1264.4,1321.0,56.6,26,VF,Venstre fløj,False,NORMAL,1.01,51,2.176923076923077,NORMAL
2018-2019,Camilla DALBY,1200.0,1320.8,120.8,30,PL,Playmaker,False,NORMAL,1.003,216,4.026666666666666,NORMAL
2018-2019,Lasse PEDERSEN,1281.3,1320.7,39.4,21,HF,Højre fløj,False,NORMAL,1.007,45,1.8761904761904762,NORMAL
2018-2019,Magnus SAUGSTRUP,1246.8,1320.3,73.5,29,ST,Streg,True,NORMAL,1.005,75,2.5344827586206895,NORMAL
2018-2019,Line HAUGSTED,1234.6,1319.9,85.3,29,PL,Playmaker,False,NORMAL,1.003,167,2.9413793103448276,NORMAL
2018-2019,Anne Tolstrup PETERSEN,1200.0,1319.2,119.2,32,HF,Højre fløj,False,NORMAL,1.005,137,3.725,NORMAL
2018-2019,Jenny ALM,1236.8,1318.3,81.5,36,PL,Playmaker,False,NORMAL,1.004,141,2.263888888888889,NORMAL
2018-2019,Nadia OFFENDAL,1228.0,1317.1,89.1,35,PL,Playmaker,False,NORMAL,1.004,132,2.5457142857142854,NORMAL
2018-2019,Olafur GUSTAFSSON,1253.9,1317.1,63.2,18,PL,Playmaker,True,NORMAL,1.003,114,3.511111111111111,NORMAL
2018-2019,Lærke CHRISTENSEN,1228.5,1315.6,87.1,32,HB,Højre back,False,NORMAL,0.999,227,2.721875,NORMAL
2018-2019,Rasmus NIELSEN,1254.5,1315.2,60.7,17,HF,Højre fløj,False,NORMAL,1.003,64,3.570588235294118,NORMAL
2018-2019,Susann MÜLLER,1200.0,1315.0,115.0,30,PL,Playmaker,False,NORMAL,1.002,190,3.8333333333333335,NORMAL
2018-2019,Christian JENSEN,1253.2,1314.8,61.6,14,HF,Højre fløj,False,NORMAL,1.01,55,4.4,NORMAL
2018-2019,Mai KRAGBALLE,1225.5,1314.7,89.2,33,PL,Playmaker,False,NORMAL,1.003,159,2.703030303030303,NORMAL
2018-2019,Jonas PORUP,1229.5,1314.6,85.1,29,PL,Playmaker,False,NORMAL,1.003,133,2.9344827586206894,NORMAL
2018-2019,Runar KARASON,1200.0,1313.6,113.6,26,HB,Højre back,False,NORMAL,1.002,191,4.369230769230769,NORMAL
2018-2019,Camilla DEGN,1229.6,1312.7,83.1,27,VF,Venstre fløj,False,NORMAL,1.008,86,3.0777777777777775,NORMAL
2018-2019,Stefan NIELSEN,1266.2,1312.1,45.9,25,PL,Playmaker,False,NORMAL,1.004,81,1.8359999999999999,NORMAL
2018-2019,Kristina KRISTIANSEN,1234.3,1311.2,76.9,24,PL,Playmaker,False,NORMAL,1.004,116,3.204166666666667,NORMAL
2018-2019,Johanna WESTBERG,1235.0,1310.1,75.1,14,VB,Venstre back,False,NORMAL,1.007,130,5.364285714285714,NORMAL
2018-2019,Christoffer CICHOSZ,1242.6,1309.9,67.3,33,ST,Streg,False,NORMAL,1.004,80,2.039393939393939,NORMAL
2018-2019,Kasper OLSEN,1257.8,1308.3,50.5,20,PL,Playmaker,False,NORMAL,1.002,84,2.525,NORMAL
2018-2019,René ANTONSEN,1237.2,1308.1,70.9,30,ST,Streg,False,NORMAL,1.005,89,2.3633333333333337,NORMAL
2018-2019,Kasper Emil KILDELUND,1252.0,1307.5,55.5,27,HF,Højre fløj,False,NORMAL,1.007,59,2.0555555555555554,NORMAL
2018-2019,Carl-Emil HAUNSTRUP,1249.1,1306.8,57.7,23,HF,Højre fløj,False,NORMAL,1.005,54,2.508695652173913,NORMAL
2018-2019,Henrik MØLLGAARD,1200.0,1306.5,106.5,32,PL,Playmaker,False,NORMAL,1.005,147,3.328125,NORMAL
2018-2019,Jørgen RASMUSSEN,1225.9,1305.9,80.0,26,VF,Venstre fløj,False,NORMAL,1.009,75,3.076923076923077,NORMAL
2018-2019,Frederik BØRM,1247.6,1305.6,58.0,29,ST,Streg,False,NORMAL,1.006,70,2.0,NORMAL
2018-2019,Majbritt Toft HANSEN,1229.3,1305.0,75.7,28,ST,Streg,False,NORMAL,1.007,89,2.7035714285714287,NORMAL
2018-2019,Tobias Torpegaard MØLLER,1253.7,1304.5,50.8,22,VF,Venstre fløj,False,NORMAL,1.006,56,2.309090909090909,NORMAL
2018-2019,Eva Bjørk DAVIDSDOTTIR,1200.0,1302.9,102.9,31,PL,Playmaker,False,NORMAL,1.006,151,3.3193548387096774,NORMAL
2018-2019,Kelly DULFER,1227.5,1302.8,75.3,30,PL,Playmaker,False,NORMAL,1.003,137,2.51,NORMAL
2018-2019,Rikke IVERSEN,1229.9,1302.3,72.4,27,ST,Streg,False,NORMAL,1.008,90,2.6814814814814816,NORMAL
2018-2019,Dione HOUSHEER,1200.0,1302.1,102.1,31,HB,Højre back,False,NORMAL,1.005,160,3.293548387096774,NORMAL
2018-2019,Michael RIIS,1200.0,1301.9,101.9,19,PL,Playmaker,False,NORMAL,1.007,171,5.363157894736842,NORMAL
2018-2019,Carin STRÖMBERG,1237.7,1301.5,63.8,32,PL,Playmaker,False,NORMAL,1.002,130,1.99375,NORMAL
2018-2019,Mathias BITSCH,1200.0,1301.3,101.3,31,PL,Playmaker,False,NORMAL,1.003,195,3.267741935483871,NORMAL
2018-2019,Sebastian AUGUSTINUSSEN,1244.9,1300.9,56.0,24,HF,Højre fløj,False,NORMAL,1.007,59,2.3333333333333335,NORMAL
2018-2019,Julie JENSEN,1200.0,1299.8,99.8,28,HB,Højre back,False,NORMAL,1.0,202,3.564285714285714,NORMAL
2018-2019,Sofie ALNOR,1200.0,1299.2,99.2,28,VF,Venstre fløj,False,NORMAL,1.005,99,3.542857142857143,NORMAL
2018-2019,Annika JAKOBSEN,1229.8,1298.6,68.8,29,HF,Højre fløj,False,NORMAL,1.004,87,2.372413793103448,NORMAL
2018-2019,Ann Grete NØRGAARD,1232.2,1298.3,66.1,29,VF,Venstre fløj,False,NORMAL,1.006,75,2.279310344827586,NORMAL
2018-2019,Andreas Johann NIELSEN,1241.8,1296.8,55.0,23,ST,Streg,False,NORMAL,1.006,59,2.391304347826087,NORMAL
2018-2019,Mette TRANBORG,1238.2,1296.7,58.5,19,PL,Playmaker,False,NORMAL,1.001,96,3.0789473684210527,NORMAL
2018-2019,Cyril VIUDES,1232.4,1296.5,64.1,27,ST,Streg,False,NORMAL,1.008,71,2.374074074074074,NORMAL
2018-2019,Jon ANDERSEN,1240.3,1296.5,56.2,30,HB,Højre back,False,NORMAL,1.004,89,1.8733333333333335,NORMAL
2018-2019,Jesper Meinby PEDERSEN,1252.3,1296.1,43.8,25,HF,Højre fløj,False,NORMAL,1.005,52,1.7519999999999998,NORMAL
2018-2019,Morten Kirk OLESEN,1270.9,1296.0,25.1,22,PL,Playmaker,False,NORMAL,1.006,39,1.1409090909090909,NORMAL
2018-2019,Moa HÖGDAHL,1200.0,1295.8,95.8,32,PL,Playmaker,False,NORMAL,1.002,172,2.99375,NORMAL
2018-2019,Thomas MOGENSEN,1200.0,1295.6,95.6,30,PL,Playmaker,False,NORMAL,1.003,144,3.1866666666666665,NORMAL
2018-2019,Trine Østergaard JENSEN,1223.7,1295.3,71.6,28,HF,Højre fløj,False,NORMAL,1.004,71,2.557142857142857,NORMAL
2018-2019,Odinn RIKHARDSSON,1200.0,1295.3,95.3,32,HF,Højre fløj,False,NORMAL,1.007,91,2.978125,NORMAL
2018-2019,Kasper KVIST,1200.0,1294.8,94.8,26,VF,Venstre fløj,False,NORMAL,1.008,90,3.646153846153846,NORMAL
2018-2019,Kaja Kamp NIELSEN,1200.0,1294.7,94.7,28,ST,Streg,False,NORMAL,1.005,107,3.382142857142857,NORMAL
2018-2019,Mie HØJLUND,1232.2,1294.2,62.0,29,PL,Playmaker,False,NORMAL,1.003,98,2.1379310344827585,NORMAL
2018-2019,Jonathan STENBÄCKEN,1266.2,1293.7,27.5,16,VF,Venstre fløj,False,NORMAL,1.003,27,1.71875,NORMAL
2018-2019,Angelica WALLÉN,1230.4,1293.6,63.2,28,ST,Streg,False,NORMAL,1.005,79,2.257142857142857,NORMAL
2018-2019,Kasper KISUM,1200.0,1293.3,93.3,30,PL,Playmaker,False,NORMAL,1.001,176,3.11,NORMAL
2018-2019,Mark NIKOLAJSEN,1200.0,1292.9,92.9,26,PL,Playmaker,False,NORMAL,1.001,159,3.5730769230769233,NORMAL
2018-2019,Cecilie WOLLER,1200.0,1292.6,92.6,32,PL,Playmaker,False,NORMAL,1.007,141,2.89375,NORMAL
2018-2019,Lars HALD,1235.5,1290.9,55.4,27,ST,Streg,False,NORMAL,1.003,54,2.051851851851852,NORMAL
2018-2019,Kristine BREISTØL,1200.0,1290.3,90.3,35,VB,Venstre back,False,NORMAL,1.004,199,2.58,NORMAL
2018-2019,Debbie BONT,1230.8,1290.0,59.2,29,HF,Højre fløj,False,NORMAL,1.004,80,2.0413793103448277,NORMAL
2018-2019,Lea HANSEN,1228.9,1288.5,59.6,24,HF,Højre fløj,False,NORMAL,1.005,72,2.4833333333333334,NORMAL
2018-2019,Andreas FLODMAN,1200.0,1288.2,88.2,27,HF,Højre fløj,False,NORMAL,1.006,88,3.2666666666666666,NORMAL
2018-2019,Stine Bodholt NIELSEN,1228.6,1287.8,59.2,27,ST,Streg,False,NORMAL,1.009,76,2.1925925925925926,NORMAL
2018-2019,Tonje LØSETH,1200.0,1287.5,87.5,36,PL,Playmaker,False,NORMAL,1.003,146,2.4305555555555554,NORMAL
2018-2019,Martin Kærgaard PEDERSEN,1256.5,1287.4,30.9,15,ST,Streg,False,NORMAL,1.005,32,2.06,NORMAL
2018-2019,Pelle Schilling GULDAGER,1256.1,1287.4,31.3,15,VF,Venstre fløj,False,NORMAL,1.005,29,2.086666666666667,NORMAL
2018-2019,Gunnar STEINN JÓNSSON,1200.0,1287.2,87.2,24,PL,Playmaker,False,NORMAL,1.004,112,3.6333333333333333,NORMAL
2018-2019,Bjarke CHRISTENSEN,1253.4,1286.7,33.3,19,VF,Venstre fløj,False,NORMAL,1.007,41,1.7526315789473683,NORMAL
2018-2019,Sabine PEDERSEN,1229.9,1286.5,56.6,27,ST,Streg,False,NORMAL,1.005,69,2.0962962962962965,NORMAL
2018-2019,Anne BRINCH-NIELSEN,1229.7,1286.4,56.7,27,HF,Højre fløj,False,NORMAL,1.003,77,2.1,NORMAL
2018-2019,Emelie WESTBERG,1226.3,1285.9,59.6,31,VB,Venstre back,False,NORMAL,1.004,99,1.9225806451612903,NORMAL
2018-2019,Freja COHRT,1232.4,1285.5,53.1,31,VF,Venstre fløj,False,NORMAL,1.004,59,1.7129032258064516,NORMAL
2018-2019,Søren NØRGAARD,1200.0,1285.4,85.4,26,VF,Venstre fløj,False,NORMAL,1.01,90,3.284615384615385,NORMAL
2018-2019,Louise FØNS,1226.5,1285.2,58.7,29,VF,Venstre fløj,False,NORMAL,1.004,62,2.024137931034483,NORMAL
2018-2019,Laura Damgaard LUND,1200.0,1284.7,84.7,28,PL,Playmaker,False,NORMAL,1.003,151,3.025,NORMAL
2018-2019,Emilie Ytting PEDERSEN,1229.6,1284.3,54.7,25,VF,Venstre fløj,False,NORMAL,1.008,64,2.188,NORMAL
2018-2019,Ayaka IKEHARA,1229.9,1283.0,53.1,15,HF,Højre fløj,False,NORMAL,1.005,58,3.54,NORMAL
2018-2019,Charlotte Lund MIKKELSEN,1200.0,1282.9,82.9,31,HF,Højre fløj,False,NORMAL,1.002,92,2.674193548387097,NORMAL
2018-2019,Sanna Charlotte SOLBERG,1240.3,1282.5,42.2,28,VF,Venstre fløj,False,NORMAL,1.005,53,1.5071428571428573,NORMAL
2018-2019,Anders MØLLER,1200.0,1280.9,80.9,25,HF,Højre fløj,False,NORMAL,1.003,73,3.236,NORMAL
2018-2019,Helena ELVER,1200.0,1280.2,80.2,31,PL,Playmaker,False,NORMAL,1.009,98,2.5870967741935487,NORMAL
2018-2019,Fredrik Schilling SØRENSEN,1243.7,1280.1,36.4,15,VF,Venstre fløj,False,NORMAL,1.007,31,2.4266666666666667,NORMAL
2018-2019,Mads Kalstrup HONORÉ,1228.2,1278.8,50.6,27,ST,Streg,False,NORMAL,1.005,65,1.8740740740740742,NORMAL
2018-2019,Henriette HANSEN,1229.3,1278.1,48.8,25,HF,Højre fløj,False,NORMAL,1.005,61,1.952,NORMAL
2018-2019,Marit Røsberg JACOBSEN,1200.0,1278.0,78.0,31,HF,Højre fløj,False,NORMAL,1.007,86,2.5161290322580645,NORMAL
2018-2019,Nikolai Skovmand VINTHER,1228.1,1277.5,49.4,25,HF,Højre fløj,False,NORMAL,1.007,49,1.976,NORMAL
2018-2019,Frederik Bo ANDERSEN,1226.7,1277.4,50.7,21,HF,Højre fløj,False,NORMAL,1.005,49,2.4142857142857146,NORMAL
2018-2019,Jonas Bruus TIDEMAND,1226.8,1277.1,50.3,23,ST,Streg,False,NORMAL,1.007,64,2.1869565217391305,NORMAL
2018-2019,Trine Bach TROELSEN,1229.3,1275.7,46.4,30,PL,Playmaker,False,NORMAL,1.005,72,1.5466666666666666,NORMAL
2018-2019,Sofie Amalie OLSEN,1228.7,1275.2,46.5,19,HF,Højre fløj,False,NORMAL,1.007,54,2.4473684210526314,NORMAL
2018-2019,Arnar Birkir HÁLFDÁNSSON,1200.0,1274.5,74.5,24,HB,Højre back,False,NORMAL,1.005,113,3.1041666666666665,NORMAL
2018-2019,Nikolaj A. NIELSEN,1228.4,1274.4,46.0,25,ST,Streg,False,NORMAL,1.005,58,1.84,NORMAL
2018-2019,Helene KINDBERG,1229.3,1274.0,44.7,26,HB,Højre back,False,NORMAL,1.006,63,1.7192307692307693,NORMAL
2018-2019,Anne Mette PEDERSEN,1226.4,1273.7,47.3,21,HF,Højre fløj,False,NORMAL,1.006,46,2.2523809523809524,NORMAL
2018-2019,Line  Berggren LARSEN,1200.0,1273.4,73.4,28,PL,Playmaker,False,NORMAL,1.004,141,2.6214285714285714,NORMAL
2018-2019,Lars SKAARUP,1222.5,1273.3,50.8,26,VF,Venstre fløj,False,NORMAL,1.007,55,1.9538461538461538,NORMAL
2018-2019,Asbjørn MADSEN,1229.0,1272.4,43.4,21,ST,Streg,False,NORMAL,1.005,48,2.0666666666666664,NORMAL
2018-2019,Jonas LANGERHUUS,1200.0,1272.0,72.0,24,HB,Højre back,False,NORMAL,1.004,99,3.0,NORMAL
2018-2019,Vignir SVARVARSSON,1247.5,1271.9,24.4,14,ST,Streg,False,NORMAL,1.005,25,1.7428571428571427,NORMAL
2018-2019,Jessica Da Silva QUINTINO,1235.3,1271.8,36.5,16,HF,Højre fløj,False,NORMAL,1.004,45,2.28125,NORMAL
2018-2019,Julie PONTOPPIDAN,1229.5,1271.7,42.2,20,PL,Playmaker,False,NORMAL,1.004,64,2.1100000000000003,NORMAL
2018-2019,Ulrik Nøddesbo EGGERT,1267.6,1271.4,3.8,1,PL,Playmaker,False,NORMAL,1.005,6,3.8,NORMAL
2018-2019,Frederik Kiehn CLAUSEN,1254.2,1271.1,16.9,12,PL,Playmaker,False,NORMAL,1.005,25,1.4083333333333332,NORMAL
2018-2019,Stine EIBERG JØRGENSEN,1200.0,1271.0,71.0,31,PL,Playmaker,False,NORMAL,1.005,136,2.2903225806451615,NORMAL
2018-2019,Allan Toft HANSEN,1237.3,1270.8,33.5,22,ST,Streg,False,NORMAL,1.005,40,1.5227272727272727,NORMAL
2018-2019,Kristian BONEFELD,1227.2,1270.6,43.4,22,PL,Playmaker,False,NORMAL,1.004,53,1.9727272727272727,NORMAL
2018-2019,Mads THYMANN,1200.0,1270.4,70.4,27,VB,Venstre back,False,NORMAL,1.005,115,2.6074074074074076,NORMAL
