season,player,start_rating,final_rating,rating_change,games,primary_position,position_name,is_goalkeeper,elite_status,momentum_factor,total_actions,rating_per_game,performance_level
2023-2024,Kristian STOKLUND,1350.0,1402.2,52.2,26,PL,Playmaker,False,NORMAL,1.005,87,2.0076923076923077,NORMAL
2023-2024,Rene ANTONSEN,1350.0,1401.9,51.9,26,ST,Streg,False,NORMAL,1.005,69,1.9961538461538462,NORMAL
2023-2024,Julie SCAGLIONE,1350.0,1401.8,51.8,18,PL,Playmaker,False,NORMAL,1.002,108,2.8777777777777778,NORMAL
2023-2024,Kristian BJØRNSEN,1350.0,1401.3,51.3,21,HF,Højre fløj,False,NORMAL,1.012,48,2.4428571428571426,NORMAL
2023-2024,Sanna SOLBERG,1327.4,1400.3,72.9,30,VF,Venstre fløj,False,NORMAL,1.007,93,2.43,NORMAL
2023-2024,Maria FISKER,1350.0,1399.1,49.1,24,VF,Venstre fløj,False,NORMAL,1.003,60,2.0458333333333334,NORMAL
2023-2024,Anna Berger WIERZBA,1309.6,1398.4,88.8,28,PL,Playmaker,False,NORMAL,1.007,128,3.1714285714285713,NORMAL
2023-2024,Jonas LARHOLM,1350.0,1398.4,48.4,23,PL,Playmaker,False,NORMAL,1.004,77,2.1043478260869564,NORMAL
2023-2024,Alberte SIMONSEN,1350.0,1397.9,47.9,24,ST,Streg,False,NORMAL,1.006,57,1.9958333333333333,NORMAL
2023-2024,Sarah IVERSEN,1335.0,1397.5,62.5,30,ST,Streg,False,NORMAL,1.005,86,2.0833333333333335,NORMAL
2023-2024,Jorn SMITS,1350.0,1397.5,47.5,18,PL,Playmaker,False,NORMAL,1.007,51,2.638888888888889,NORMAL
2023-2024,Lars SKAARUP,1350.0,1396.9,46.9,21,VF,Venstre fløj,False,NORMAL,1.003,40,2.2333333333333334,NORMAL
2023-2024,Johan MEKLENBORG,1339.2,1396.7,57.5,16,PL,Playmaker,False,NORMAL,1.003,70,3.59375,NORMAL
2023-2024,Kristian STRANDEN,1350.0,1395.4,45.4,24,VB,Venstre back,False,NORMAL,1.004,72,1.8916666666666666,NORMAL
2023-2024,Patrick BOLDSEN,1331.3,1394.2,62.9,24,HF,Højre fløj,False,NORMAL,1.005,64,2.620833333333333,NORMAL
2023-2024,Buster JUUL,1340.3,1393.6,53.3,21,VF,Venstre fløj,False,NORMAL,1.008,49,2.538095238095238,NORMAL
2023-2024,Rosa Skovlund SCHMIDT,1322.1,1392.8,70.7,21,HF,Højre fløj,False,NORMAL,1.01,83,3.3666666666666667,NORMAL
2023-2024,Maja Munch LAURSEN,1341.8,1392.7,50.9,24,VF,Venstre fløj,False,NORMAL,1.005,56,2.120833333333333,NORMAL
2023-2024,Emma LAURSEN,1342.4,1392.5,50.1,23,HF,Højre fløj,False,NORMAL,1.006,62,2.1782608695652175,NORMAL
2023-2024,Sebastian BARTHOLD,1350.0,1392.0,42.0,17,VF,Venstre fløj,False,NORMAL,1.003,45,2.4705882352941178,NORMAL
2023-2024,Elma HALILCEVIC,1350.0,1390.9,40.9,24,VF,Venstre fløj,False,NORMAL,1.005,48,1.7041666666666666,NORMAL
2023-2024,Nicolaj SPANGGAARD,1331.1,1390.4,59.3,28,PL,Playmaker,False,NORMAL,1.01,91,2.117857142857143,NORMAL
2023-2024,Hege LØKEN,1257.9,1390.1,132.2,27,HF,Højre fløj,False,NORMAL,1.007,117,4.8962962962962955,NORMAL
2023-2024,Thor CHRISTENSEN,1350.0,1389.4,39.4,22,ST,Streg,False,NORMAL,1.002,50,1.7909090909090908,NORMAL
2023-2024,Nanna HINNERFELDT,1289.0,1389.4,100.4,29,ST,Streg,False,NORMAL,1.008,130,3.4620689655172416,NORMAL
2023-2024,Maren AARDAHL,1318.0,1388.9,70.9,25,ST,Streg,False,NORMAL,1.004,87,2.8360000000000003,NORMAL
2023-2024,Alfred JÖNSSON,1350.0,1387.8,37.8,15,PL,Playmaker,False,NORMAL,1.003,54,2.52,NORMAL
2023-2024,Jonas Gade NIELSEN,1350.0,1387.3,37.3,20,HB,Højre back,False,NORMAL,1.004,48,1.8649999999999998,NORMAL
2023-2024,René RASMUSSEN,1350.0,1386.8,36.8,24,HF,Højre fløj,False,NORMAL,1.008,35,1.5333333333333332,NORMAL
2023-2024,Stine Opstrup KRISTENSEN,1350.0,1386.6,36.6,10,VF,Venstre fløj,False,NORMAL,1.008,29,3.66,NORMAL
2023-2024,Julie HOLM,1350.0,1386.2,36.2,25,PL,Playmaker,False,NORMAL,1.003,66,1.4480000000000002,NORMAL
2023-2024,Lea HANSEN,1350.0,1385.6,35.6,18,HF,Højre fløj,False,NORMAL,1.007,45,1.9777777777777779,NORMAL
2023-2024,Nikolaj NIELSEN,1350.0,1385.5,35.5,23,ST,Streg,False,NORMAL,1.007,35,1.5434782608695652,NORMAL
2023-2024,Jakob RASMUSSEN,1319.1,1384.6,65.5,30,PL,Playmaker,False,NORMAL,1.008,111,2.183333333333333,NORMAL
2023-2024,Louise ELLEBÆK,1350.0,1384.4,34.4,19,PL,Playmaker,False,NORMAL,1.001,83,1.8105263157894735,NORMAL
2023-2024,Marigona HAJDARI,1349.8,1383.8,34.0,24,PL,Playmaker,False,NORMAL,1.005,45,1.4166666666666667,NORMAL
2023-2024,Maria LYKKEGAARD,1350.0,1383.5,33.5,28,ST,Streg,False,NORMAL,1.007,38,1.1964285714285714,NORMAL
2023-2024,Christoffer CICHOSZ,1322.5,1382.5,60.0,28,ST,Streg,False,NORMAL,1.006,73,2.142857142857143,NORMAL
2023-2024,Emilie BECH,1350.0,1381.7,31.7,17,HF,Højre fløj,False,NORMAL,1.006,41,1.8647058823529412,NORMAL
2023-2024,Thomas BOILESEN,1350.0,1380.7,30.7,14,PL,Playmaker,False,NORMAL,1.002,43,2.1928571428571426,NORMAL
2023-2024,Julius MØRCH,1341.3,1380.4,39.1,22,ST,Streg,False,NORMAL,1.009,47,1.7772727272727273,NORMAL
2023-2024,Bo VAN WETERING,1345.4,1379.5,34.1,16,VF,Venstre fløj,False,NORMAL,1.011,33,2.13125,NORMAL
2023-2024,Emil BERGHOLT,1350.0,1379.5,29.5,15,ST,Streg,False,NORMAL,1.001,33,1.9666666666666666,NORMAL
2023-2024,Mathilde STORGAARD,1350.0,1378.4,28.4,13,ST,Streg,False,NORMAL,1.005,32,2.1846153846153844,NORMAL
2023-2024,Nikita Van Der VLIET,1350.0,1378.1,28.1,17,ST,Streg,False,NORMAL,1.004,41,1.6529411764705884,NORMAL
2023-2024,Camilla DEGN,1322.2,1377.5,55.3,24,VF,Venstre fløj,False,NORMAL,1.006,62,2.3041666666666667,NORMAL
2023-2024,Alec SMIT,1322.7,1377.3,54.6,19,HF,Højre fløj,False,NORMAL,1.005,52,2.873684210526316,NORMAL
2023-2024,Morten BALLING,1350.0,1376.9,26.9,8,PL,Playmaker,False,NORMAL,1.005,23,3.3625,NORMAL
2023-2024,Pernille BRANDENBORG,1325.2,1376.5,51.3,25,ST,Streg,False,NORMAL,1.005,52,2.052,NORMAL
2023-2024,Thomas DAMGAARD,1308.0,1376.0,68.0,21,PL,Playmaker,False,NORMAL,1.006,81,3.238095238095238,NORMAL
2023-2024,Christoffer BONDE,1313.8,1375.8,62.0,13,MV,Målvogter,True,NORMAL,1.0,205,4.769230769230769,NORMAL
2023-2024,Mathilde ORKILD,1350.0,1375.5,25.5,6,HF,Højre fløj,False,NORMAL,1.008,25,4.25,NORMAL
2023-2024,Victor WOLF,1200.0,1375.5,175.5,26,VF,Venstre fløj,False,NORMAL,1.01,114,6.75,NORMAL
2023-2024,Andrea West BENDTSEN,1350.0,1375.1,25.1,20,PL,Playmaker,False,NORMAL,1.002,63,1.2550000000000001,NORMAL
2023-2024,Magnus BRAMMING,1350.0,1374.9,24.9,18,VF,Venstre fløj,False,NORMAL,1.007,24,1.3833333333333333,NORMAL
2023-2024,Sidsel MEJLVANG,1350.0,1374.8,24.8,18,ST,Streg,False,NORMAL,1.003,43,1.3777777777777778,NORMAL
2023-2024,Simon BIRKEFELDT,1350.0,1374.4,24.4,20,HB,Højre back,False,NORMAL,1.004,50,1.22,NORMAL
2023-2024,Frederik BJERRE,1296.5,1374.3,77.8,27,VF,Venstre fløj,False,NORMAL,1.004,67,2.8814814814814813,NORMAL
2023-2024,Olivia SIMONSEN,1350.0,1373.5,23.5,20,ST,Streg,False,NORMAL,1.005,38,1.175,NORMAL
2023-2024,Mikkel HANSEN,1277.2,1373.4,96.2,28,PL,Playmaker,False,NORMAL,1.003,131,3.435714285714286,NORMAL
2023-2024,August WIGER,1350.0,1371.7,21.7,8,PL,Playmaker,False,NORMAL,1.006,22,2.7125,NORMAL
2023-2024,Helene KINDBERG,1317.9,1371.3,53.4,29,PL,Playmaker,False,NORMAL,1.004,75,1.8413793103448275,NORMAL
2023-2024,Sophia SNOGDAL,1334.4,1369.9,35.5,21,VF,Venstre fløj,False,NORMAL,1.008,40,1.6904761904761905,NORMAL
2023-2024,Line GYLDENLØVE,1200.0,1369.8,169.8,32,PL,Playmaker,False,NORMAL,1.005,254,5.30625,NORMAL
2023-2024,Thilde FRANDSEN,1329.1,1369.5,40.4,24,HF,Højre fløj,False,NORMAL,1.004,49,1.6833333333333333,NORMAL
2023-2024,Simen PETTERSEN,1319.0,1368.2,49.2,25,PL,Playmaker,False,NORMAL,1.003,96,1.9680000000000002,NORMAL
2023-2024,Charlotte MIKKELSEN,1347.2,1368.0,20.8,12,HF,Højre fløj,False,NORMAL,1.005,32,1.7333333333333334,NORMAL
2023-2024,Line SKAK,1350.0,1366.3,16.3,9,ST,Streg,False,NORMAL,1.006,19,1.8111111111111111,NORMAL
2023-2024,Sofie FLADER,1349.9,1365.7,15.8,9,ST,Streg,False,NORMAL,1.007,14,1.7555555555555555,NORMAL
2023-2024,Niels LINDHOLT,1350.0,1365.4,15.4,13,ST,Streg,False,NORMAL,1.006,25,1.1846153846153846,NORMAL
2023-2024,Jakob FREDERIKSEN,1350.0,1365.1,15.1,11,HF,Højre fløj,False,NORMAL,1.003,16,1.3727272727272728,NORMAL
2023-2024,Ricka Falk GINDRUP,1297.2,1365.0,67.8,27,ST,Streg,False,NORMAL,1.006,76,2.511111111111111,NORMAL
2023-2024,Nicolai PEDERSEN,1276.5,1364.7,88.2,28,PL,Playmaker,False,NORMAL,1.002,143,3.15,NORMAL
2023-2024,Lasse UTH,1350.0,1363.7,13.7,7,VF,Venstre fløj,False,NORMAL,1.006,12,1.957142857142857,NORMAL
2023-2024,Tobias MØLLER,1350.0,1363.3,13.3,11,VF,Venstre fløj,False,NORMAL,1.003,21,1.2090909090909092,NORMAL
2023-2024,Hakan SAHIN,1326.4,1362.9,36.5,21,ST,Streg,False,NORMAL,1.007,49,1.7380952380952381,NORMAL
2023-2024,Malthe Rolighed BULL,1299.0,1362.7,63.7,23,HF,Højre fløj,False,NORMAL,1.011,57,2.7695652173913046,NORMAL
2023-2024,Jeppe GADE,1200.0,1361.8,161.8,26,PL,Playmaker,False,NORMAL,1.004,278,6.223076923076923,NORMAL
2023-2024,Lauritz LEGÉR,1348.1,1360.7,12.6,11,PL,Playmaker,False,NORMAL,1.002,20,1.1454545454545455,NORMAL
2023-2024,Anton BRAMMING,1326.7,1358.5,31.8,21,VF,Venstre fløj,False,NORMAL,1.005,35,1.5142857142857142,NORMAL
2023-2024,Svend RUGHAVE,1314.5,1357.8,43.3,10,MV,Målvogter,True,NORMAL,0.997,177,4.33,NORMAL
2023-2024,Melissa PETRÉN,1350.0,1357.8,7.8,6,VF,Venstre fløj,False,NORMAL,1.003,13,1.3,NORMAL
2023-2024,Henrik MØLLGAARD,1350.0,1356.7,6.7,11,PL,Playmaker,False,NORMAL,1.004,15,0.6090909090909091,NORMAL
2023-2024,Axel FRANZÉN,1326.7,1356.3,29.6,19,ST,Streg,False,NORMAL,1.007,30,1.5578947368421054,NORMAL
2023-2024,Cecilie BRANDT,1350.0,1354.4,4.4,5,HF,Højre fløj,False,NORMAL,1.004,8,0.8800000000000001,NORMAL
2023-2024,Larissa NUSSER,1332.4,1354.0,21.6,18,ST,Streg,False,NORMAL,1.008,30,1.2000000000000002,NORMAL
2023-2024,Kasper LARSEN,1315.2,1353.8,38.6,5,MV,Målvogter,True,NORMAL,0.997,105,7.720000000000001,NORMAL
2023-2024,Pernille JOHANNSEN,1307.9,1353.6,45.7,25,HF,Højre fløj,False,NORMAL,1.002,59,1.828,NORMAL
2023-2024,Mona OBAIDLI,1200.0,1353.4,153.4,37,PL,Playmaker,False,NORMAL,1.0,225,4.145945945945946,NORMAL
2023-2024,Annika MEYER,1200.0,1352.0,152.0,30,ST,Streg,False,NORMAL,1.004,155,5.066666666666666,NORMAL
2023-2024,Anders ZACHARIASSEN,1316.8,1352.0,35.2,18,ST,Streg,False,NORMAL,1.004,46,1.9555555555555557,NORMAL
2023-2024,Emma NAVNE,1288.4,1351.6,63.2,24,PL,Playmaker,False,NORMAL,1.004,93,2.6333333333333333,NORMAL
2023-2024,Marcus MIDTGAARD,1299.6,1351.4,51.8,21,PL,Playmaker,False,NORMAL,1.008,80,2.4666666666666663,NORMAL
2023-2024,Jonas PORUP,1350.0,1351.2,1.2,4,PL,Playmaker,False,NORMAL,1.001,5,0.3,NORMAL
2023-2024,Benjamin JAKOBSEN,1350.0,1351.0,1.0,1,ST,Streg,False,NORMAL,1.0,1,1.0,NORMAL
2023-2024,Jonathan WÜRTZ,1350.0,1350.4,0.4,3,VB,Venstre back,False,NORMAL,1.001,4,0.13333333333333333,NORMAL
2023-2024,Line FRANDSEN,1200.0,1350.0,150.0,32,PL,Playmaker,False,NORMAL,1.002,217,4.6875,NORMAL
2023-2024,Emil JENSEN,1328.1,1349.5,21.4,16,PL,Playmaker,False,NORMAL,1.005,36,1.3375,NORMAL
2023-2024,Laura DAMGAARD,1335.0,1348.7,13.7,6,PL,Playmaker,False,NORMAL,1.003,24,2.283333333333333,NORMAL
2023-2024,Fredrik OLSSON,1200.0,1347.0,147.0,30,PL,Playmaker,False,NORMAL,1.01,181,4.9,NORMAL
2023-2024,Henriette HANSEN,1200.0,1346.3,146.3,27,HF,Højre fløj,False,NORMAL,1.006,118,5.4185185185185185,NORMAL
2023-2024,Vilhelm POULSEN,1253.1,1345.3,92.2,26,PL,Playmaker,False,NORMAL,1.004,132,3.5461538461538464,NORMAL
2023-2024,Verona REXHEPI,1298.9,1345.3,46.4,26,PL,Playmaker,False,NORMAL,1.005,115,1.7846153846153845,NORMAL
2023-2024,Caroline SVARRE,1316.9,1345.3,28.4,17,ST,Streg,False,NORMAL,1.003,33,1.6705882352941175,NORMAL
2023-2024,Salah BOUTAF,1331.0,1345.0,14.0,14,MV,Målvogter,True,NORMAL,1.003,97,1.0,NORMAL
2023-2024,Oliver WOSNIAK,1200.0,1344.3,144.3,29,VB,Venstre back,False,NORMAL,1.001,289,4.975862068965518,NORMAL
2023-2024,Line UNO,1252.9,1344.0,91.1,29,PL,Playmaker,False,NORMAL,1.005,129,3.1413793103448273,NORMAL
2023-2024,Amanda Loft HANSEN,1323.3,1343.5,20.2,16,ST,Streg,False,NORMAL,1.002,32,1.2625,NORMAL
2023-2024,Tim WINKLER,1318.6,1342.9,24.3,8,MV,Målvogter,True,NORMAL,1.003,51,3.0375,NORMAL
