season,player,start_rating,final_rating,rating_change,games,primary_position,position_name,is_goalkeeper,elite_status,momentum_factor,total_actions,rating_per_game,performance_level,rating_consistency
2020-2021,KRISTINA JØRGENSEN,1336.1,1664.6,328.5,36,PL,Playmaker,False,LEGENDARY,1.005,561,9.125,ELITE,9.125
2020-2021,MIA REJ,1302.5,1484.8,182.3,34,PL,Playmaker,False,LEGENDARY,1.002,350,5.361764705882353,ELITE,5.361764705882353
2020-2021,TRINE KNUDSEN,1319.6,1478.1999999999998,158.6,31,PL,Playmaker,False,LEGENDARY,1.001,346,5.116129032258065,ELITE,5.116129032258065
2020-2021,KRISTINA KRISTIANSEN,1297.9,1468.3000000000002,170.4,31,PL,Playmaker,False,LEGENDARY,1.001,308,5.496774193548387,ELITE,5.496774193548387
2020-2021,MAI KRAGBALLE,1257.0,1451.4,194.4,29,PL,Playmaker,False,LEGENDARY,1.005,346,6.703448275862069,ELITE,6.703448275862069
2020-2021,LARISSA NUSSER,1215.5,1422.8,207.3,31,PL,Playmaker,False,LEGENDARY,1.0,414,6.687096774193549,ELITE,6.687096774193549
2020-2021,MIE HØJLUND,1233.3,1420.5,187.2,34,PL,Playmaker,False,LEGENDARY,1.003,363,5.5058823529411764,ELITE,5.5058823529411764
2020-2021,LINE HAUGSTED,1238.0,1413.2,175.2,36,PL,Playmaker,False,LEGENDARY,1.005,323,4.866666666666666,ELITE,4.866666666666666
2020-2021,SOFIE BÆK ANDERSEN,1338.9,1410.5,71.6,19,PL,Playmaker,False,LEGENDARY,1.004,169,3.7684210526315787,ELITE,3.7684210526315787
2020-2021,ESTAVANA POLMAN,1379.1,1391.1,12.0,4,PL,Playmaker,False,ELITE,1.003,24,3.0,NORMAL,3.0
2020-2021,KRISTINE BREISTØL,1209.0,1369.7,160.7,33,PL,Playmaker,False,ELITE,1.001,292,4.869696969696969,ELITE,4.869696969696969
2020-2021,JOHANNA WESTBERG,1196.5,1367.0,170.5,27,PL,Playmaker,False,ELITE,1.001,292,6.314814814814815,ELITE,6.314814814814815
2020-2021,SOFIA DEEN,1205.7,1364.3,158.6,30,PL,Playmaker,False,ELITE,1.002,358,5.286666666666666,ELITE,5.286666666666666
2020-2021,CELINE LUNDBYE KRISTIANSEN,1274.6,1361.3,86.7,29,PL,Playmaker,False,ELITE,1.004,183,2.9896551724137934,ELITE,2.9896551724137934
2020-2021,CARIN STRÖMBERG,1259.3,1360.3999999999999,101.1,32,PL,Playmaker,False,ELITE,1.002,220,3.159375,ELITE,3.159375
2020-2021,MOA HÖGDAHL,1200.8,1360.0,159.2,33,HB,Højre back,False,ELITE,1.005,321,4.824242424242424,ELITE,4.824242424242424
2020-2021,METTE TRANBORG,1185.7,1357.5,171.79999999999998,38,HB,Højre back,False,ELITE,1.003,350,4.5210526315789465,ELITE,4.5210526315789465
2020-2021,LINE BERGGREN LARSEN,1270.9,1357.0,86.1,31,PL,Playmaker,False,ELITE,1.0,176,2.7774193548387096,ELITE,2.7774193548387096
2020-2021,MARIT RØSBERG JACOBSEN,1210.4,1352.6000000000001,142.2,35,HF,Højre fløj,False,ELITE,1.004,215,4.062857142857142,ELITE,4.062857142857142
2020-2021,MELISSA PETRÉN,1168.6,1339.8999999999999,171.3,26,PL,Playmaker,False,ELITE,1.001,332,6.588461538461539,ELITE,6.588461538461539
2020-2021,DIONE HOUSHEER,1218.1,1337.1999999999998,119.1,19,HB,Højre back,False,ELITE,1.003,221,6.268421052631578,ELITE,6.268421052631578
2020-2021,MATHILDE NEESGAARD,1142.8,1324.6,181.8,32,PL,Playmaker,False,ELITE,1.005,352,5.68125,ELITE,5.68125
2020-2021,VILDE MORTENSEN INGSTAD,1219.9,1316.7,96.8,26,ST,Streg,False,ELITE,1.002,169,3.723076923076923,ELITE,3.723076923076923
2020-2021,JANE SCHUMACHER,1253.9,1316.2,62.3,13,PL,Playmaker,False,ELITE,1.002,134,4.792307692307692,ELITE,4.792307692307692
2020-2021,JUNE BØTTGER,1207.3,1315.3999999999999,108.1,32,VF,Venstre fløj,False,ELITE,1.005,141,3.378125,ELITE,3.378125
2020-2021,CECILIE MØRCH HANSEN,1263.5,1306.4,42.9,20,VB,Venstre back,False,ELITE,1.004,62,2.145,NORMAL,2.145
2020-2021,JULIE JENSEN,1118.9,1298.8000000000002,179.9,30,HB,Højre back,False,ELITE,1.0,425,5.996666666666667,ELITE,5.996666666666667
2020-2021,HELENA ELVER,1259.4,1295.2,35.8,11,PL,Playmaker,False,ELITE,1.003,84,3.2545454545454544,NORMAL,3.2545454545454544
2020-2021,RIKKE IVERSEN,1207.0,1289.9,82.9,32,ST,Streg,False,ELITE,1.002,162,2.590625,ELITE,2.590625
2020-2021,FREJA COHRT,1183.7,1289.2,105.5,33,VF,Venstre fløj,False,ELITE,1.005,138,3.196969696969697,ELITE,3.196969696969697
2020-2021,SONJA FREY,1122.3,1279.2,156.9,30,PL,Playmaker,False,ELITE,1.002,302,5.23,ELITE,5.23
2020-2021,STINE EIBERG JØRGENSEN,1158.1,1274.3,116.2,30,PL,Playmaker,False,ELITE,1.004,231,3.8733333333333335,ELITE,3.8733333333333335
2020-2021,LÆRKE CHRISTENSEN,1160.5,1274.2,113.7,29,HB,Højre back,False,ELITE,1.004,264,3.920689655172414,ELITE,3.920689655172414
2020-2021,EMMA FRIIS,1185.7,1266.1000000000001,80.4,29,VF,Venstre fløj,False,ELITE,1.003,108,2.7724137931034485,ELITE,2.7724137931034485
2020-2021,STINE SKOGRAND,1015.0,1262.3,247.3,38,PL,Playmaker,False,ELITE,1.004,414,6.507894736842106,ELITE,6.507894736842106
2020-2021,NYCKE GROOT,1109.3,1261.3,152.0,34,PL,Playmaker,False,ELITE,1.003,342,4.470588235294118,ELITE,4.470588235294118
2020-2021,LOIS ABBINGH,1015.0,1261.0,246.0,32,PL,Playmaker,False,ELITE,1.006,410,7.6875,ELITE,7.6875
2020-2021,SIDSEL MEJLVANG,1140.6,1251.0,110.4,30,ST,Streg,False,ELITE,1.0,182,3.68,ELITE,3.68
2020-2021,ANNA GRUNDTVIG,1158.6,1246.1999999999998,87.6,28,VF,Venstre fløj,False,NORMAL,1.008,104,3.1285714285714286,ELITE,3.1285714285714286
