season,player,start_rating,final_rating,rating_change,games,primary_position,position_name,is_goalkeeper,elite_status,momentum_factor,total_actions,rating_per_game,performance_level,rating_consistency
2020-2021,NIKOLAJ LÆSØ,1373.5,1687.1,313.6,34,PL,Playmaker,False,LEGENDARY,1.004,357,9.223529411764707,ELITE,9.223529411764707
2020-2021,AARON MENSING,1357.7,1624.3000000000002,266.6,35,VB,Venstre back,False,LEGENDARY,1.002,399,7.617142857142857,ELITE,7.617142857142857
2020-2021,JACOB LASSEN,1344.8,1611.4,266.6,35,PL,Playmaker,False,LEGENDARY,1.003,361,7.617142857142857,ELITE,7.617142857142857
2020-2021,SEBASTIAN SKUBE,1377.6,1600.8999999999999,223.3,35,PL,Playmaker,False,LEGENDARY,1.002,366,6.38,ELITE,6.38
2020-2021,MORTEN BALLING,1342.3,1584.1,241.8,30,HB,Højre back,False,LEGENDARY,1.007,228,8.06,ELITE,8.06
2020-2021,NIKOLAJ ØRIS NIELSEN,1393.0,1583.6,190.6,33,PL,Playmaker,False,LEGENDARY,1.001,295,5.775757575757575,ELITE,5.775757575757575
2020-2021,PETER BALLING,1289.5,1544.9,255.4,30,HB,Højre back,False,LEGENDARY,0.999,460,8.513333333333334,ELITE,8.513333333333334
2020-2021,JOHAN MEKLENBORG,1401.5,1518.4,116.9,15,PL,Playmaker,False,LEGENDARY,1.006,150,7.793333333333334,ELITE,7.793333333333334
2020-2021,EMIL JAKOBSEN,1294.7,1511.3,216.6,34,VF,Venstre fløj,False,LEGENDARY,1.005,289,6.370588235294117,ELITE,6.370588235294117
2020-2021,JESPER KONRADSSON,1308.1,1509.1,201.0,30,PL,Playmaker,False,LEGENDARY,1.004,359,6.7,ELITE,6.7
2020-2021,ANDERS KRAGH MARTINUSEN,1316.8,1490.6,173.8,27,PL,Playmaker,False,LEGENDARY,0.997,367,6.437037037037038,ELITE,6.437037037037038
2020-2021,MAGNUS BRAMMING,1314.6,1488.3999999999999,173.8,31,VF,Venstre fløj,False,LEGENDARY,1.007,207,5.606451612903226,ELITE,5.606451612903226
2020-2021,SEBASTIAN FRANDSEN,1060.8,1475.8,415.0,29,MV,Målvogter,True,LEGENDARY,1.041,224,14.310344827586206,ELITE,14.310344827586206
2020-2021,RUNAR KARASON,1256.3,1469.3999999999999,213.1,27,HB,Højre back,False,LEGENDARY,1.004,311,7.892592592592592,ELITE,7.892592592592592
2020-2021,MAGNUS SAUGSTRUP,1264.6,1460.6,196.0,32,ST,Streg,False,LEGENDARY,1.005,231,6.125,ELITE,6.125
2020-2021,MATHIAS GIDSEL,1180.8,1446.3,265.5,33,PL,Playmaker,False,LEGENDARY,1.007,426,8.045454545454545,ELITE,8.045454545454545
2020-2021,EIVIND TANGEN,1277.7,1445.9,168.2,30,HB,Højre back,False,LEGENDARY,1.004,347,5.6066666666666665,ELITE,5.6066666666666665
2020-2021,MADS KJELDGAARD ANDERSEN,1315.5,1424.6,109.1,33,PL,Playmaker,False,LEGENDARY,1.007,152,3.3060606060606057,ELITE,3.3060606060606057
2020-2021,HENRIK MØLLGAARD,1316.3,1420.3999999999999,104.1,32,PL,Playmaker,False,LEGENDARY,1.002,290,3.253125,ELITE,3.253125
2020-2021,NICOLAJ NØRAGER,1191.3,1413.1,221.8,27,VB,Venstre back,False,LEGENDARY,0.999,351,8.214814814814815,ELITE,8.214814814814815
2020-2021,MARK NIKOLAJSEN,1249.8,1407.6,157.8,21,PL,Playmaker,False,LEGENDARY,1.001,231,7.514285714285715,ELITE,7.514285714285715
2020-2021,MATHIAS BITSCH,1224.3,1400.3,176.0,30,PL,Playmaker,False,LEGENDARY,1.004,212,5.866666666666666,ELITE,5.866666666666666
2020-2021,OLIVER NØDDESBO EGGERT,1308.0,1394.4,86.4,25,PL,Playmaker,False,ELITE,1.002,178,3.4560000000000004,ELITE,3.4560000000000004
2020-2021,SEBASTIAN BARTHOLD,1228.1,1393.8,165.7,31,VF,Venstre fløj,False,ELITE,1.002,190,5.34516129032258,ELITE,5.34516129032258
2020-2021,MARCUS MØRK,1255.7,1392.6000000000001,136.9,26,PL,Playmaker,False,ELITE,1.008,203,5.265384615384615,ELITE,5.265384615384615
2020-2021,THOMAS MOGENSEN,1242.0,1384.3,142.3,30,PL,Playmaker,False,ELITE,1.003,248,4.743333333333334,ELITE,4.743333333333334
2020-2021,JONAS PORUP,1279.3,1376.8,97.5,33,PL,Playmaker,False,ELITE,1.002,232,2.9545454545454546,ELITE,2.9545454545454546
2020-2021,FELIX CLAAR,1015.0,1376.0,361.0,34,PL,Playmaker,False,ELITE,1.005,525,10.617647058823529,ELITE,10.617647058823529
2020-2021,ERIK THORSTEINSEN TOFT,1278.1,1375.3,97.2,21,PL,Playmaker,False,ELITE,1.003,169,4.628571428571429,ELITE,4.628571428571429
2020-2021,NICOLAI NYGAARD,1208.5,1367.9,159.4,22,PL,Playmaker,False,ELITE,1.006,243,7.245454545454546,ELITE,7.245454545454546
2020-2021,ANDERS EGGERT,1240.4,1358.7,118.3,27,VF,Venstre fløj,False,ELITE,1.008,130,4.381481481481481,ELITE,4.381481481481481
2020-2021,MIHA ZVIZEJ,1240.0,1356.9,116.9,27,ST,Streg,False,ELITE,1.004,181,4.32962962962963,ELITE,4.32962962962963
2020-2021,EMIL TELLERUP,1261.0,1356.3,95.3,27,MV,Målvogter,True,ELITE,1.013,73,3.5296296296296297,ELITE,3.5296296296296297
2020-2021,MARK STRANDGAARD,1262.2,1356.1000000000001,93.9,25,HF,Højre fløj,False,ELITE,1.006,110,3.7560000000000002,ELITE,3.7560000000000002
2020-2021,RENÉ RASMUSSEN,1236.1,1355.6,119.5,30,HF,Højre fløj,False,ELITE,1.007,132,3.9833333333333334,ELITE,3.9833333333333334
2020-2021,MARCUS DAHLIN,1272.3,1355.5,83.2,24,HB,Højre back,False,ELITE,1.007,153,3.466666666666667,ELITE,3.466666666666667
2020-2021,JONAS LANGERHUUS,1241.5,1355.0,113.5,25,PL,Playmaker,False,ELITE,1.004,351,4.54,ELITE,4.54
2020-2021,JESPER KOKHOLM,1189.5,1354.9,165.4,26,HF,Højre fløj,False,ELITE,1.006,246,6.361538461538462,ELITE,6.361538461538462
2020-2021,BJARTE MYRHOL,1289.3,1351.5,62.2,18,ST,Streg,False,ELITE,1.006,125,3.4555555555555557,ELITE,3.4555555555555557
2020-2021,JON ANDERSEN,1238.0,1349.7,111.7,20,HB,Højre back,False,ELITE,1.006,204,5.585,ELITE,5.585
2020-2021,ANDREAS FLODMAN,1222.7,1341.6000000000001,118.9,22,HF,Højre fløj,False,ELITE,1.003,152,5.404545454545455,ELITE,5.404545454545455
