season,player,start_rating,final_rating,rating_change,games,primary_position,position_name,is_goalkeeper,elite_status,momentum_factor,total_actions,rating_per_game,performance_level,rating_consistency
2021-2022,KRISTINA JØRGENSEN,1399.6,1698.6999999999998,299.1,37,PL,Playmaker,False,LEGENDARY,1.003,557,8.083783783783785,ELITE,8.083783783783785
2021-2022,MATHILDE NEESGAARD,1317.2,1599.4,282.2,30,PL,Playmaker,False,LEGENDARY,1.004,449,9.406666666666666,ELITE,9.406666666666666
2021-2022,KRISTINA KRISTIANSEN,1359.4,1581.9,222.5,31,PL,Playmaker,False,LEGENDARY,1.01,368,7.17741935483871,ELITE,7.17741935483871
2021-2022,DIONE HOUSHEER,1288.1,1577.3999999999999,289.3,38,HB,Højre back,False,LEGENDARY,1.002,541,7.613157894736842,ELITE,7.613157894736842
2021-2022,MELISSA PETRÉN,1329.4,1543.2,213.8,30,PL,Playmaker,False,LEGENDARY,1.001,382,7.126666666666667,ELITE,7.126666666666667
2021-2022,KRISTINE BREISTØL,1332.9,1542.6000000000001,209.7,36,PL,Playmaker,False,LEGENDARY,1.006,373,5.824999999999999,ELITE,5.824999999999999
2021-2022,LARISSA NUSSER,1326.2,1515.9,189.7,32,PL,Playmaker,False,LEGENDARY,1.004,345,5.928125,ELITE,5.928125
2021-2022,Sofie Bæk ANDERSEN,1307.6,1494.1,186.5,30,PL,Playmaker,False,NORMAL,1.007,368,6.215,ELITE,6.2
2021-2022,SOFIE BÆK ANDERSEN,1302.3,1493.8,191.5,31,PL,Playmaker,False,LEGENDARY,1.004,380,6.17741935483871,NORMAL,6.17741935483871
2021-2022,LINE HAUGSTED,1308.3,1487.3,179.0,32,PL,Playmaker,False,LEGENDARY,1.003,332,5.59375,ELITE,5.59375
2021-2022,EIRA AUNE,1234.8,1482.8999999999999,248.1,32,PL,Playmaker,False,LEGENDARY,1.005,399,7.753125,ELITE,7.753125
2021-2022,MAI KRAGBALLE,1356.0,1455.1,99.1,13,PL,Playmaker,False,LEGENDARY,1.001,183,7.623076923076923,ELITE,7.623076923076923
