season,player,start_rating,final_rating,rating_change,games,primary_position,position_name,is_goalkeeper,elite_status,momentum_factor,total_actions,rating_per_game,performance_level
2021-2022,Jacob LASSEN,1350.0,1612.9,262.9,37,PL,Playmaker,False,NORMAL,1.007,326,7.1054054054054046,NORMAL
2021-2022,Emil BERGHOLT,1350.0,1544.2,194.2,38,ST,Streg,False,NORMAL,1.005,201,5.110526315789474,NORMAL
2021-2022,Eivind TANGEN,1350.0,1544.1,194.1,34,HB,Højre back,False,NORMAL,1.005,327,5.708823529411765,NORMAL
2021-2022,Erik Thorsteinsen TOFT,1350.0,1543.7,193.7,32,PL,Playmaker,False,NORMAL,1.012,299,6.053125,NORMAL
2021-2022,Kristina JØRGENSEN,1350.0,1541.8,191.8,37,PL,Playmaker,False,NORMAL,1.002,301,5.183783783783784,NORMAL
2021-2022,Lasse MIKKELSEN,1200.0,1529.9,329.9,36,PL,Playmaker,False,NORMAL,1.005,413,9.163888888888888,NORMAL
2021-2022,Dione HOUSHEER,1350.0,1528.8,178.8,38,HB,Højre back,False,NORMAL,1.004,256,4.705263157894737,NORMAL
2021-2022,Peter BALLING,1350.0,1525.5,175.5,31,HB,Højre back,False,NORMAL,1.007,245,5.661290322580645,NORMAL
2021-2022,Jesper KONRADSSON,1350.0,1521.8,171.8,31,PL,Playmaker,False,NORMAL,1.006,225,5.541935483870968,NORMAL
2021-2022,Kristine BREISTØL,1350.0,1519.8,169.8,36,PL,Playmaker,False,NORMAL,1.007,273,4.716666666666667,NORMAL
2021-2022,Thomas ARNOLDSEN,1322.7,1518.0,195.3,31,PL,Playmaker,False,NORMAL,1.006,244,6.300000000000001,NORMAL
2021-2022,Mathilde NEESGAARD,1350.0,1506.2,156.2,29,PL,Playmaker,False,NORMAL,1.003,234,5.386206896551724,NORMAL
2021-2022,Kristian STOKLUND,1303.2,1501.6,198.4,33,PL,Playmaker,False,NORMAL,1.003,250,6.012121212121213,NORMAL
2021-2022,Cornelius KRAGH,1350.0,1498.4,148.4,33,PL,Playmaker,False,NORMAL,1.004,243,4.496969696969697,NORMAL
2021-2022,Lukas SANDELL,1350.0,1491.7,141.7,29,PL,Playmaker,False,NORMAL,1.003,195,4.886206896551724,NORMAL
