season,player,start_rating,final_rating,rating_change,games,primary_position,position_name,is_goalkeeper,elite_status,momentum_factor,total_actions,rating_per_game,performance_level
2020-2021,Nikolaj LÆSØ,1350.0,1594.1,244.1,35,PL,Playmaker,False,NORMAL,1.004,321,6.974285714285714,NORMAL
2020-2021,Aaron MENSING,1350.0,1563.1,213.1,35,VB,Venstre back,False,NORMAL,1.005,299,6.088571428571428,NORMAL
2020-2021,Jacob LASSEN,1350.0,1540.3,190.3,35,ST,Streg,False,NORMAL,1.006,205,5.437142857142858,NORMAL
2020-2021,Runar KARASON,1350.0,1528.8,178.8,27,HB,Højre back,False,NORMAL,1.005,243,6.622222222222223,NORMAL
2020-2021,Peter BALLING,1350.0,1525.8,175.8,30,HB,Højre back,False,NORMAL,1.002,273,5.86,NORMAL
2020-2021,Kristina JØRGENSEN,1350.0,1508.7,158.7,36,PL,Playmaker,False,NORMAL,1.005,248,4.408333333333333,NORMAL
2020-2021,Nikolaj Øris NIELSEN,1350.0,1499.8,149.8,33,PL,Playmaker,False,NORMAL,1.002,202,4.53939393939394,NORMAL
2020-2021,Jesper KONRADSSON,1350.0,1495.1,145.1,29,PL,Playmaker,False,NORMAL,1.007,176,5.003448275862069,NORMAL
2020-2021,Sebastian SKUBE,1350.0,1490.8,140.8,34,PL,Playmaker,False,NORMAL,1.005,180,4.141176470588236,NORMAL
2020-2021,Mathias BITSCH,1350.0,1490.5,140.5,30,PL,Playmaker,False,NORMAL,1.004,217,4.683333333333334,NORMAL
2020-2021,Eivind TANGEN,1350.0,1487.4,137.4,30,HB,Højre back,False,NORMAL,1.004,229,4.58,NORMAL
2020-2021,Kristine BREISTØL,1350.0,1486.3,136.3,32,PL,Playmaker,False,NORMAL,1.003,217,4.259375,NORMAL
2020-2021,Emil JAKOBSEN,1350.0,1484.4,134.4,34,VF,Venstre fløj,False,NORMAL,1.007,124,3.9529411764705884,NORMAL
2020-2021,Mai KRAGBALLE,1350.0,1481.9,131.9,29,PL,Playmaker,False,NORMAL,1.004,198,4.548275862068966,NORMAL
2020-2021,Magnus SAUGSTRUP,1350.0,1477.1,127.1,31,ST,Streg,False,NORMAL,1.005,115,4.1,NORMAL
2020-2021,Anders Kragh MARTINUSEN,1350.0,1474.9,124.9,27,PL,Playmaker,False,NORMAL,1.004,190,4.625925925925926,NORMAL
2020-2021,Magnus BRAMMING,1350.0,1470.4,120.4,30,VF,Venstre fløj,False,NORMAL,1.008,116,4.013333333333334,NORMAL
2020-2021,Morten BALLING,1350.0,1469.7,119.7,30,PL,Playmaker,False,NORMAL,1.004,122,3.99,NORMAL
2020-2021,Marcus MØRK,1350.0,1468.6,118.6,25,PL,Playmaker,False,NORMAL,1.006,152,4.744,NORMAL
2020-2021,Sofia DEEN,1350.0,1467.1,117.1,30,PL,Playmaker,False,NORMAL,1.003,229,3.9033333333333333,NORMAL
2020-2021,Sebastian BARTHOLD,1350.0,1464.8,114.8,28,VF,Venstre fløj,False,NORMAL,1.007,91,4.1,NORMAL
2020-2021,Lars SKAARUP,1330.1,1464.1,134.0,30,VF,Venstre fløj,False,NORMAL,1.009,127,4.466666666666667,NORMAL
2020-2021,Miha ZVIZEJ,1350.0,1461.3,111.3,27,ST,Streg,False,NORMAL,1.004,121,4.122222222222222,NORMAL
2020-2021,Johanna WESTBERG,1341.5,1461.0,119.5,28,PL,Playmaker,False,NORMAL,1.002,208,4.267857142857143,NORMAL
