season,player,start_rating,final_rating,rating_change,games,primary_position,position_name,is_goalkeeper,elite_status,momentum_factor,total_actions,rating_per_game,performance_level,rating_consistency
2021-2022,JACOB LASSEN,1401.8,1819.8,418.0,37,PL,Playmaker,False,LEGENDARY,1.003,693,11.297297297297296,ELITE,11.297297297297296
2021-2022,JESPER KONRADSSON,1390.9,1648.7,257.8,32,PL,Playmaker,False,LEGENDARY,1.004,449,8.05625,ELITE,8.05625
2021-2022,FELIX CLAAR,1394.3,1626.8999999999999,232.6,36,PL,Playmaker,False,LEGENDARY,1.004,356,6.461111111111111,ELITE,6.461111111111111
2021-2022,LASSE MIKKELSEN,1015.0,1616.8,601.8,36,PL,Playmaker,False,LEGENDARY,1.01,725,16.716666666666665,ELITE,16.716666666666665
2021-2022,PETER BALLING,1351.6,1613.3999999999999,261.8,31,HB,Højre back,False,LEGENDARY,1.011,399,8.44516129032258,ELITE,8.44516129032258
2021-2022,EIVIND TANGEN,1307.5,1592.2,284.7,34,HB,Højre back,False,LEGENDARY,1.008,454,8.373529411764705,ELITE,8.373529411764705
2021-2022,ANDERS KRAGH MARTINUSEN,1389.5,1589.9,200.4,31,PL,Playmaker,False,LEGENDARY,1.007,326,6.464516129032258,ELITE,6.464516129032258
2021-2022,ERIK THORSTEINSEN TOFT,1339.9,1573.7,233.8,32,PL,Playmaker,False,LEGENDARY,1.015,358,7.30625,ELITE,7.30625
2021-2022,MADS KJELDGAARD ANDERSEN,1322.3,1569.0,246.7,34,PL,Playmaker,False,LEGENDARY,0.999,345,7.2558823529411764,ELITE,7.2558823529411764
2021-2022,MORTEN BALLING,1370.4,1567.2,196.8,34,PL,Playmaker,False,LEGENDARY,1.008,283,5.788235294117648,ELITE,5.788235294117648
2021-2022,NIKOLAJ LÆSØ,1401.0,1558.8,157.8,38,PL,Playmaker,False,LEGENDARY,1.005,275,4.152631578947369,ELITE,4.152631578947369
2021-2022,NIKOLAJ ØRIS NIELSEN,1403.0,1556.9,153.9,38,PL,Playmaker,False,LEGENDARY,1.007,310,4.05,ELITE,4.05
2021-2022,TORBEN PETERSEN,1350.8,1548.5,197.7,26,PL,Playmaker,False,LEGENDARY,1.0,279,7.6038461538461535,ELITE,7.6038461538461535
2021-2022,MAGNUS BRAMMING,1357.8,1543.0,185.2,33,VF,Venstre fløj,False,LEGENDARY,1.009,203,5.612121212121211,ELITE,5.612121212121211
2021-2022,KRISTIAN STOKLUND,1279.2,1538.2,259.0,33,PL,Playmaker,False,LEGENDARY,1.001,371,7.848484848484849,ELITE,7.848484848484849
2021-2022,MARK NIKOLAJSEN,1335.2,1518.2,183.0,26,PL,Playmaker,False,LEGENDARY,1.003,276,7.038461538461538,ELITE,7.038461538461538
2021-2022,LUKAS SANDELL,1298.2,1515.5,217.3,30,PL,Playmaker,False,LEGENDARY,1.001,334,7.243333333333334,ELITE,7.243333333333334
2021-2022,CORNELIUS KRAGH,1320.0,1513.7,193.7,34,PL,Playmaker,False,LEGENDARY,1.003,318,5.697058823529411,ELITE,5.697058823529411
2021-2022,BJARKE CHRISTENSEN,1287.9,1513.1000000000001,225.2,34,VF,Venstre fløj,False,LEGENDARY,1.011,252,6.623529411764705,ELITE,6.623529411764705
2021-2022,MATHIAS GIDSEL,1347.5,1509.5,162.0,22,PL,Playmaker,False,LEGENDARY,1.001,261,7.363636363636363,ELITE,7.363636363636363
2021-2022,NIKOLAJ MARKUSSEN,1387.8,1509.0,121.2,27,PL,Playmaker,False,LEGENDARY,1.008,229,4.488888888888889,ELITE,4.488888888888889
2021-2022,WILLIAM BOGOJEVIC,1163.0,1501.7,338.7,38,PL,Playmaker,False,LEGENDARY,1.002,550,8.913157894736841,ELITE,8.913157894736841
2021-2022,SIMON GADE,1193.7,1483.6,289.9,36,MV,Målvogter,True,LEGENDARY,1.02,131,8.052777777777777,ELITE,8.052777777777777
2021-2022,JESPER DAHL,1282.8,1483.2,200.4,32,HB,Højre back,False,LEGENDARY,1.009,356,6.2625,ELITE,6.2625
2021-2022,EMIL BERGHOLT,1241.1,1474.3999999999999,233.3,39,ST,Streg,False,LEGENDARY,1.004,368,5.982051282051282,ELITE,5.982051282051282
2021-2022,JOHAN MEKLENBORG,1401.5,1466.2,64.7,12,PL,Playmaker,False,LEGENDARY,1.002,99,5.391666666666667,ELITE,5.391666666666667
2021-2022,SALAH BOUTAF,1213.0,1466.1,253.1,33,MV,Målvogter,True,LEGENDARY,0.999,129,7.66969696969697,ELITE,7.66969696969697
2021-2022,JESPER KOKHOLM,1322.8,1464.2,141.4,32,HF,Højre fløj,False,LEGENDARY,1.01,169,4.41875,ELITE,4.41875
2021-2022,MORTEN HEMPEL JENSEN,1297.8,1463.8999999999999,166.1,33,PL,Playmaker,False,LEGENDARY,1.006,266,5.033333333333333,ELITE,5.033333333333333
2021-2022,RASMUS PORUP,1327.0,1463.5,136.5,31,PL,Playmaker,False,LEGENDARY,1.007,166,4.403225806451613,ELITE,4.403225806451613
2021-2022,THOMAS ARNOLDSEN,1170.7,1455.2,284.5,32,PL,Playmaker,False,LEGENDARY,1.005,406,8.890625,ELITE,8.890625
2021-2022,JONAS PORUP,1340.7,1450.5,109.8,33,PL,Playmaker,False,LEGENDARY,1.01,263,3.327272727272727,ELITE,3.327272727272727
2021-2022,MARCUS MØRK,1374.2,1448.1000000000001,73.9,23,PL,Playmaker,False,LEGENDARY,1.004,151,3.21304347826087,ELITE,3.21304347826087
