Player,FinalRating
TTH_7_Christoffer DREYER,1510.00
TTH_44_Tobias TOMBAK,1510.00
TMS_13_Sven EHRIG,1510.00
TTH_81_Tobias NIELSEN,1510.00
FHK_6_Frederik BJERRE,1510.00
FHK_7_William AAR,1510.00
TTH_23_Einar ÓLAFSSON,1510.00
MTH_7_Jonatan MOLLERUP,1510.00
MTH_3_Kristjan ÖRN KRISTJANSSON,1510.00
SAH_10_Mads Svane KNUDSEN,1510.00
SAH_21_Marcus MIDTGAARD,1510.00
SAH_25_Magnus NORLYK,1510.00
KIF_13_Gustav BRUUN,1510.00
KIF_21_Tim RANTALA,1510.00
SKH_5_Mark NIKOLAJSEN,1510.00
SKH_24_Simon OOMS,1510.00
SKH_16_Andreas HAAGEN,1510.00
TMS_5_Viktor BERGHOLT,1510.00
GIF_22_Anders ZACHARIASSEN,1510.00
GIF_34_Morten OLSEN,1510.00
REH_6_Sebastian BARTHOLD,1510.00
REH_18_Aleks VLAH,1510.00
BSH_15_Emil LÆRKE,1510.00
SAH_26_Peter BALLING,1510.00
FHK_10_Joaquim NAZARÉ,1510.00
SKH_97_Reinier TABOADA,1510.00
FHK_19_Bjarke CHRISTENSEN,1510.00
SJE_3_Carl-Emil HAUNSTRUP,1510.00
AAH_44_Tobias TOMBAK,1510.00
AAH_10_Frederik HORN,1510.00
TMS_21_Henrik MØLLGAARD,1510.00
KIF_92_Sune IVERSEN,1510.00
REH_28_Lauritz LEGÉR,1510.00
KIF_4_Elvar ASGEIRSSON,1510.00
FHK_21_Henrik MØLLGAARD,1510.00
SKH_21_Marcus MIDTGAARD,1510.00
MTH_21_René RASMUSSEN,1510.00
SJE_8_Simon BIRKEFELDT,1510.00
REH_33_Ebbe STANKIEWICZ,1510.00
REH_48_Gabriel SETTERBLOM,1510.00
SAH_8_Frederik TILSTED,1510.00
SAH_21_Kasper KILDELUND,1510.00
KIF_25_Anders AGGER,1510.00
TMS_12_Josip CAVAR,1510.00
KIF_5_Mark NIKOLAJSEN,1510.00
TMS_6_Jonas TIDEMAND,1510.00
KIF_24_Simon OOMS,1510.00
KIF_22_Axel ANDERSSON,1510.00
REH_42_Matias CAMPBELL,1510.00
REH_57_Nikolaj LARSSON,1510.00
FHK_29_Viktor NEVERS,1510.00
FHK_24_Diogo SILVA,1510.00
KIF_9_Martin BISGAARD,1510.00
FHK_15_Jens SVANE,1510.00
KIF_23_Einar ÓLAFSSON,1510.00
GIF_19_Thor CHRISTENSEN,1510.00
BSH_5_Viktor BERGHOLT,1510.00
BSH_10_Joaquim NAZARÉ,1510.00
TMS_28_Patrick VOLZ,1510.00
GOG_10_Magnus BRAMMING,1510.00
GOG_4_Christoffer CICHOSZ,1510.00
TTH_11_Kasper Dahl JACOBSEN,1510.00
TMS_14_Rasmus MADSBØLL,1510.00
TMS_20_Jesper DAHL,1510.00
SJE_91_Kasper PALMAR,1510.00
SJE_20_Fredrik MOSSESTAD,1510.00
TTH_7_Jonatan MOLLERUP,1510.00
BSH_4_Patrick WIESMACH,1510.00
SKH_8_Frederik TILSTED,1510.00
SKH_4_Kasper PEDERSEN,1510.00
KIF_33_Kasper DIDRIKSEN,1510.00
MTH_4_Lars SKAARUP,1510.00
SKH_70_Simon Sejer KRISTENSEN,1510.00
SKH_28_Morten KAALUND,1510.00
SKH_20_Morten BALLING,1510.00
GIF_11_Thomas DAMGAARD,1510.00
GIF_22_Nikolaj MARKUSSEN,1510.00
BSH_13_Mathias HEDEGAARD,1510.00
AAH_23_Joachim Lyng ALS,1510.00
GOG_11_Simon HALD,1510.00
FHK_20_Jesper DAHL,1510.00
BSH_14_Jacob BAGERSTED,1510.00
BSH_28_Patrick VOLZ,1510.00
TMS_8_Rolf RAVN,1510.00
GIF_2_Joachim MØLLER,1510.00
GOG_5_Oliver NORLYK,1510.00
KIF_4_Kasper PEDERSEN,1510.00
KIF_21_Kasper KILDELUND,1510.00
NSH_25_Magnus NORLYK,1510.00
AAH_7_Jonatan MOLLERUP,1510.00
AAH_25_Jeppe CIESLAK,1510.00
FHK_49_Karl WALLINIUS,1510.00
KIF_19_Thor CHRISTENSEN,1510.00
SAH_13_Mathias HEDEGAARD,1510.00
SAH_6_Jonas TIDEMAND,1510.00
KIF_11_Mikkel LANG,1510.00
REH_21_Marcus MIDTGAARD,1510.00
SKH_7_Jakob VILLEMOES,1510.00
GIF_5_Viktor BERGHOLT,1510.00
GIF_13_Noah GAUDIN,1510.00
GIF_21_René RASMUSSEN,1510.00
SKH_18_Martin RISOM,1510.00
TTH_22_Rene ANTONSEN,1510.00
TTH_5_Sander SAGOSEN,1510.00
AAH_11_Thomas DAMGAARD,1510.00
FHK_5_Mark NIKOLAJSEN,1510.00
TMS_93_Anders Kragh MARTINUSEN,1510.00
KIF_23_Morten Hempel JENSEN,1504.00
TMS_71_Malthe QVORTRUP,1504.00
1_Victor HOLST-HANSEN,1502.00
SKH_9_Simo ŠIJAN,1502.00
BSH_37_Linus PERSSON,1500.00
GIF_23_Tobias OLSEN,1500.00
GIF_28_Patrick VOLZ,1500.00
REH_7_Thomas ARNOLDSEN,1500.00
SKH_22_Axel ANDERSSON,1500.00
TMS_13_Noah GAUDIN,1500.00
BSH_11_Mikkel LANG,1500.00
SAH_14_Alexander LYNGGAARD,1500.00
BSH_25_Jeppe CIESLAK,1500.00
SAH_23_Mads LENBROCH,1500.00
MTH_18_Edwin ASPENBÄCK,1500.00
MTH_4_Christoffer CICHOSZ,1500.00
KIF_31_Morten JØRGENSEN,1500.00
GIF_9_Henrik JAKOBSEN,1500.00
NSH_14_Jacob BAGERSTED,1500.00
AAH_22_Axel ANDERSSON,1500.00
TMS_11_Simon HALD,1500.00
FHK_21_René RASMUSSEN,1500.00
SKH_93_Anders MARTINUSEN,1500.00
SAH_9_Henrik JAKOBSEN,1500.00
SAH_71_Alexander BLONZ,1500.00
TMS_29_Viktor NEVERS,1500.00
BSH_25_Jonas PORUP,1500.00
TTH_26_Peter BALLING,1500.00
NSH_19_Magnus SADOVA,1500.00
GIF_5_Julius MØRCH,1500.00
SKH_4_Kasper LINDGREN,1500.00
AAH_7_Kasper YOUNG,1500.00
FHK_11_Simon HALD,1500.00
REH_14_Rasmus MADSBØLL,1500.00
NSH_17_Andreas SØGAARD,1500.00
GIF_24_Anton BRAMMING,1500.00
SAH_9_Nicklas Bjørn VASSVIK,1500.00
TTH_37_Linus PERSSON,1500.00
TTH_29_Hjalte LYKKE,1500.00
KIF_41_Evgeni PEVNOV,1500.00
MTH_11_Simon HALD,1500.00
MTH_18_Aleks VLAH,1500.00
MTH_14_Mads HOXER,1500.00
SKH_71_Alexander BLONZ,1500.00
KIF_21_Marcus MIDTGAARD,1500.00
TMS_13_Gustav BRUUN,1500.00
GIF_4_Elvar ASGEIRSSON,1500.00
GIF_81_Alfred JÖNSSON,1500.00
TTH_25_Jeppe CIESLAK,1500.00
TTH_5_Frederik ARNOLDSEN,1500.00
SJE_97_Reinier TABOADA,1500.00
SJE_93_Anders MARTINUSEN,1500.00
SKH_5_Frederik ARNOLDSEN,1500.00
SAH_7_Senjamin BURIC,1500.00
MTH_42_Matias CAMPBELL,1500.00
NSH_28_Rasmus MADSEN,1500.00
MTH_17_Assar KAMMENHED,1500.00
KIF_37_Linus PERSSON,1500.00
KIF_8_Frederik TILSTED,1500.00
GOG_18_Benjamin PEDERSEN,1500.00
GOG_27_Sebastian BERTELSEN,1500.00
KIF_3_Nicolai PEDERSEN,1500.00
SJE_4_Patrick BOLDSEN,1500.00
SJE_23_Mads LENBROCH,1500.00
BSH_18_Morten BJØRNSHAUGE,1500.00
SKH_21_Mathias SMED,1500.00
GIF_24_Simon OOMS,1500.00
TMS_11_Kristoffer JESSEN,1500.00
GIF_25_Anders AGGER,1500.00
TMS_7_Jakob VILLEMOES,1500.00
KIF_29_Andreas AAGREEN,1500.00
NSH_19_René Toft HANSEN,1500.00
BSH_5_Julius MØRCH,1500.00
NSH_14_Alexander LYNGGAARD,1500.00
GOG_29_Magnus FREDRIKSEN,1500.00
REH_4_Kasper LINDGREN,1500.00
TTH_14_Mads HOXER,1500.00
TMS_31_William ANDERSSON MOBERG,1500.00
TMS_9_Martin BISGAARD,1500.00
TMS_93_Anders MARTINUSEN,1500.00
TMS_23_Einar ÓLAFSSON,1500.00
GIF_15_Lasse MIKKELSEN,1500.00
KIF_28_Kevin GULLIKSEN,1500.00
KIF_25_Jonas PORUP,1500.00
NSH_37_Linus PERSSON,1500.00
REH_4_Patrick BOLDSEN,1500.00
SAH_14_Jacob BAGERSTED,1500.00
TMS_4_Kasper LINDGREN,1500.00
SKH_11_Simon HALD,1500.00
GIF_15_Mads KJELDGAARD,1500.00
KIF_2_Mads BJERGFELT,1500.00
KIF_10_Joaquim NAZARÉ,1500.00
TTH_18_Morten BJØRNSHAUGE,1500.00
GOG_6_Jonathan WÜRTZ,1500.00
REH_7_Lasse VILHELMSEN,1500.00
SAH_17_Assar KAMMENHED,1500.00
SAH_5_Julius MØRCH,1500.00
NSH_28_Morten KAALUND,1500.00
MTH_7_Kasper YOUNG,1500.00
KIF_26_Peter BALLING,1500.00
NSH_41_Evgeni PEVNOV,1500.00
NSH_7_Kasper YOUNG,1500.00
AAH_66_Anton LINDSKOG,1500.00
GOG_6_Sebastian BARTHOLD,1500.00
TMS_31_Morten JØRGENSEN,1500.00
REH_11_Mikkel LANG,1500.00
AAH_2_Mads KRAGH THOMSEN,1500.00
AAH_29_Viktor NEVERS,1500.00
TMS_3_Nicolai PEDERSEN,1500.00
GOG_25_Anders AGGER,1500.00
TTH_42_Matias CAMPBELL,1500.00
TTH_11_Jonas RAUNDAHL,1500.00
TTH_21_Tim RANTALA,1500.00
KIF_17_Kristian Krag ØRSTED,1500.00
GIF_29_Viktor NEVERS,1500.00
KIF_11_Kristoffer JESSEN,1500.00
TMS_29_Andreas AAGREEN,1500.00
SKH_11_Jonas RAUNDAHL,1500.00
SKH_42_Matias CAMPBELL,1500.00
TTH_49_Karl WALLINIUS,1500.00
KIF_18_Morten BJØRNSHAUGE,1500.00
SKH_49_Karl WALLINIUS,1500.00
MTH_71_Alexander BLONZ,1500.00
BSH_66_Anton LINDSKOG,1500.00
TTH_24_Simon OOMS,1500.00
TTH_25_Anders AGGER,1500.00
TMS_25_Jonas PORUP,1500.00
KIF_5_Julius MØRCH,1500.00
TMS_18_Vetle RØNNINGEN,1500.00
GIF_26_Peter BALLING,1500.00
AAH_49_Karl WALLINIUS,1500.00
SKH_15_Mads KJELDGAARD,1500.00
NSH_33_Ebbe STANKIEWICZ,1500.00
KIF_11_Mathias JØRGENSEN,1500.00
REH_6_Jonas TIDEMAND,1500.00
TTH_23_Mads LENBROCH,1500.00
SKH_28_Rasmus MADSEN,1500.00
GOG_15_Emil LÆRKE,1500.00
NSH_21_Axel FRANZÉN,1500.00
MTH_7_Thomas ARNOLDSEN,1500.00
TTH_6_Kristian BONEFELD,1500.00
BSH_7_Thomas ARNOLDSEN,1500.00
SKH_11_Mikkel LANG,1500.00
GIF_23_Miha ZVIZEJ,1500.00
KIF_22_Anders ZACHARIASSEN,1500.00
AAH_4_Kasper PEDERSEN,1500.00
SJE_22_Anders ZACHARIASSEN,1500.00
BSH_20_August WIGER,1500.00
NSH_33_Kasper DIDRIKSEN,1500.00
NSH_7_Nichlas HALD,1500.00
BSH_19_Thomas BOILESEN,1500.00
TTH_11_Simon HALD,1500.00
FHK_2_Joachim MØLLER,1500.00
NSH_7_Leo MARTINÉZ,1498.00
KIF_23_Jacob KÜHNE,1498.00
BSH_21_Gustav PETERSEN,1496.00
GOG_13_Andreas NIELSEN,1496.00
SKH_9_Miguel MARTINS,1496.00
SJE_18_Aleks VLAH,1496.00
FHK_31_William ANDERSSON MOBERGBlok af (ret),1496.00
SKH_16_Tim WINKLER,1496.00
TMS_29_Malte EICHHORST,1492.00
KIF_1_Emil TELLERUP,1492.00
FHK_31_William ANDERSSON MOBERGBold erobret,1492.00
GIF_1_Frederik SKOVGAARD,1492.00
KIF_20_Anton HELLBERG,1492.00
16_Julius Lindberg FENGER,1492.00
SKH_1_Christoffer BONDE,1492.00
GOG_19_René Toft HANSEN,1490.00
BSH_8_Frederik TILSTED,1490.00
SAH_11_Lasse PEDERSEN,1490.00
MTH_28_Morten KAALUND,1490.00
NSH_17_Tobias ELLEBÆK,1490.00
SJE_8_Rolf RAVN,1490.00
TTH_21_Mathias SMED,1490.00
TTH_9_Martin BISGAARD,1490.00
FHK_23_Miha ZVIZEJ,1490.00
FHK_28_Kevin GULLIKSEN,1490.00
AAH_81_Alfred JÖNSSON,1490.00
REH_17_Martin LARSEN,1490.00
AAH_17_Andreas SØGAARD,1490.00
AAH_4_Elvar ASGEIRSSON,1490.00
AAH_26_Christian TERMANSEN,1490.00
REH_15_Jack THURIN,1490.00
AAH_6_Jonathan WÜRTZ,1490.00
SKH_17_Oliver WOSNIAK,1490.00
SKH_7_Christoffer DREYER,1490.00
SAH_32_Nikolaj LÆSØ,1490.00
BSH_5_Frederik ARNOLDSEN,1490.00
TTH_21_Marcus MIDTGAARD,1490.00
TTH_19_Victor NORLYK,1490.00
MTH_28_Kevin GULLIKSEN,1490.00
KIF_81_Alfred JÖNSSON,1490.00
REH_13_Mathias HEDEGAARD,1490.00
REH_29_Viktor NEVERS,1490.00
REH_2_Mads KRAGH THOMSEN,1490.00
REH_4_Lars SKAARUP,1490.00
REH_15_Jens SVANE,1490.00
GOG_11_Kristoffer JESSEN,1490.00
GIF_15_Tobias GRØNDAHL,1490.00
GOG_8_Rolf RAVN,1490.00
GOG_7_Jakob VILLEMOES,1490.00
GOG_3_Thomas THEILGAARD,1490.00
GOG_15_Jonas FUGLSBJERG,1490.00
GOG_23_Bjarke NYBO,1490.00
GIF_19_Oskar VIND,1490.00
GOG_20_Frederik IVERSEN,1490.00
SJE_42_Matias CAMPBELL,1490.00
SJE_11_Jonas RAUNDAHL,1490.00
TMS_15_Jack THURIN,1490.00
AAH_25_Anders AGGER,1490.00
SKH_77_Sebastian HENNEBERG,1490.00
SAH_66_Anton LINDSKOG,1490.00
GOG_6_Kristian BONEFELD,1490.00
SAH_29_Hjalte LYKKE,1490.00
TMS_18_Benjamin PEDERSEN,1490.00
TMS_24_Diogo SILVA,1490.00
TTH_32_Nikolaj LÆSØ,1490.00
BSH_13_Sven EHRIG,1490.00
GIF_21_Tim RANTALA,1490.00
NSH_17_Kristian Krag ØRSTED,1490.00
NSH_20_Frederik IVERSEN,1490.00
NSH_11_Kristoffer JESSEN,1490.00
SKH_33_Kasper DIDRIKSEN,1490.00
MTH_7_Senjamin BURIC,1490.00
MTH_15_Lasse MIKKELSEN,1490.00
MTH_5_Viktor BERGHOLT,1490.00
REH_23_Tobias OLSEN,1490.00
FHK_6_Sebastian BARTHOLD,1490.00
AAH_93_Anders MARTINUSEN,1490.00
TMS_20_August WIGER,1490.00
SJE_44_Tobias TOMBAK,1490.00
TMS_14_Jacob BAGERSTED,1490.00
NSH_92_Sune IVERSEN,1490.00
NSH_11_Mathias JØRGENSEN,1490.00
NSH_4_Elvar ASGEIRSSON,1490.00
GIF_20_Morten BALLING,1490.00
SAH_8_Rolf RAVN,1490.00
SAH_20_Frederik IVERSEN,1490.00
SAH_11_Kristoffer JESSEN,1490.00
GOG_18_Edwin ASPENBÄCK,1490.00
TTH_3_Nicolai PEDERSEN,1490.00
GOG_6_Frederik BJERRE,1490.00
SKH_11_Rasmus LAUGE,1490.00
SKH_32_Nikolaj LÆSØ,1490.00
KIF_7_Kasper YOUNG,1490.00
FHK_18_Benjamin PEDERSEN,1490.00
MTH_25_Marinus MUNK,1490.00
AAH_23_Henrik TILSTED,1490.00
MTH_4_Patrick WIESMACH,1490.00
GOG_18_Vetle RØNNINGEN,1490.00
AAH_19_René Toft HANSEN,1490.00
AAH_23_Mads LENBROCH,1490.00
BSH_6_Sebastian BARTHOLD,1490.00
BSH_19_Kristian BJØRNSEN,1490.00
MTH_5_Oliver NORLYK,1490.00
MTH_28_Lauritz LEGÉR,1490.00
KIF_23_Henrik TILSTED,1490.00
TMS_42_Matias CAMPBELL,1490.00
NSH_7_Christoffer DREYER,1490.00
NSH_44_Tobias TOMBAK,1490.00
REH_15_Jonas FUGLSBJERG,1490.00
REH_20_Frederik IVERSEN,1490.00
REH_4_Frederik NIELSEN,1490.00
REH_8_Rolf RAVN,1490.00
REH_3_Thomas THEILGAARD,1490.00
TTH_20_Morten BALLING,1490.00
SAH_6_Frederik BJERRE,1490.00
SAH_25_Jonas PORUP,1490.00
SJE_23_Einar ÓLAFSSON,1490.00
SAH_15_Lasse MIKKELSEN,1490.00
SAH_21_René RASMUSSEN,1490.00
NSH_15_Henrik Toft HANSEN,1490.00
NSH_21_Marcus MIDTGAARD,1490.00
MTH_21_Tim RANTALA,1490.00
NSH_11_Lasse PEDERSEN,1490.00
SJE_19_René Toft HANSEN,1490.00
SJE_9_Gudmundur Bragi ASTPARSSON,1490.00
SKH_23_Miha ZVIZEJ,1490.00
SKH_28_Kevin GULLIKSEN,1490.00
TTH_10_Joaquim NAZARÉ,1490.00
TTH_13_Noah GAUDIN,1490.00
SAH_9_Miguel MARTINS,1490.00
SAH_23_Buster JUUL,1490.00
FHK_81_Alfred JÖNSSON,1490.00
FHK_27_Andre Sindre AHO,1490.00
REH_41_Evgeni PEVNOV,1490.00
FHK_31_Morten JØRGENSEN,1490.00
REH_97_Reinier TABOADA,1490.00
SAH_27_Sebastian BERTELSEN,1490.00
BSH_11_Jonas RAUNDAHL,1490.00
NSH_32_Nikolaj LÆSØ,1490.00
SJE_66_Anton LINDSKOG,1490.00
GOG_2_Tobias Gregers SCHMIDT,1490.00
GOG_14_Jacob BAGERSTED,1490.00
SJE_3_Nicolai PEDERSEN,1490.00
GOG_28_Patrick VOLZ,1490.00
REH_25_Magnus NORLYK,1490.00
MTH_14_Nicolaj SPANGGAARD,1490.00
MTH_11_Mathias JØRGENSEN,1490.00
REH_10_Mads Svane KNUDSEN,1490.00
MTH_31_Morten JØRGENSEN,1490.00
MTH_4_Elvar ASGEIRSSON,1490.00
TTH_15_Jack THURIN,1490.00
AAH_18_Edwin ASPENBÄCK,1490.00
AAH_21_Mathias SMED,1490.00
FHK_24_Simon OOMS,1490.00
GIF_19_Bjarke CHRISTENSEN,1490.00
KIF_21_Mathias SMED,1490.00
TTH_29_Viktor NEVERS,1490.00
KIF_10_Magnus BRAMMING,1490.00
KIF_13_Sven EHRIG,1490.00
GOG_11_Jonas RAUNDAHL,1490.00
NSH_8_Frederik TILSTED,1490.00
GOG_5_Julius MØRCH,1490.00
NSH_21_Kasper KILDELUND,1490.00
BSH_11_Mathias JØRGENSEN,1490.00
BSH_4_Elvar ASGEIRSSON,1490.00
BSH_17_Andreas SØGAARD,1490.00
REH_23_Mads LENBROCH,1490.00
SAH_29_Magnus FREDRIKSEN,1490.00
SJE_29_Andreas AAGREEN,1490.00
SJE_25_Jeppe CIESLAK,1490.00
SJE_23_Morten Hempel JENSEN,1490.00
MTH_19_Benjamin HALLGREN,1490.00
SKH_6_Sebastian BARTHOLD,1490.00
SKH_21_Henrik MØLLGAARD,1490.00
AAH_14_Emil BERGHOLT,1490.00
AAH_18_Vetle RØNNINGEN,1490.00
FHK_11_Kristoffer JESSEN,1490.00
FHK_23_Bjarke NYBO,1490.00
GIF_14_Frederik JÆGERUM,1490.00
GIF_17_Arnór VIÐARSSON,1490.00
SKH_4_Lars SKAARUP,1490.00
SKH_10_Mathias MAILAND,1490.00
SJE_21_Mathias SMED,1490.00
SJE_25_Jonas PORUP,1490.00
TTH_33_Ebbe STANKIEWICZ,1490.00
SJE_7_William AAR,1490.00
TTH_11_Nicolaj JØRGENSEN,1490.00
SJE_23_Miha ZVIZEJ,1490.00
GOG_4_Elvar ASGEIRSSON,1490.00
REH_21_Kasper KILDELUND,1490.00
REH_13_Andreas NIELSEN,1490.00
GOG_27_Andre Sindre AHO,1490.00
REH_23_Joachim Lyng ALS,1490.00
NSH_15_Emil LÆRKE,1490.00
SAH_13_Gustav BRUUN,1490.00
GIF_4_Patrick WIESMACH,1490.00
AAH_3_Thomas THEILGAARD,1490.00
AAH_23_Bjarke NYBO,1490.00
AAH_4_Frederik NIELSEN,1490.00
AAH_8_Rolf RAVN,1490.00
AAH_21_Kristoffer VESTERGAARD,1490.00
GIF_15_Jack THURIN,1490.00
GIF_11_Simon HALD,1490.00
AAH_11_Kristoffer JESSEN,1490.00
MTH_97_Reinier TABOADA,1490.00
MTH_41_Evgeni PEVNOV,1490.00
FHK_28_Rasmus MADSEN,1490.00
BSH_29_Viktor NEVERS,1490.00
BSH_17_Oliver WOSNIAK,1490.00
TMS_19_René Toft HANSEN,1490.00
TMS_26_Peter BALLING,1490.00
TMS_23_Mads LENBROCH,1490.00
NSH_9_Martin BISGAARD,1490.00
NSH_23_Einar ÓLAFSSON,1490.00
NSH_93_Anders MARTINUSEN,1490.00
AAH_13_Andreas NIELSEN,1490.00
AAH_7_Lasse VILHELMSEN,1490.00
GOG_21_Henrik MØLLGAARD,1490.00
GOG_4_Patrick WIESMACH,1490.00
AAH_37_Linus PERSSON,1490.00
TTH_17_Kristian Krag ØRSTED,1490.00
TTH_11_Kristoffer JESSEN,1490.00
GIF_3_Sebastian ØRUM,1490.00
SJE_7_Nichlas HALD,1490.00
SJE_15_Henrik Toft HANSEN,1490.00
REH_5_Mark NIKOLAJSEN,1490.00
SJE_25_Eivind TANGEN,1490.00
SJE_7_Senjamin BURIC,1490.00
SKH_14_Jacob BAGERSTED,1490.00
SKH_48_Gabriel SETTERBLOM,1490.00
MTH_8_Rolf RAVN,1490.00
GIF_33_Kasper DIDRIKSEN,1490.00
MTH_7_Jakob VILLEMOES,1490.00
MTH_18_Martin RISOM,1490.00
SAH_14_Nicolaj SPANGGAARD,1490.00
SAH_6_Jonathan WÜRTZ,1490.00
SAH_17_Andreas SØGAARD,1490.00
BSH_13_Lasse BALSTAD,1490.00
BSH_9_Martin BISGAARD,1490.00
BSH_41_Evgeni PEVNOV,1490.00
KIF_20_Felix MÖLLER,1490.00
KIF_11_Simon HALD,1490.00
TMS_71_Alexander BLONZ,1490.00
GOG_7_Christoffer DREYER,1490.00
GOG_19_Benjamin HALLGREN,1490.00
NSH_28_Kevin GULLIKSEN,1490.00
NSH_21_Mathias SMED,1490.00
GIF_5_Oliver NORLYK,1490.00
TMS_25_Jeppe CIESLAK,1490.00
TMS_3_Kristjan ÖRN KRISTJANSSON,1490.00
TMS_11_Mikkel LANG,1490.00
TMS_28_Morten KAALUND,1490.00
MTH_4_Patrick BOLDSEN,1490.00
MTH_26_Peter BALLING,1490.00
BSH_28_Rasmus MADSEN,1490.00
BSH_33_Kasper DIDRIKSEN,1490.00
MTH_22_Anders ZACHARIASSEN,1490.00
SJE_17_Martin LARSEN,1490.00
AAH_29_Magnus FREDRIKSEN,1490.00
FHK_37_Linus PERSSON,1490.00
GOG_13_Lasse BALSTAD,1490.00
SKH_79_Oliver KLARSKOV,1490.00
SKH_17_Assar KAMMENHED,1490.00
SKH_34_Mathias KRAGH,1490.00
NSH_13_Noah GAUDIN,1490.00
NSH_10_Joaquim NAZARÉ,1490.00
NSH_19_Bjarke CHRISTENSEN,1490.00
REH_21_Mathias SMED,1490.00
REH_25_Jonas PORUP,1490.00
TTH_19_Jesper LINDGREN,1490.00
KIF_28_Patrick VOLZ,1490.00
KIF_48_Gabriel SETTERBLOM,1490.00
SJE_24_Diogo SILVA,1490.00
SJE_28_Lauritz LEGÉR,1490.00
KIF_24_Sebastian AUGUSTINUSSEN,1490.00
KIF_6_Nikolaj SVALASTOG,1490.00
REH_15_Lasse MIKKELSEN,1490.00
REH_10_Joaquim NAZARÉ,1490.00
MTH_9_Henrik JAKOBSEN,1490.00
GOG_23_Henrik TILSTED,1490.00
FHK_3_Kristjan ÖRN KRISTJANSSON,1490.00
SAH_41_Evgeni PEVNOV,1490.00
FHK_11_Mikkel LANG,1490.00
FHK_28_Morten KAALUND,1490.00
AAH_7_Léo MARTINEZ,1490.00
NSH_20_Felix MÖLLER,1490.00
NSH_17_Martin LARSEN,1490.00
NSH_4_Patrick WIESMACH,1490.00
AAH_11_Jonas RAUNDAHL,1490.00
GOG_97_Magnus RAHBEK,1490.00
TTH_49_Oscar LYKKE,1490.00
TMS_28_Kevin GULLIKSEN,1490.00
TTH_10_Frederik HORN,1490.00
FHK_4_Christoffer CICHOSZ,1490.00
TMS_10_Joaquim NAZARÉ,1490.00
GIF_8_Frederik TILSTED,1490.00
GIF_37_Linus PERSSON,1490.00
BSH_20_Frederik IVERSEN,1490.00
BSH_4_Frederik NIELSEN,1490.00
BSH_8_Rolf RAVN,1490.00
GIF_9_Gudmundur Bragi ASTPARSSON,1490.00
26_Peter BALLING,1490.00
GIF_20_August WIGER,1490.00
REH_11_Simon HALD,1490.00
AAH_11_Mathias JØRGENSEN,1490.00
BSH_3_Kristjan ÖRN KRISTJANSSON,1490.00
BSH_29_Andreas AAGREEN,1490.00
SAH_2_Benjamin JAKOBSEN,1490.00
FHK_18_Vetle RØNNINGEN,1490.00
NSH_2_Tobias Gregers SCHMIDT,1490.00
NSH_11_Nicolaj JØRGENSEN,1490.00
NSH_24_Sebastian AUGUSTINUSSEN,1490.00
SJE_19_Thomas BOILESEN,1490.00
SJE_5_Julius MØRCH,1490.00
SJE_17_Assar KAMMENHED,1490.00
NSH_28_Patrick VOLZ,1490.00
TTH_28_Rasmus MADSEN,1490.00
TTH_23_Henrik TILSTED,1490.00
TMS_6_Sebastian BARTHOLD,1490.00
KIF_14_Nicolaj SPANGGAARD,1490.00
REH_27_Sebastian BERTELSEN,1490.00
KIF_49_Karl WALLINIUS,1490.00
REH_23_Jacob KÜHNE,1490.00
FHK_25_Marinus MUNK,1490.00
TTH_13_Lasse SUNDE LID,1490.00
BSH_4_Christoffer CICHOSZ,1490.00
MTH_10_Joaquim NAZARÉ,1490.00
REH_14_Jacob BAGERSTED,1490.00
REH_29_Magnus FREDRIKSEN,1490.00
SAH_11_Kasper Dahl JACOBSEN,1490.00
NSH_4_Frederik NIELSEN,1490.00
GIF_17_Assar KAMMENHED,1490.00
KIF_7_Christoffer DREYER,1490.00
REH_17_Assar KAMMENHED,1490.00
KIF_14_Frederik JÆGERUM,1490.00
AAH_9_Kristoffer VESTERGAARD,1490.00
MTH_3_Lukas NILSSON,1490.00
AAH_7_Nichlas HALD,1490.00
GIF_6_Kristian BONEFELD,1490.00
SAH_17_Kristian Krag ØRSTED,1490.00
SAH_21_Kristoffer VESTERGAARD,1490.00
SAH_18_Martin RISOM,1490.00
BSH_21_René RASMUSSEN,1490.00
TMS_48_Gabriel SETTERBLOM,1490.00
SJE_19_Benjamin HALLGREN,1490.00
TTH_23_Joachim Lyng ALS,1490.00
GOG_25_Jonas PORUP,1490.00
NSH_22_Axel ANDERSSON,1490.00
FHK_48_Gabriel SETTERBLOM,1490.00
FHK_28_Patrick VOLZ,1490.00
SJE_41_Evgeni PEVNOV,1490.00
SJE_15_Mads KJELDGAARD,1490.00
FHK_2_Tobias Gregers SCHMIDT,1490.00
SAH_10_Magnus BRAMMING,1490.00
TTH_19_Thor CHRISTENSEN,1490.00
TTH_29_Andreas AAGREEN,1490.00
BSH_22_Rene ANTONSEN,1490.00
AAH_9_Gudmundur Bragi ASTPARSSON,1490.00
BSH_11_Simon HALD,1490.00
AAH_32_Nikolaj LÆSØ,1490.00
GOG_13_Noah GAUDIN,1490.00
SKH_3_Nicolai PEDERSEN,1490.00
MTH_18_Benjamin PEDERSEN,1490.00
KIF_22_Gustav SUNESEN,1490.00
MTH_2_Mads KRAGH THOMSEN,1490.00
MTH_23_Mads HOÉ JØRGENSEN,1490.00
KIF_15_Henrik Toft HANSEN,1490.00
