player,team_code,team_name,final_rating,games,primary_position,is_goalkeeper,elite_status,rating_change
MARK NIKOLAJSEN,LTH,Lemvig-Thyborøn Håndbold,1544.6,21,PL,False,LEGENDARY,197.5
JESPER KOKHOLM,LTH,Lemvig-Thyborøn Håndbold,1502.7,26,HF,False,LEGENDARY,243.7
JONAS LANGERHUUS,LTH,Lemvig-Thyborøn Håndbold,1475.1,25,PL,False,LEGENDARY,185.9
RASMUS PORUP,LTH,Lemvig-Thyborøn Håndbold,1460.1,21,PL,False,LEGENDARY,169.8
THOMAS BOHL DAMGAARD,LTH,Lemvig-Thyborøn Håndbold,1292.3000000000002,25,PL,False,ELITE,195.4
FREDERIK IVERSEN,LTH,Lemvig-Thyborøn Håndbold,1250.4,16,VF,False,ELITE,57.2
SØREN NØRGAARD,LTH,Lemvig-Thyborøn Håndbold,1248.1,11,VF,False,NORMAL,70.2
MADS THYMANN HANSEN,LTH,Lemvig-Thyborøn Håndbold,1204.0,25,PL,False,NORMAL,189.0
CHRISTIAN SABROE HOLM,LTH,Lemvig-Thyborøn Håndbold,1203.1,9,PL,False,NORMAL,28.1
NICOLAJ KJÆR SPANGGAARD,LTH,Lemvig-Thyborøn Håndbold,1142.5,26,PL,False,NORMAL,127.5
RONNIE SCHMIDT NICOLAISEN,LTH,Lemvig-Thyborøn Håndbold,1135.5,11,MV,True,NORMAL,120.5
RONNIE NICOLAISEN,LTH,Lemvig-Thyborøn Håndbold,1133.6,16,MV,True,NORMAL,0.0
NIELS LINDHOLT,LTH,Lemvig-Thyborøn Håndbold,1129.3000000000002,21,ST,False,NORMAL,56.4
JACOB ØSTERGAARD,LTH,Lemvig-Thyborøn Håndbold,1111.0,17,ST,False,NORMAL,14.5
SHADRACH-AMIE NSONI,LTH,Lemvig-Thyborøn Håndbold,1110.2,26,MV,True,NORMAL,22.8
ANDERS LENTZ THOMSEN,LTH,Lemvig-Thyborøn Håndbold,1109.2,8,Ukendt,False,NORMAL,-2.1
NICOLAI PUGHOLM HVID,LTH,Lemvig-Thyborøn Håndbold,1087.7,26,ST,False,NORMAL,29.7
PELLE SCHILLING,LTH,Lemvig-Thyborøn Håndbold,1077.5,11,VF,False,NORMAL,62.5
MIKKEL SANDHOLM,LTH,Lemvig-Thyborøn Håndbold,1064.4,19,HF,False,NORMAL,49.4
SASSER SONN,LTH,Lemvig-Thyborøn Håndbold,1029.5,10,ST,False,NORMAL,14.5
