player,team_code,team_name,final_rating,games,primary_position,is_goalkeeper,elite_status,rating_change
JORN SMITS,LTH,Lemvig-Thyborøn Håndbold,1496.8,22,PL,False,LEGENDARY,110.8
EMIL TELLERUP,LTH,Lemvig-Thyborøn Håndbold,1426.3,26,MV,True,LEGENDARY,112.2
CHRISTIAN HOLM,LTH,Lemvig-Thyborøn Håndbold,1362.8,15,PL,False,ELITE,97.3
JEPPE GADE,LTH,Lemvig-Thyborøn Håndbold,1356.6,26,PL,False,ELITE,341.6
EMIL JENSEN,LTH,Lemvig-Thyborøn Håndbold,1332.8,21,PL,False,ELITE,66.8
EMIL JESSEN,LTH,Lemvig-Thyborøn Håndbold,1323.8,22,VB,False,ELITE,94.8
JON KATBALLE,LTH,Lemvig-Thyborøn Håndbold,1319.4,18,PL,False,ELITE,29.2
NIELS LINDHOLT,LTH,Lemvig-Thyborøn Håndbold,1305.1,21,ST,False,ELITE,7.0
VILHELM POULSEN,LTH,Lemvig-Thyborøn Håndbold,1304.9,26,PL,False,ELITE,174.6
TOBIAS MYSSING,LTH,Lemvig-Thyborøn Håndbold,1199.9,23,HF,False,NORMAL,64.4
SIMON EGTVED,LTH,Lemvig-Thyborøn Håndbold,1192.6,18,MV,True,NORMAL,80.3
TOBIAS BAY,LTH,Lemvig-Thyborøn Håndbold,1176.4,25,VF,False,NORMAL,78.7
FREDRIK CLEMENTSEN,LTH,Lemvig-Thyborøn Håndbold,1147.1,23,ST,False,NORMAL,58.5
NICOLAI PUGHOLM,LTH,Lemvig-Thyborøn Håndbold,1108.8,25,ST,False,NORMAL,23.8
JENS KVIST,LTH,Lemvig-Thyborøn Håndbold,1050.2,18,HF,False,NORMAL,35.2
MATS GORDON,LTH,Lemvig-Thyborøn Håndbold,1039.1,11,VF,False,NORMAL,24.1
