player,team_code,team_name,final_rating,games,primary_position,is_goalkeeper,elite_status,rating_change
ESTAVANA POLMAN,TES,Team Esbjerg,1558.2,18,PL,False,LEGENDARY,193.4
LINE JØRGENSEN,TES,Team Esbjerg,1285.9,22,HB,False,ELITE,67.4
MARIT RØSBERG JACOBSEN,TES,Team Esbjerg,1284.9,23,HF,False,ELITE,117.5
KRISTINE BREISTØL,TES,Team Esbjerg,1280.1,23,PL,False,ELITE,135.6
VILDE MORTENSEN INGSTAD,TES,Team Esbjerg,1272.4,15,ST,False,ELITE,55.8
SANNA CHARLOTTE SOLBERG,TES,Team Esbjerg,1215.3,22,VF,False,NORMAL,61.7
SONJA FREY,TES,Team Esbjerg,1178.0,23,PL,False,NORMAL,163.0
CLARA MONTI DANIELSSON,TES,Team Esbjerg,1128.4,21,ST,False,NORMAL,43.1
MARIT MALM FRAFJORD,TES,Team Esbjerg,1097.3,22,ST,False,NORMAL,62.0
RUT JONSDOTTIR,TES,Team Esbjerg,1087.8,14,PL,False,NORMAL,32.6
ELMA HALILCEVIC,TES,Team Esbjerg,1078.5,12,VF,False,NORMAL,27.1
LENE ØSTERGAARD NIELSEN,TES,Team Esbjerg,1067.3,12,HB,False,NORMAL,18.6
RIKKE MARIE GRANLUND,TES,Team Esbjerg,1044.4,19,MV,True,NORMAL,8.8
RIKKE POULSEN,TES,Team Esbjerg,1039.3,17,MV,True,NORMAL,5.2
