player,team_code,team_name,final_rating,games,primary_position,is_goalkeeper,elite_status,rating_change
PETER BALLING,BSH,Bjerringbro-Silkeborg,1913.3,31,HB,False,LEGENDARY,513.4
NIKOLAJ LÆSØ,BSH,Bjerringbro-Silkeborg,1670.2,32,PL,False,LEGENDARY,270.5
MIKKEL LØVKVIST,BSH,Bjerringbro-Silkeborg,1648.6999999999998,27,MV,True,LEGENDARY,251.6
MORTEN OLSEN,BSH,Bjerringbro-Silkeborg,1579.8,24,PL,False,LEGENDARY,180.7
RASMUS LAUGE,BSH,Bjerringbro-Silkeborg,1466.1,15,PL,False,LEGENDARY,164.6
KASPER LARSEN,BSH,Bjerringbro-Silkeborg,1462.9,25,MV,True,LEGENDARY,70.2
PATRICK BOLDSEN,BSH,Bjerringbro-Silkeborg,1443.1,32,HF,False,LEGENDARY,134.6
ALEXANDER LYNGGAARD,BSH,Bjerringbro-Silkeborg,1401.6,28,ST,False,LEGENDARY,65.0
ANDERS ZACHARIASSEN,BSH,Bjerringbro-Silkeborg,1361.8,29,ST,False,ELITE,119.8
MADS LENBROCH,BSH,Bjerringbro-Silkeborg,1317.1,30,VF,False,ELITE,110.0
AUGUST FRIDÉN,BSH,Bjerringbro-Silkeborg,1233.6,8,VF,False,NORMAL,12.0
BENJAMIN JAKOBSEN,BSH,Bjerringbro-Silkeborg,1228.9,13,ST,False,NORMAL,14.7
MAGNUS RAHBEK,BSH,Bjerringbro-Silkeborg,1191.9,27,PL,False,NORMAL,124.8
GUDMUNDUR BRAGI ASTPARSSON,BSH,Bjerringbro-Silkeborg,1143.0,30,PL,False,NORMAL,128.0
RENÉ TOFT HANSEN,BSH,Bjerringbro-Silkeborg,1137.5,23,ST,False,NORMAL,-6.1
LASSE SUNDE LID,BSH,Bjerringbro-Silkeborg,1080.5,18,HB,False,NORMAL,65.5
