player,team_code,team_name,final_rating,games,primary_position,is_goalkeeper,elite_status,rating_change
IDA STAXEN LAGERBON,RIN,Ringkøbing Håndbold,1138.5,24,PL,False,NORMAL,123.5
SIMONE HEBSGAARD RASMUSSEN,RIN,Ringkøbing Håndbold,1105.0,22,VF,False,NORMAL,73.1
MICHELLE BRANDSTRUP,RIN,Ringkøbing Håndbold,1101.0,16,HB,False,NORMAL,86.0
HENRIETTE HANSEN,RIN,Ringkøbing Håndbold,1098.4,25,HF,False,NORMAL,69.1
JANE MEJLVANG,RIN,Ringkøbing Håndbold,1093.0,10,PL,False,NORMAL,61.1
MARIGONA HAJDARI,RIN,Ringkøbing Håndbold,1086.1,24,PL,False,NORMAL,55.7
NATASHA NOLEVSKA,RIN,Ringkøbing Håndbold,1067.2,23,HF,False,NORMAL,34.0
SILLE THOMSEN,RIN,Ringkøbing Håndbold,1065.8,22,ST,False,NORMAL,34.6
CAMILLA MAIBOM,RIN,Ringkøbing Håndbold,1059.9,8,PL,False,NORMAL,44.9
STINE BAUN ERIKSEN,RIN,Ringkøbing Håndbold,1043.8,6,VB,False,NORMAL,16.6
NICOLINE BERTHELSEN,RIN,Ringkøbing Håndbold,1030.6,10,PL,False,NORMAL,15.6
NANNA HINNERFELDT ANDERSEN,RIN,Ringkøbing Håndbold,1030.6,23,ST,False,NORMAL,15.6
ALBERTE SIMONSEN,RIN,Ringkøbing Håndbold,1026.7,11,PL,False,NORMAL,11.7
NAJA NISSEN KRISTENSEN,RIN,Ringkøbing Håndbold,1026.5,14,VF,False,NORMAL,11.5
NANNA HINNERFELDT ANDERSENASSIST,RIN,Ringkøbing Håndbold,1025.1,7,ST,False,NORMAL,10.1
NATASJA CLAUSEN,RIN,Ringkøbing Håndbold,1023.5,26,MV,True,NORMAL,8.5
ARLINDA HAJDARI,RIN,Ringkøbing Håndbold,1018.2,7,HB,False,NORMAL,3.2
