player,team_code,team_name,final_rating,games,primary_position,is_goalkeeper,elite_status,rating_change
ERIK THORSTEINSEN TOFT,MTH,Mors-Thy Håndbold,1522.9,22,VB,False,LEGENDARY,138.2
MARCUS DAHLIN,MTH,Mors-Thy Håndbold,1401.3,19,HB,False,LEGENDARY,71.8
JONAS GADE NIELSEN,MTH,Mors-Thy Håndbold,1366.3,22,HB,False,ELITE,101.8
LASSE PEDERSEN,MTH,Mors-Thy Håndbold,1245.0,24,HF,False,NORMAL,74.4
STEFAN NIELSEN,MTH,Mors-Thy Håndbold,1241.3,6,VB,False,NORMAL,5.3
EMIL BERGHOLT,MTH,Mors-Thy Håndbold,1207.3000000000002,24,ST,False,NORMAL,101.9
SØREN NØRGAARD,MTH,Mors-Thy Håndbold,1199.6,8,VF,False,NORMAL,36.4
JENS DOLBERG PLOUGSTRUP,MTH,Mors-Thy Håndbold,1197.0,23,PL,False,NORMAL,111.0
FREDERIK TILSTED,MTH,Mors-Thy Håndbold,1194.3,24,PL,False,NORMAL,107.5
JACOB HESSELLUND,MTH,Mors-Thy Håndbold,1189.1,21,VF,False,NORMAL,96.8
NICKLAS GRAUGAARD NIELSEN,MTH,Mors-Thy Håndbold,1171.1999999999998,24,MV,True,NORMAL,84.1
MADS HOXER HANGAARD,MTH,Mors-Thy Håndbold,1154.5,17,HB,False,NORMAL,65.8
ALLAN TOFT HANSEN,MTH,Mors-Thy Håndbold,1118.6,22,ST,False,NORMAL,23.2
TOBIAS RASMUSSEN,MTH,Mors-Thy Håndbold,1106.9,10,PL,False,NORMAL,19.5
SØREN PEDERSEN,MTH,Mors-Thy Håndbold,1062.7,23,MV,True,NORMAL,-2.6
SØREN REINHOLDT SØNDERGAARD HANSEN,MTH,Mors-Thy Håndbold,1054.8,8,Ukendt,False,NORMAL,-1.9
KASPER LINDGREN,MTH,Mors-Thy Håndbold,1039.3,18,ST,False,NORMAL,0.3
