player,team_code,team_name,final_rating,games,primary_position,is_goalkeeper,elite_status,rating_change
MADS SVANE KNUDSEN,MTH,Mors-Thy Håndbold,1727.1,28,PL,False,LEGENDARY,326.7
MARCUS MIDTGAARD,MTH,Mors-Thy Håndbold,1701.9,32,PL,False,LEGENDARY,300.7
NICHLAS HALD,MTH,Mors-Thy Håndbold,1638.4,31,PL,False,LEGENDARY,237.4
SVEND RUGHAVE,MTH,Mors-Thy Håndbold,1533.4,32,MV,True,LEGENDARY,133.1
LASSE PEDERSEN,MTH,Mors-Thy Håndbold,1509.1,31,HF,False,LEGENDARY,157.9
RASMUS MADSEN,MTH,Mors-Thy Håndbold,1490.0,32,HB,False,LEGENDARY,153.5
HENRIK TILSTED,MTH,Mors-Thy Håndbold,1378.0,19,VF,False,ELITE,44.3
VICTOR NORLYK,MTH,Mors-Thy Håndbold,1315.6,30,PL,False,ELITE,109.3
OLIVER LARSEN,MTH,Mors-Thy Håndbold,1276.4,29,MV,True,ELITE,115.9
MAGNUS NORLYK,MTH,Mors-Thy Håndbold,1272.3,29,VF,False,ELITE,113.3
KASPER DIDRIKSEN,MTH,Mors-Thy Håndbold,1202.1,30,ST,False,NORMAL,45.9
DENNIS BO JENSEN,MTH,Mors-Thy Håndbold,1158.3,6,Ukendt,False,NORMAL,-1.2
KASPER LINDGREN,MTH,Mors-Thy Håndbold,1147.7,28,ST,False,NORMAL,25.5
HENRIK TOFT HANSEN,MTH,Mors-Thy Håndbold,1141.9,31,ST,False,NORMAL,59.7
SILAS OVERBY,MTH,Mors-Thy Håndbold,1140.8,5,VF,False,NORMAL,-1.8
NIELS AGESEN,MTH,Mors-Thy Håndbold,1140.5,6,Ukendt,False,NORMAL,-1.6
GUSTAV SUNESEN,MTH,Mors-Thy Håndbold,1104.8,13,PL,False,NORMAL,11.2
MALTHE BULL,MTH,Mors-Thy Håndbold,1061.5,16,HF,False,NORMAL,46.5
