player,team_code,team_name,final_rating,games,primary_position,is_goalkeeper,elite_status,rating_change
EMIL MADSEN,GOG,GOG,1766.1,31,PL,False,LEGENDARY,364.5
AARON MENSING,GOG,GOG,1614.8000000000002,22,PL,False,LEGENDARY,214.4
NICOLAI PEDERSEN,GOG,GOG,1593.6,28,PL,False,LEGENDARY,200.8
ARON MENSING,GOG,GOG,1477.0,10,PL,False,LEGENDARY,76.7
LAURITZ LEGÉR,GOG,GOG,1375.8000000000002,15,PL,False,ELITE,31.9
HENRIK JAKOBSEN,GOG,GOG,1284.1,32,ST,False,ELITE,89.4
ANDERS ZACHARIASSEN,GOG,GOG,1251.6,20,ST,False,ELITE,56.3
TOBIAS THULIN,GOG,GOG,1244.4,31,MV,True,NORMAL,155.9
KASPER KILDELUND,GOG,GOG,1219.6,13,HF,False,NORMAL,19.9
HJALTE LYKKE,GOG,GOG,1198.0,17,HB,False,NORMAL,50.5
ALEXANDER BLONZ,GOG,GOG,1175.7,32,VF,False,NORMAL,160.7
JOACHIM LYNG ALS,GOG,GOG,1158.4,7,VF,False,NORMAL,19.6
FREDERIK CLAUSEN,GOG,GOG,1142.5,18,ST,False,NORMAL,4.4
MATTHIAS DORGELO,GOG,GOG,1129.0,23,MV,True,NORMAL,-3.0
OSKAR VIND,GOG,GOG,1113.0,32,HF,False,NORMAL,98.0
LINUS PERSSON,GOG,GOG,1067.0,19,PL,False,NORMAL,52.0
ANTON LINDSKOG,GOG,GOG,1047.1,15,ST,False,NORMAL,32.1
MIKKEL VOIGT FREDERIKSEN,GOG,GOG,1013.6,5,Ukendt,False,NORMAL,-1.4
