player,team_code,team_name,final_rating,games,primary_position,is_goalkeeper,elite_status,rating_change
OLIVER NORLYK,KIF,KIF Kolding,1616.0,26,HB,False,LEGENDARY,214.2
KRISTIAN STOKLUND,KIF,KIF Kolding,1605.3,24,PL,False,LEGENDARY,207.5
LAURITZ LEGÉR,KIF,KIF Kolding,1490.8,25,PL,False,LEGENDARY,140.5
BENJAMIN PEDERSEN,KIF,KIF Kolding,1432.5,16,ST,False,LEGENDARY,57.1
LARS SKAARUP,KIF,KIF Kolding,1391.6,20,VF,False,ELITE,65.9
VIKTOR NEVERS,KIF,KIF Kolding,1365.6,16,HF,False,ELITE,55.3
EMIL TELLERUP,KIF,KIF Kolding,1355.3,24,MV,True,ELITE,57.8
JOSIP CAVAR,KIF,KIF Kolding,1315.6999999999998,25,MV,True,ELITE,55.1
MATHIAS HEDEGAARD,KIF,KIF Kolding,1286.5,20,ST,False,ELITE,31.8
MAGNUS KRONBORG,KIF,KIF Kolding,1251.1,15,PL,False,ELITE,93.6
JENS SVANE,KIF,KIF Kolding,1187.7,12,PL,False,NORMAL,40.9
VICTOR LYNGSØ,KIF,KIF Kolding,1154.8,6,ST,False,NORMAL,10.8
FREDERIK BAY,KIF,KIF Kolding,1128.4,8,VF,False,NORMAL,19.1
JONAS TIDEMAND,KIF,KIF Kolding,1127.6,15,ST,False,NORMAL,31.2
DIOGO SILVA,KIF,KIF Kolding,1058.8,19,HB,False,NORMAL,43.8
SEBASTIAN BERTELSEN,KIF,KIF Kolding,1057.0,13,HF,False,NORMAL,42.0
MADS HOÉ JØRGENSEN,KIF,KIF Kolding,1026.0,5,VB,False,NORMAL,11.0
MATHIAS MAILAND,KIF,KIF Kolding,1025.4,7,PL,False,NORMAL,10.4
MADS KRAGH THOMSEN,KIF,KIF Kolding,1023.6,14,ST,False,NORMAL,8.6
