player,team_code,team_name,final_rating,games,primary_position,is_goalkeeper,elite_status,rating_change
JONAS LANGERHUUS,HCM,HC Midtjylland,1546.3,24,PL,False,LEGENDARY,150.0
RENÉ VILLADSEN,HCM,HC Midtjylland,1374.8,17,MV,True,ELITE,148.6
KASPER KVIST,HCM,HC Midtjylland,1354.3,22,VF,False,ELITE,96.5
RASMUS MADSEN,HCM,HC Midtjylland,1338.1,26,PL,False,ELITE,232.3
FREDERIK HUMMELMOSE,HCM,HC Midtjylland,1262.5,26,MV,True,ELITE,164.5
JONATHAN SØRENSEN,HCM,HC Midtjylland,1206.0,25,HF,False,NORMAL,78.3
RASMUS GRAFFE,HCM,HC Midtjylland,1197.1,11,PL,False,NORMAL,67.1
MAGNUS SØNNICHSEN,HCM,HC Midtjylland,1195.0,19,HF,False,NORMAL,33.4
MATHIAS HEDEGAARD,HCM,HC Midtjylland,1184.3,18,ST,False,NORMAL,20.8
MATHIAS NIKOLAJSEN,HCM,HC Midtjylland,1182.0,26,PL,False,NORMAL,167.0
VALDEMAR HERMANSEN,HCM,HC Midtjylland,1176.4,20,ST,False,NORMAL,40.6
FREDERIK SASS,HCM,HC Midtjylland,1147.5,19,VF,False,NORMAL,74.0
MIKKEL MADSEN,HCM,HC Midtjylland,1131.9,26,PL,False,NORMAL,116.9
BJARKE JØRGENSEN,HCM,HC Midtjylland,1126.8,26,PL,False,NORMAL,111.8
KASPER DIDRIKSEN,HCM,HC Midtjylland,1038.6,22,ST,False,NORMAL,23.6
ANDREAS THOMSEN,HCM,HC Midtjylland,1021.5,11,PL,False,NORMAL,6.5
JEPPE KROGH,HCM,HC Midtjylland,1015.7,6,ST,False,NORMAL,0.7
