player,team_code,team_name,final_rating,games,primary_position,is_goalkeeper,elite_status,rating_change
FREDERIKKE GULMARK,EHA,EH Aalborg,1464.4,29,PL,False,LEGENDARY,181.9
SILJE BRØNS,EHA,EH Aalborg,1439.2,30,PL,False,LEGENDARY,241.5
CLARA LERBY,EHA,EH Aalborg,1269.8,29,VF,False,ELITE,254.8
METTE BRANDT,EHA,EH Aalborg,1195.8,24,PL,False,NORMAL,180.8
CECILIE TERMANSEN,EHA,EH Aalborg,1186.6999999999998,30,ST,False,NORMAL,79.6
ANNA HVIID BANG,EHA,EH Aalborg,1150.1,27,PL,False,NORMAL,135.1
TINE GEERTSEN,EHA,EH Aalborg,1141.3,21,PL,False,NORMAL,30.3
MARLENE DAHLMANN,EHA,EH Aalborg,1139.9,20,HF,False,NORMAL,52.4
LIN JOHANNSEN,EHA,EH Aalborg,1133.7,10,VF,False,NORMAL,17.7
PETER NEDERGAARD JAGD,EHA,EH Aalborg,1119.3000000000002,6,Ukendt,False,NORMAL,-1.1
MAIKEN SKOV,EHA,EH Aalborg,1108.8,26,HF,False,NORMAL,93.8
SOFIE LASSEN,EHA,EH Aalborg,1090.8,28,MV,True,NORMAL,75.8
CAMILLA THORHAUGE,EHA,EH Aalborg,1075.3,21,ST,False,NORMAL,60.3
JOHANNE GRAUGAARD,EHA,EH Aalborg,1053.7,27,MV,True,NORMAL,38.7
MIRJA LYNGSØ,EHA,EH Aalborg,1053.3,23,ST,False,NORMAL,38.3
LIV SVEINBJØRNSDÓTTIR,EHA,EH Aalborg,1038.1,13,PL,False,NORMAL,23.1
ANNIKA FRIDHEIM,EHA,EH Aalborg,1023.0,16,MV,True,NORMAL,8.0
ANINE NORDAHL,EHA,EH Aalborg,1015.0,6,MV,True,NORMAL,0.0
ISABELLA SØRENSEN,EHA,EH Aalborg,1011.6,6,Ukendt,False,NORMAL,-3.4
