player,team_code,team_name,final_rating,games,primary_position,is_goalkeeper,elite_status,rating_change
OMAR INGI MAGNUSSON,AAH,Aalborg Håndbold,1510.4,34,HB,False,LEGENDARY,284.7
MAGNUS SAUGSTRUP,AAH,Aalborg Håndbold,1409.8000000000002,32,ST,False,LEGENDARY,292.9
JANUS SMARÁSON,AAH,Aalborg Håndbold,1374.0,36,PL,False,ELITE,219.5
ANDREAS HOLST JENSEN,AAH,Aalborg Håndbold,1373.6999999999998,23,VB,False,ELITE,153.6
TOBIAS ELLEBÆK,AAH,Aalborg Håndbold,1356.2,34,VB,False,ELITE,139.3
MARK STRANDGAARD,AAH,Aalborg Håndbold,1336.0,37,HF,False,ELITE,165.5
SEBASTIAN BARTHOLD,AAH,Aalborg Håndbold,1248.6,33,VF,False,NORMAL,186.5
HENRIK MØLLGAARD,AAH,Aalborg Håndbold,1213.1,35,PL,False,NORMAL,198.1
JESPER MEINBY PEDERSEN,AAH,Aalborg Håndbold,1140.7,31,HF,False,NORMAL,58.7
RENÉ ANTONSEN,AAH,Aalborg Håndbold,1132.0,33,ST,False,NORMAL,85.7
BUSTER JUUL,AAH,Aalborg Håndbold,1119.8000000000002,7,VF,False,NORMAL,16.9
ALEKSANDER SELMAR PEDERSEN,AAH,Aalborg Håndbold,1065.8,6,ST,False,NORMAL,2.7
STEFAN MADSEN,AAH,Aalborg Håndbold,1060.4,6,Ukendt,False,NORMAL,-1.7
MIKAEL AGGEFORS,AAH,Aalborg Håndbold,1052.1,34,MV,True,NORMAL,6.6
FREDERIK BECH JENSEN,AAH,Aalborg Håndbold,1036.4,11,VF,False,NORMAL,21.4
KRISTIAN SAEVERÅS,AAH,Aalborg Håndbold,1022.4,29,MV,True,NORMAL,7.4
OLIVER AMNITZBØLL NORLYK,AAH,Aalborg Håndbold,1020.2,7,HB,False,NORMAL,5.2
