player,team_code,team_name,final_rating,games,primary_position,is_goalkeeper,elite_status,rating_change
KRISTINA KRISTIANSEN,NFH,Nykøbing F. Håndbold,1540.9,31,PL,False,LEGENDARY,211.1
JOHANNA WESTBERG,NFH,Nykøbing F. Håndbold,1532.9,27,PL,False,LEGENDARY,241.3
CELINE LUNDBYE KRISTIANSEN,NFH,Nykøbing F. Håndbold,1471.5,29,PL,False,LEGENDARY,140.8
DIONE HOUSHEER,NFH,Nykøbing F. Håndbold,1457.4,19,HB,False,LEGENDARY,165.5
SOFIE FLADER,NFH,Nykøbing F. Håndbold,1194.1,30,ST,False,NORMAL,92.7
LÆRKE NOLSØE,NFH,Nykøbing F. Håndbold,1176.9,30,VF,False,NORMAL,161.9
AMALIE WULFF NIELSEN,NFH,Nykøbing F. Håndbold,1145.2,25,PL,False,NORMAL,130.2
NIKITA VAN DER VLIET,NFH,Nykøbing F. Håndbold,1140.7,31,ST,False,NORMAL,125.7
SOFIE OLSEN,NFH,Nykøbing F. Håndbold,1136.4,31,HF,False,NORMAL,121.4
JOHANNA FORSBERG,NFH,Nykøbing F. Håndbold,1101.7,31,ST,False,NORMAL,86.7
CELINE LUNDBYE KRISTIANSEN12,NFH,Nykøbing F. Håndbold,1091.8,5,Ukendt,False,NORMAL,9.7
CELINE LUNDBYE KRISTIANSEN16,NFH,Nykøbing F. Håndbold,1088.9,5,Ukendt,False,NORMAL,5.3
EMILIE STEFFENSEN,NFH,Nykøbing F. Håndbold,1079.5,22,PL,False,NORMAL,64.5
LYKKE FRANK HANSEN,NFH,Nykøbing F. Håndbold,1068.9,6,VF,False,NORMAL,13.4
JAKOB BIRKEDAL LARSEN,NFH,Nykøbing F. Håndbold,1068.2,6,Ukendt,False,NORMAL,-1.5
LOUISE EGESTORP,NFH,Nykøbing F. Håndbold,1056.5,31,MV,True,NORMAL,0.6
NATASJA CLAUSEN,NFH,Nykøbing F. Håndbold,1053.9,22,MV,True,NORMAL,0.0
MIA SOLBERG SVELE,NFH,Nykøbing F. Håndbold,1028.8,7,PL,False,NORMAL,13.8
JO NIELSEN,NFH,Nykøbing F. Håndbold,1019.5,5,Ukendt,False,NORMAL,4.5
