player,team_code,team_name,final_rating,games,primary_position,is_goalkeeper,elite_status,rating_change
EIRA AUNE,SVK,Silkeborg-Voel KFUM,1668.5,30,PL,False,LEGENDARY,266.4
NATASJA ANDREASEN,SVK,Silkeborg-Voel KFUM,1550.4,30,PL,False,LEGENDARY,235.3
HELENE KINDBERG,SVK,Silkeborg-Voel KFUM,1507.7,19,HB,False,LEGENDARY,195.0
SOFIE BÆK ANDERSEN,SVK,Silkeborg-Voel KFUM,1499.1,14,PL,False,LEGENDARY,101.9
ANDREA WEST BENDTSEN,SVK,Silkeborg-Voel KFUM,1417.3,22,PL,False,LEGENDARY,45.2
LINE SKAK,SVK,Silkeborg-Voel KFUM,1334.4,28,ST,False,ELITE,96.3
ANNIKA JAKOBSEN,SVK,Silkeborg-Voel KFUM,1322.2,24,HF,False,ELITE,57.9
EMILIE BASTRUP BERTELSEN,SVK,Silkeborg-Voel KFUM,1278.1,23,VF,False,ELITE,32.3
THEA HAMANN RASMUSSEN,SVK,Silkeborg-Voel KFUM,1239.5,7,PL,False,NORMAL,8.0
MATHILDE KRISTENSEN,SVK,Silkeborg-Voel KFUM,1214.7,15,ST,False,NORMAL,20.7
MAJA MUNCH LAURSEN,SVK,Silkeborg-Voel KFUM,1176.4,27,VF,False,NORMAL,63.5
MATHILDA LUNDSTRØM,SVK,Silkeborg-Voel KFUM,1107.4,22,HF,False,NORMAL,92.4
JAKOB ANDREASEN,SVK,Silkeborg-Voel KFUM,1098.5,5,Ukendt,False,NORMAL,-1.7
JOSEFINE VIDEBÆK,SVK,Silkeborg-Voel KFUM,1097.8,8,ST,False,NORMAL,6.3
STINE BONDE,SVK,Silkeborg-Voel KFUM,1074.6,27,MV,True,NORMAL,4.1
FILIPPA IDÉHN,SVK,Silkeborg-Voel KFUM,1064.4,20,MV,True,NORMAL,-1.0
ISABELLA BUNDGÅRD POULSEN,SVK,Silkeborg-Voel KFUM,1050.4,11,PL,False,NORMAL,35.4
NIKOLINE STRUNGE,SVK,Silkeborg-Voel KFUM,1021.8,7,Ukendt,False,NORMAL,6.8
SOFIE WENDELBO NIELSEN,SVK,Silkeborg-Voel KFUM,1021.2,6,ST,False,NORMAL,6.2
