player,team_code,team_name,final_rating,games,primary_position,is_goalkeeper,elite_status,rating_change
THOMAS MOGENSEN,SJH,SønderjyskE Herrehåndbold,1536.9,30,PL,False,LEGENDARY,200.0
JON ANDERSEN,SJH,SønderjyskE Herrehåndbold,1472.7,20,HB,False,LEGENDARY,151.0
OLIVER NØDDESBO EGGERT,SJH,SønderjyskE Herrehåndbold,1459.1999999999998,25,PL,False,LEGENDARY,129.6
MARCUS DAHLIN,SJH,SønderjyskE Herrehåndbold,1404.9,24,HB,False,LEGENDARY,123.0
JOSIP CAVAR,SJH,SønderjyskE Herrehåndbold,1368.5,30,MV,True,ELITE,281.9
OLIVER NØDDESBO EGGERT,SJH,SønderjyskE Herrehåndbold,1332.3,1,VB,False,NORMAL,0.1
FREDERIK LADEFOGED,SJH,SønderjyskE Herrehåndbold,1307.1999999999998,30,ST,False,ELITE,73.1
NOAH GAUDIN,SJH,SønderjyskE Herrehåndbold,1224.1,30,PL,False,NORMAL,209.1
TOBIAS MØLLER,SJH,SønderjyskE Herrehåndbold,1217.9,29,VF,False,NORMAL,202.9
OSKAR SUNNEFELDT,SJH,SønderjyskE Herrehåndbold,1165.3000000000002,5,PL,False,NORMAL,24.4
MORTEN BJØRNSHAUGE,SJH,SønderjyskE Herrehåndbold,1150.0,28,ST,False,NORMAL,38.4
ULRIK NØDDESBO EGGERT,SJH,SønderjyskE Herrehåndbold,1134.0,6,HF,False,NORMAL,8.3
ALEC SMIT,SJH,SønderjyskE Herrehåndbold,1133.8,26,HF,False,NORMAL,60.7
KRISTIAN STRANDEN,SJH,SønderjyskE Herrehåndbold,1119.8,17,PL,False,NORMAL,104.8
MIKKEL HANSEN,SJH,SønderjyskE Herrehåndbold,1117.8,6,VF,False,NORMAL,2.8
KRISTIAN PEDERSEN,SJH,SønderjyskE Herrehåndbold,1106.5,23,MV,True,NORMAL,91.5
SVEINN JÓHANNSSON,SJH,SønderjyskE Herrehåndbold,1100.3,25,ST,False,NORMAL,43.7
NIKOLAI VINTHER,SJH,SønderjyskE Herrehåndbold,1089.4,20,HF,False,NORMAL,74.4
JAN PYTLICK,SJH,SønderjyskE Herrehåndbold,1013.5,9,Ukendt,False,NORMAL,-1.5
