player,team_code,team_name,final_rating,games,primary_position,is_goalkeeper,elite_status,rating_change
JANE MEJLVANG,RIN,Ringkøbing Håndbold,1645.0,21,PL,False,LEGENDARY,242.8
STINE OPSTRUP KRISTENSEN,RIN,Ringkøbing Håndbold,1516.4,28,PL,False,LEGENDARY,155.5
MARIA BERGER WIERZBA,RIN,Ringkøbing Håndbold,1502.6,30,PL,False,LEGENDARY,241.4
FRIDA HØGAARD NIELSEN,RIN,Ringkøbing Håndbold,1491.9,28,PL,False,LEGENDARY,164.0
NANNA HINNERFELDT,RIN,Ringkøbing Håndbold,1363.8,26,ST,False,ELITE,107.8
CECILIE BJERRE,RIN,Ringkøbing Håndbold,1350.0,16,PL,False,ELITE,131.9
EMMA LAURSEN,RIN,Ringkøbing Håndbold,1333.0,24,HF,False,ELITE,72.1
RIKKE JOCHUMSEN,RIN,Ringkøbing Håndbold,1268.4,18,VF,False,ELITE,35.4
CAROLINE SVARRE,RIN,Ringkøbing Håndbold,1215.4,28,ST,False,NORMAL,32.7
SOFIE ØSTERGAARD,RIN,Ringkøbing Håndbold,1174.6999999999998,26,HF,False,NORMAL,73.6
EMILIE ROSBORG,RIN,Ringkøbing Håndbold,1167.4,28,VF,False,NORMAL,102.4
CAMILLA PEDERSEN,RIN,Ringkøbing Håndbold,1123.8,12,ST,False,NORMAL,14.6
STEPHANIE ANDERSEN,RIN,Ringkøbing Håndbold,1123.8,28,MV,True,NORMAL,5.0
JESPER HOLMRIS,RIN,Ringkøbing Håndbold,1118.9,5,Ukendt,False,NORMAL,-1.8
RAKUL WARDUM,RIN,Ringkøbing Håndbold,1117.5,27,MV,True,NORMAL,4.5
KAROLINE FAHLBERG,RIN,Ringkøbing Håndbold,1039.4,13,PL,False,NORMAL,24.4
