player,team_code,team_name,final_rating,games,primary_position,is_goalkeeper,elite_status,rating_change
ANNA GRUNDTVIG,AJK,Ajax København,1510.4,26,VF,False,LEGENDARY,129.2
CECILIE SPECHT,AJK,Ajax København,1481.6,26,HB,False,LEGENDARY,168.4
SUNA KROSSTEIG HANSEN,AJK,Ajax København,1246.6,20,PL,False,NORMAL,83.5
MAJA EIBERG,AJK,Ajax København,1189.7,26,PL,False,NORMAL,174.7
MATILDE KONDRUP NIELSEN,AJK,Ajax København,1166.4,12,VF,False,NORMAL,4.1
KATRINE JACOBSEN,AJK,Ajax København,1122.9,26,ST,False,NORMAL,42.2
RIKKE VORGAARD,AJK,Ajax København,1114.6,11,HF,False,NORMAL,22.7
AMANDA POULSEN,AJK,Ajax København,1110.9,8,PL,False,NORMAL,29.9
DITTE VIND,AJK,Ajax København,1082.4,25,MV,True,NORMAL,-3.1
LAURA SKYTTE,AJK,Ajax København,1061.6,22,PL,False,NORMAL,46.6
LEAH WESTERBERG,AJK,Ajax København,1047.9,18,HF,False,NORMAL,32.9
LÆRKE JUHL LÆSSØE,AJK,Ajax København,1038.5,24,ST,False,NORMAL,23.5
AMALIE ANDERSEN,AJK,Ajax København,1028.3,17,PL,False,NORMAL,13.3
BRYNHILD PÁLSDÓTTIR,AJK,Ajax København,1027.8,7,HF,False,NORMAL,12.8
MARIA KVANNLI,AJK,Ajax København,1019.3,5,ST,False,NORMAL,4.3
THERESE LARSEN,AJK,Ajax København,1018.4,19,MV,True,NORMAL,3.4
MILICA DJUKIC,AJK,Ajax København,1017.9,5,PL,False,NORMAL,2.9
