player,team_code,team_name,final_rating,games,primary_position,is_goalkeeper,elite_status,rating_change
CECILIE MØRCH HANSEN,SKB,Skanderborg Håndbold,1723.6,28,PL,False,LEGENDARY,377.7
LINE BERGGREN LARSEN,SKB,Skanderborg Håndbold,1627.6,28,PL,False,LEGENDARY,315.8
RIKKE HOFFBECK PETERSEN,SKB,Skanderborg Håndbold,1502.4,28,VF,False,LEGENDARY,487.4
STINE OPSTRUP KRISTENSEN,SKB,Skanderborg Håndbold,1500.9,28,PL,False,LEGENDARY,344.4
MELINA KRISTENSEN,SKB,Skanderborg Håndbold,1270.3,26,HF,False,ELITE,113.1
EMMA GANDRUP ERNST,SKB,Skanderborg Håndbold,1261.1,6,PL,False,ELITE,88.9
KATRINE LARSON,SKB,Skanderborg Håndbold,1258.5,5,Ukendt,False,ELITE,10.2
EMILIE BECH,SKB,Skanderborg Håndbold,1220.8,24,HF,False,NORMAL,64.7
MATHILDE STORGAARD,SKB,Skanderborg Håndbold,1204.7,23,ST,False,NORMAL,61.0
SOFIA BRO STENHOLT,SKB,Skanderborg Håndbold,1154.6999999999998,19,PL,False,NORMAL,44.1
STEINUNN HANSDOTTIR,SKB,Skanderborg Håndbold,1148.6,19,VF,False,NORMAL,44.0
LOTTE VESTERGAARD,SKB,Skanderborg Håndbold,1106.3,28,PL,False,NORMAL,53.2
EMMA FRIBERG,SKB,Skanderborg Håndbold,1095.2,25,MV,True,NORMAL,-0.2
CAROLINE AMALIE RASMUSSEN,SKB,Skanderborg Håndbold,1094.3,8,HB,False,NORMAL,11.8
ANNA VENG,SKB,Skanderborg Håndbold,1073.5,25,MV,True,NORMAL,-0.9
SARAH VEST KIRKELØKKE,SKB,Skanderborg Håndbold,1069.1,26,ST,False,NORMAL,15.3
ANNE BERGGREEN,SKB,Skanderborg Håndbold,1052.8,16,PL,False,NORMAL,37.8
