player,team_code,team_name,final_rating,games,primary_position,is_goalkeeper,elite_status,rating_change
JACOB LASSEN,BSH,Bjerringbro-Silkeborg,1702.6999999999998,35,PL,False,LEGENDARY,339.1
SEBASTIAN SKUBE,BSH,Bjerringbro-Silkeborg,1665.2,35,PL,False,LEGENDARY,266.3
NIKOLAJ ØRIS NIELSEN,BSH,Bjerringbro-Silkeborg,1654.7,33,PL,False,LEGENDARY,251.9
MADS KJELDGAARD ANDERSEN,BSH,Bjerringbro-Silkeborg,1496.0,33,PL,False,LEGENDARY,158.4
KASPER LARSEN,BSH,Bjerringbro-Silkeborg,1330.0,32,MV,True,ELITE,155.6
JESPER NØDDESBO,BSH,Bjerringbro-Silkeborg,1328.1,28,ST,False,ELITE,73.7
MADS ØRIS NIELSEN,BSH,Bjerringbro-Silkeborg,1325.0,30,PL,False,ELITE,84.3
AUGUST BASKÅR PEDERSEN,BSH,Bjerringbro-Silkeborg,1246.1,29,VF,False,NORMAL,110.2
JOHAN SJÖSTRAND,BSH,Bjerringbro-Silkeborg,1199.2,26,MV,True,NORMAL,184.2
WILLIAM BOGOJEVIC,BSH,Bjerringbro-Silkeborg,1198.5,33,PL,False,NORMAL,183.5
AKSEL HORGEN,BSH,Bjerringbro-Silkeborg,1196.3,34,HF,False,NORMAL,181.3
SEBASTIAN SKØTT,BSH,Bjerringbro-Silkeborg,1129.7,14,VF,False,NORMAL,25.5
ALEXANDER LYNGGAARD,BSH,Bjerringbro-Silkeborg,1116.9,35,ST,False,NORMAL,101.9
KLAUS THOMSEN,BSH,Bjerringbro-Silkeborg,1059.6,18,Ukendt,False,NORMAL,-15.6
RENÉ TOFT HANSEN,BSH,Bjerringbro-Silkeborg,1040.5,33,ST,False,NORMAL,25.5
LEON HENRIKSEN,BSH,Bjerringbro-Silkeborg,1013.7,5,Ukendt,False,NORMAL,-1.3
