player,team_code,team_name,final_rating,games,primary_position,is_goalkeeper,elite_status,rating_change
KRISTINA JØRGENSEN,VHK,Viborg HK,1361.8000000000002,32,PL,False,ELITE,227.4
LINE HAUGSTED,VHK,Viborg HK,1278.1999999999998,30,PL,False,ELITE,170.1
CARIN STRÖMBERG,VHK,Viborg HK,1257.5,32,PL,False,ELITE,141.0
LINE UNO,VHK,Viborg HK,1239.3,24,PL,False,NORMAL,86.5
ANN GRETE NØRGAARD,VHK,Viborg HK,1224.1999999999998,31,VF,False,NORMAL,133.6
MOA HÖGDAHL,VHK,Viborg HK,1196.3,32,PL,False,NORMAL,181.3
STINE BODHOLT NIELSEN,VHK,Viborg HK,1128.5,29,ST,False,NORMAL,76.2
STINE ANDERSEN,VHK,Viborg HK,1108.1,29,HF,False,NORMAL,93.1
IDA-MARIE MOESGAARD DAHL,VHK,Viborg HK,1082.6,31,ST,False,NORMAL,67.6
AMALIE GRØN HANSEN,VHK,Viborg HK,1075.9,23,VF,False,NORMAL,45.8
PAULINE BØGELUND,VHK,Viborg HK,1060.6,16,HB,False,NORMAL,45.6
ANNE-SOFIE FILTENBORG NIELSEN,VHK,Viborg HK,1031.5,7,HF,False,NORMAL,5.4
JOSEPHINE NORDSTRØM,VHK,Viborg HK,1024.6,18,MV,True,NORMAL,-0.3
RIKKE POULSEN,VHK,Viborg HK,1020.6,32,MV,True,NORMAL,1.7
