player,team_code,team_name,final_rating,games,primary_position,is_goalkeeper,elite_status,rating_change
TORBEN PETERSEN,ARH,Århus Håndbold,1291.3,32,VB,False,ELITE,276.3
ANDERS KRAGH MARTINUSEN,ARH,Århus Håndbold,1243.3,32,PL,False,NORMAL,228.3
OMAR INGI MAGNUSSON,ARH,Århus Håndbold,1204.2,32,PL,False,NORMAL,189.2
SEBASTIAN HENNEBERG,ARH,Århus Håndbold,1185.8,25,PL,False,NORMAL,170.8
NIKOLAJ LÆSØ,ARH,Århus Håndbold,1138.4,32,PL,False,NORMAL,123.4
SIGVALDI GUDJONSSON,ARH,Århus Håndbold,1104.3,32,HF,False,NORMAL,89.3
FREDRIK SCHILLING SØRENSEN,ARH,Århus Håndbold,1100.5,26,VF,False,NORMAL,85.5
TOBIAS TORPEGAARD MØLLER,ARH,Århus Håndbold,1094.4,32,VF,False,NORMAL,79.4
MATHIAS MØLLER,ARH,Århus Håndbold,1068.1,20,PL,False,NORMAL,53.1
ROBERT GUNNARSSON,ARH,Århus Håndbold,1064.9,27,ST,False,NORMAL,49.9
MADS KALSTRUP HONORÉ,ARH,Århus Håndbold,1039.1,23,ST,False,NORMAL,24.1
NIKOLAI SKOVMAND VINTHER,ARH,Århus Håndbold,1037.7,10,HF,False,NORMAL,22.7
RENE VILLADSEN,ARH,Århus Håndbold,1015.0,32,MV,True,NORMAL,0.0
JENS FREDSGAARD,ARH,Århus Håndbold,1015.0,29,MV,True,NORMAL,0.0
ERIK VEJE RASMUSSEN,ARH,Århus Håndbold,1012.7,7,Ukendt,False,NORMAL,-2.3
PETER LUND,ARH,Århus Håndbold,1011.1,24,ST,False,NORMAL,-3.9
