player,team_code,team_name,final_rating,games,primary_position,is_goalkeeper,elite_status,rating_change
CELINE LUNDBYE KRISTIANSEN,AAU,Aarhus United,1426.0,21,PL,False,LEGENDARY,172.7
HELENA ELVER,AAU,Aarhus United,1355.1,23,PL,False,ELITE,159.8
JUNE BØTTGER,AAU,Aarhus United,1327.7,23,VF,False,ELITE,130.4
JULIE PONTOPPIDAN,AAU,Aarhus United,1224.9,20,PL,False,NORMAL,106.8
MATHILDE NEESGAARD,AAU,Aarhus United,1215.5,20,PL,False,NORMAL,89.9
CHARLOTTE LUND MIKKELSEN,AAU,Aarhus United,1201.0,23,HF,False,NORMAL,85.5
ANNIKA MEYER,AAU,Aarhus United,1112.4,20,ST,False,NORMAL,55.0
LINE ELLERTSEN,AAU,Aarhus United,1104.5,22,PL,False,NORMAL,89.5
MARIE AAMAND SØRENSEN,AAU,Aarhus United,1080.4,16,ST,False,NORMAL,14.2
EMMA MOGENSEN,AAU,Aarhus United,1077.5,16,PL,False,NORMAL,11.0
CELINE LUNDBYE KRISTIANSEN12,AAU,Aarhus United,1069.9,6,Ukendt,False,NORMAL,10.2
FREDERIKKE GLAVIND HEDEGAARD,AAU,Aarhus United,1060.5,9,HF,False,NORMAL,8.7
EDITA NUKOVIC,AAU,Aarhus United,1043.1,10,ST,False,NORMAL,6.7
MARTINA THÖRN,AAU,Aarhus United,1039.8,21,MV,True,NORMAL,2.7
LISA MARIA HAMMER PEDERSEN,AAU,Aarhus United,1017.9,7,VF,False,NORMAL,2.9
NORA PERSSON,AAU,Aarhus United,1015.0,19,MV,True,NORMAL,0.0
