player,team_code,team_name,final_rating,games,primary_position,is_goalkeeper,elite_status,rating_change
JANE MEJLVANG,RIN,Ringkøbing Håndbold,1680.4,30,PL,False,LEGENDARY,278.2
FRIDA HØGAARD NIELSEN,RIN,Ringkøbing Håndbold,1332.6999999999998,30,PL,False,ELITE,215.6
LEONORA DEMAJ,RIN,Ringkøbing Håndbold,1315.0,28,PL,False,ELITE,95.5
EMMA LAURSEN,RIN,Ringkøbing Håndbold,1290.3,25,HF,False,ELITE,50.6
NANNA HINNERFELDT,RIN,Ringkøbing Håndbold,1272.2,30,ST,False,ELITE,150.7
RIKKE JOCHUMSEN,RIN,Ringkøbing Håndbold,1256.8,30,VF,False,ELITE,69.8
MARIA BERGER WIERZBA,RIN,Ringkøbing Håndbold,1242.8000000000002,29,PL,False,NORMAL,151.9
CECILIE BJERRE,RIN,Ringkøbing Håndbold,1186.0,17,PL,False,NORMAL,171.0
CAROLINE SVARRE,RIN,Ringkøbing Håndbold,1178.6,28,ST,False,NORMAL,29.9
JESPER HOLMRIS,RIN,Ringkøbing Håndbold,1114.4,8,Ukendt,False,NORMAL,-3.1
RAKUL WARDUM,RIN,Ringkøbing Håndbold,1105.5,25,MV,True,NORMAL,1.6
SOFIE ØSTERGAARD,RIN,Ringkøbing Håndbold,1098.9,30,HF,False,NORMAL,83.9
AMALIE GRØN,RIN,Ringkøbing Håndbold,1039.4,17,VF,False,NORMAL,24.4
IDA VIUM,RIN,Ringkøbing Håndbold,1020.2,17,MV,True,NORMAL,5.2
IDA MARIE PEDERSEN,RIN,Ringkøbing Håndbold,1017.2,6,MV,True,NORMAL,2.2
