player,team_code,team_name,final_rating,games,primary_position,is_goalkeeper,elite_status,rating_change
Christian TERMANSEN,SFH,Skive fH,1330.3,1,HB,False,NORMAL,1.5
Oliver JUHL,SFH,Skive fH,1209.5,2,PL,False,NORMAL,209.5
Joachim HYLDGAARD,SFH,Skive fH,1208.1,2,PL,False,NORMAL,208.1
Daniel GULDSMED,SFH,Skive fH,1207.3,2,ST,False,NORMAL,207.3
Matias DAMGAARD,SFH,Skive fH,1206.8,2,PL,False,NORMAL,206.8
Viktor VLASTOS,SFH,Skive fH,1206.1,2,HF,False,NORMAL,206.1
Jonas HERMANNSEN,SFH,Skive fH,1202.6,2,ST,False,NORMAL,202.6
Frederik BØRM,SFH,Skive fH,1201.4,1,ST,False,NORMAL,201.4
Simon OSTERSEN,SFH,Skive fH,1201.3,1,HF,False,NORMAL,201.3
Nickolei JENSEN,SFH,Skive fH,1200.3,1,PL,False,NORMAL,200.3
Sebastian SKØTT,SFH,Skive fH,1199.9,1,VF,False,NORMAL,199.9
