player,team_code,team_name,final_rating,games,primary_position,is_goalkeeper,elite_status,rating_change
MIA REJ,KBH,København Håndbold,1150.9,12,PL,False,NORMAL,135.9
ANNE CECILIE DE LA COUR,KBH,København Håndbold,1090.1,12,HB,False,NORMAL,75.1
KELLY DULFER,KBH,København Håndbold,1090.0,12,PL,False,NORMAL,75.0
JENNY ALM,KBH,København Håndbold,1079.7,12,PL,False,NORMAL,64.7
DEBBIE BONT,KBH,København Håndbold,1066.2,12,HF,False,NORMAL,51.2
MARIA LYKKEGAARD,KBH,København Håndbold,1046.4,12,ST,False,NORMAL,31.4
STINE KNUDSEN,KBH,København Håndbold,1045.8,10,VF,False,NORMAL,30.8
LOUISE FØNS,KBH,København Håndbold,1038.8,10,VF,False,NORMAL,23.8
MAI KRAGBALLE,KBH,København Håndbold,1037.6,10,VB,False,NORMAL,22.6
HANNA BLOMSTRAND,KBH,København Håndbold,1031.7,8,HB,False,NORMAL,16.7
LOUISE SVALASTOG,KBH,København Håndbold,1024.0,8,ST,False,NORMAL,9.0
ANNIKA MEYER,KBH,København Håndbold,1023.7,6,ST,False,NORMAL,8.7
MYRTHE SCHOENAKER,KBH,København Håndbold,1020.2,10,VB,False,NORMAL,5.2
JOHANNA BUNDSEN,KBH,København Håndbold,1014.3,12,MV,True,NORMAL,-0.7
