player,team_code,team_name,final_rating,games,primary_position,is_goalkeeper,elite_status,rating_change
EIVIND TANGEN,SKH,Skjern Håndbold,1747.3,34,HB,False,LEGENDARY,349.5
JESPER KONRADSSON,SKH,Skjern Håndbold,1734.0,32,PL,False,LEGENDARY,334.9
LASSE MIKKELSEN,SKH,Skjern Håndbold,1732.9,36,PL,False,LEGENDARY,717.9
EMIL BERGHOLT,SKH,Skjern Håndbold,1580.6,39,ST,False,LEGENDARY,293.4
RENÉ RASMUSSEN,SKH,Skjern Håndbold,1473.2,37,HF,False,LEGENDARY,155.4
LASSE UTH,SKH,Skjern Håndbold,1414.1,37,VF,False,LEGENDARY,128.8
JØRGEN RASMUSSEN,SKH,Skjern Håndbold,1352.7,15,VF,False,ELITE,92.3
CHRISTOFFER BONDE,SKH,Skjern Håndbold,1317.7,38,MV,True,ELITE,302.7
ROBIN HAUG,SKH,Skjern Håndbold,1306.0,7,MV,True,ELITE,133.3
OLIVER NORLYK,SKH,Skjern Håndbold,1255.0,22,PL,False,ELITE,154.4
TOBIAS MYGIND,SKH,Skjern Håndbold,1156.9,20,PL,False,NORMAL,141.9
SENJAMIN BURIC,SKH,Skjern Håndbold,1154.9,39,ST,False,NORMAL,139.9
JONATHAN WÜRTZ,SKH,Skjern Håndbold,1093.0,8,PL,False,NORMAL,-5.5
MIKKEL LANG,SKH,Skjern Håndbold,1091.3,7,HF,False,NORMAL,76.3
JAKOB RASMUSSEN,SKH,Skjern Håndbold,1085.2,22,PL,False,NORMAL,70.2
ALFRED JÖNSSON,SKH,Skjern Håndbold,1083.0,20,PL,False,NORMAL,68.0
ANTON HAGVALL,SKH,Skjern Håndbold,1072.3,18,MV,True,NORMAL,57.3
LASSE VUUST ANDERSEN,SKH,Skjern Håndbold,1015.0,6,MV,True,NORMAL,0.0
