player,team_code,team_name,final_rating,games,primary_position,is_goalkeeper,elite_status,rating_change
CLARA BANG,SKB,Skanderborg Håndbold,1514.9,28,PL,False,LEGENDARY,247.0
VERONA REXHEPI,SKB,Skanderborg Håndbold,1493.6999999999998,30,PL,False,LEGENDARY,246.6
EMILIE BECH,SKB,Skanderborg Håndbold,1279.5,19,HF,False,ELITE,46.4
ASTRID LYNNERUP,SKB,Skanderborg Håndbold,1273.6,32,VF,False,ELITE,188.5
NICOLINE LAURITSEN,SKB,Skanderborg Håndbold,1225.5,31,PL,False,NORMAL,105.5
BOLINE LAURSEN,SKB,Skanderborg Håndbold,1225.4,31,ST,False,NORMAL,116.3
ANNE-SOFIE FILTENBORG,SKB,Skanderborg Håndbold,1161.7,27,HF,False,NORMAL,35.3
MIA LAGUMDZIJA,SKB,Skanderborg Håndbold,1150.8,26,PL,False,NORMAL,135.8
JOSEFINE KAAE LARSEN,SKB,Skanderborg Håndbold,1135.6,13,VF,False,NORMAL,23.5
CHRISTINA HANSEN,SKB,Skanderborg Håndbold,1124.5,16,ST,False,NORMAL,16.9
SARAH ERNEBJERG,SKB,Skanderborg Håndbold,1091.4,30,MV,True,NORMAL,17.6
ISABELLA MATHORNE,SKB,Skanderborg Håndbold,1089.5,25,MV,True,NORMAL,8.2
SUNA HANSEN,SKB,Skanderborg Håndbold,1079.6,17,PL,False,NORMAL,64.6
STINE ALMIND,SKB,Skanderborg Håndbold,1073.8000000000002,22,MV,True,NORMAL,2.4
ANNIKA SOLBERG DALSAGER,SKB,Skanderborg Håndbold,1060.8,18,PL,False,NORMAL,45.8
FILIPPA NEDOVIC,SKB,Skanderborg Håndbold,1056.2,18,ST,False,NORMAL,41.2
ASTRID LESLIE,SKB,Skanderborg Håndbold,1036.1,10,PL,False,NORMAL,21.1
EMILIE NØRGAARD BECH,SKB,Skanderborg Håndbold,1026.9,7,HF,False,NORMAL,11.9
EMILIE SCHLEICHER,SKB,Skanderborg Håndbold,1019.2,6,ST,False,NORMAL,4.2
