player,team_code,team_name,final_rating,games,primary_position,is_goalkeeper,elite_status,rating_change
AARON MENSING,SJH,SønderjyskE Herrehåndbold,1225.5,29,VB,False,NORMAL,210.5
CHRIS HOLM JØRGENSEN,SJH,SønderjyskE Herrehåndbold,1200.4,29,PL,False,NORMAL,185.4
ALEXANDER HANSEN,SJH,SønderjyskE Herrehåndbold,1132.7,29,HB,False,NORMAL,117.7
MIKKEL KJÆR MØLLER,SJH,SønderjyskE Herrehåndbold,1131.3,29,VF,False,NORMAL,116.3
ADAM NYFJÄLL,SJH,SønderjyskE Herrehåndbold,1120.1,28,ST,False,NORMAL,105.1
KASPER OLSEN,SJH,SønderjyskE Herrehåndbold,1112.6,28,VB,False,NORMAL,97.6
SIMON WESTH KRISTIANSEN,SJH,SønderjyskE Herrehåndbold,1107.8,21,HB,False,NORMAL,92.8
CHRISTIAN JENSEN,SJH,SønderjyskE Herrehåndbold,1098.6,26,HF,False,NORMAL,83.6
CLAUS KJELDGAARD,SJH,SønderjyskE Herrehåndbold,1095.0,27,PL,False,NORMAL,80.0
MATTIAS THYNELL,SJH,SønderjyskE Herrehåndbold,1076.9,7,VB,False,NORMAL,61.9
FREDERIK BØRM,SJH,SønderjyskE Herrehåndbold,1063.2,29,ST,False,NORMAL,48.2
KENNETH BACH HANSEN,SJH,SønderjyskE Herrehåndbold,1055.6,25,HF,False,NORMAL,40.6
CHRISTOFFER FORS,SJH,SønderjyskE Herrehåndbold,1049.1,16,VF,False,NORMAL,34.1
JACOB LYCK,SJH,SønderjyskE Herrehåndbold,1024.4,7,VB,False,NORMAL,9.4
THORSTEN FRIES,SJH,SønderjyskE Herrehåndbold,1022.3,23,MV,True,NORMAL,7.3
KRISTIAN DAHL PEDERSEN,SJH,SønderjyskE Herrehåndbold,1021.5,18,MV,True,NORMAL,6.5
CHRISTIAN LYNGGAARD PEDERSEN,SJH,SønderjyskE Herrehåndbold,1015.0,14,MV,True,NORMAL,0.0
KASPER CHRISTENSEN,SJH,SønderjyskE Herrehåndbold,1012.7,9,Ukendt,False,NORMAL,-2.3
