player,team_code,team_name,final_rating,games,primary_position,is_goalkeeper,elite_status,rating_change
PETER BALLING,BSH,Bjerringbro-Silkeborg,1913.3,31,HB,False,LEGENDARY,513.4
CHRISTOFFER BONDE,SKH,Skjern Håndbold,1874.1,36,MV,True,LEGENDARY,475.9
NICOLAJ JØRGENSEN,SJH,SønderjyskE Herrehåndbold,1837.6,30,PL,False,LEGENDARY,435.6
NOAH GAUDIN,SKH,Skjern Håndbold,1784.6999999999998,34,PL,False,LEGENDARY,387.1
MADS SVANE KNUDSEN,MTH,Mors-Thy Håndbold,1727.1,28,PL,False,LEGENDARY,326.7
WILLIAM AAR,TTH,TTH Holstebro,1704.1,35,PL,False,LEGENDARY,305.2
MARCUS MIDTGAARD,MTH,Mors-Thy Håndbold,1701.9,32,PL,False,LEGENDARY,300.7
MORTEN HEMPEL JENSEN,SAH,SAH - Skanderborg AGF,1697.6,32,PL,False,LEGENDARY,300.4
FREDERIK TILSTED,GOG,GOG,1687.6,34,PL,False,LEGENDARY,288.5
CHRISTOFFER DREYER,TMH,TMS Ringsted,1680.5,29,PL,False,LEGENDARY,283.2
NIKOLAJ LÆSØ,BSH,Bjerringbro-Silkeborg,1670.2,32,PL,False,LEGENDARY,270.5
THOMAS DAMGAARD,TTH,TTH Holstebro,1655.8,35,PL,False,LEGENDARY,312.8
EMIL LÆRKE,SAH,SAH - Skanderborg AGF,1652.9,26,PL,False,LEGENDARY,254.0
MIKKEL LØVKVIST,BSH,Bjerringbro-Silkeborg,1648.6999999999998,27,MV,True,LEGENDARY,251.6
BENJAMIN HALLGREN,TMH,TMS Ringsted,1647.7,29,PL,False,LEGENDARY,302.5
MATIAS CAMPBELL,NSH,Nordsjælland Håndbold,1647.1,24,PL,False,LEGENDARY,247.1
NICHLAS HALD,MTH,Mors-Thy Håndbold,1638.4,31,PL,False,LEGENDARY,237.4
THOMAS ARNOLDSEN,AAH,Aalborg Håndbold,1634.2,20,PL,False,LEGENDARY,236.5
SEBASTIAN FRANDSEN,FHK,Fredericia Håndbold Klub,1631.0,23,MV,True,LEGENDARY,230.1
TOBIAS NIELSEN,TMH,TMS Ringsted,1624.8,30,HF,False,LEGENDARY,240.1
CARL-EMIL HAUNSTRUP,NSH,Nordsjælland Håndbold,1623.1,30,HF,False,LEGENDARY,225.6
KRISTOFFER VESTERGAARD,GIF,Grindsted GIF Håndbold,1616.7,58,PL,False,LEGENDARY,406.7
OLIVER NORLYK,KIF,KIF Kolding,1616.0,26,HB,False,LEGENDARY,214.2
REINIER TABOADA,FHK,Fredericia Håndbold Klub,1610.2,32,PL,False,LEGENDARY,210.8
NICOLAI PEDERSEN,GOG,GOG,1608.1,35,PL,False,LEGENDARY,208.9
KRISTIAN STOKLUND,KIF,KIF Kolding,1605.3,24,PL,False,LEGENDARY,207.5
ALFRED JÖNSSON,REH,Ribe-Esbjerg HH,1594.7,29,PL,False,LEGENDARY,254.2
JAKOB RASMUSSEN,SKH,Skjern Håndbold,1588.9,34,PL,False,LEGENDARY,235.4
MATHIAS JØRGENSEN,REH,Ribe-Esbjerg HH,1585.7,28,HF,False,LEGENDARY,184.0
MORTEN OLSEN,BSH,Bjerringbro-Silkeborg,1579.8,24,PL,False,LEGENDARY,180.7
MADS HOXER HANGAARD,AAH,Aalborg Håndbold,1578.1,21,PL,False,LEGENDARY,175.1
LASSE MIKKELSEN,SKH,Skjern Håndbold,1567.8,26,PL,False,LEGENDARY,168.2
ANDREAS HAAGEN,TMH,TMS Ringsted,1542.2,29,MV,True,LEGENDARY,139.5
JEPPE CIESLAK,SAH,SAH - Skanderborg AGF,1541.3,32,VF,False,LEGENDARY,138.3
ELVAR ASGEIRSSON,REH,Ribe-Esbjerg HH,1539.8,27,PL,False,LEGENDARY,138.8
MARTIN BISGAARD,FHK,Fredericia Håndbold Klub,1538.1,32,VF,False,LEGENDARY,135.4
SVEND RUGHAVE,MTH,Mors-Thy Håndbold,1533.4,32,MV,True,LEGENDARY,133.1
MAGNUS PETERSEN,NSH,Nordsjælland Håndbold,1518.3,30,MV,True,LEGENDARY,144.8
MARK NIKOLAJSEN,TMH,TMS Ringsted,1510.8,23,PL,False,LEGENDARY,111.2
LASSE PEDERSEN,MTH,Mors-Thy Håndbold,1509.1,31,HF,False,LEGENDARY,157.9
JOAQUIM NAZARÉ,SKH,Skjern Håndbold,1506.1999999999998,35,PL,False,LEGENDARY,279.1
THOMAS BOILESEN,NSH,Nordsjælland Håndbold,1506.0,28,PL,False,LEGENDARY,142.1
SANDER HEIEREN,TTH,TTH Holstebro,1503.9,35,MV,True,LEGENDARY,296.5
FREDRIK OLSSON,SAH,SAH - Skanderborg AGF,1503.3000000000002,32,PL,False,LEGENDARY,226.9
FREDERIK BJERRE,TTH,TTH Holstebro,1499.0,29,VF,False,LEGENDARY,144.9
NIKOLAJ MARKUSSEN,TTH,TTH Holstebro,1492.1,20,VB,False,LEGENDARY,94.0
LAURITZ LEGÉR,KIF,KIF Kolding,1490.8,25,PL,False,LEGENDARY,140.5
RASMUS MADSEN,MTH,Mors-Thy Håndbold,1490.0,32,HB,False,LEGENDARY,153.5
MAGNUS BRAMMING,TTH,TTH Holstebro,1489.8000000000002,28,VF,False,LEGENDARY,155.4
BJARKE CHRISTENSEN,SKH,Skjern Håndbold,1483.5,28,VF,False,LEGENDARY,80.5
JESPER DAHL,NSH,Nordsjælland Håndbold,1482.7,18,HB,False,LEGENDARY,82.4
ANDERS KRAGH MARTINUSEN,FHK,Fredericia Håndbold Klub,1480.4,11,PL,False,LEGENDARY,81.6
EMIL BERGHOLT,SKH,Skjern Håndbold,1477.2,35,ST,False,LEGENDARY,124.8
HJALTE LYKKE,GOG,GOG,1476.4,28,HB,False,LEGENDARY,276.5
MORTEN BALLING,SAH,SAH - Skanderborg AGF,1475.4,31,PL,False,LEGENDARY,117.7
NIKLAS LANDIN,AAH,Aalborg Håndbold,1472.6999999999998,26,MV,True,LEGENDARY,122.6
GUSTAV BRUUN,NSH,Nordsjælland Håndbold,1469.4,28,PL,False,LEGENDARY,200.0
SEBASTIAN BARTHOLD,AAH,Aalborg Håndbold,1469.1,29,VF,False,LEGENDARY,120.5
EIVIND TANGEN,SKH,Skjern Håndbold,1467.6999999999998,32,HB,False,LEGENDARY,88.1
ANDREAS SØGAARD,REH,Ribe-Esbjerg HH,1467.6,28,ST,False,LEGENDARY,124.6
RASMUS LAUGE,BSH,Bjerringbro-Silkeborg,1466.1,15,PL,False,LEGENDARY,164.6
JONATAN MOLLERUP,SAH,SAH - Skanderborg AGF,1465.5,20,HF,False,LEGENDARY,65.5
BUSTER JUUL,AAH,Aalborg Håndbold,1464.7,24,VF,False,LEGENDARY,86.0
NICOLAJ SPANGGAARD,REH,Ribe-Esbjerg HH,1463.4,29,PL,False,LEGENDARY,126.0
KASPER LARSEN,BSH,Bjerringbro-Silkeborg,1462.9,25,MV,True,LEGENDARY,70.2
KASPER YOUNG,FHK,Fredericia Håndbold Klub,1454.6,15,HF,False,LEGENDARY,82.6
AUGUST WIGER,SJH,SønderjyskE Herrehåndbold,1446.0,29,PL,False,LEGENDARY,134.4
KRISTIAN BJØRNSEN,AAH,Aalborg Håndbold,1444.5,24,HF,False,LEGENDARY,95.1
MARCUS MØRK,REH,Ribe-Esbjerg HH,1443.4,17,PL,False,LEGENDARY,41.5
PATRICK BOLDSEN,BSH,Bjerringbro-Silkeborg,1443.1,32,HF,False,LEGENDARY,134.6
MIHA ZVIZEJ,TTH,TTH Holstebro,1435.8000000000002,32,ST,False,LEGENDARY,88.9
MORTEN JØRGENSEN,REH,Ribe-Esbjerg HH,1434.3,24,VF,False,LEGENDARY,96.5
NIKLAS KRAFT,REH,Ribe-Esbjerg HH,1433.6999999999998,25,MV,True,LEGENDARY,93.1
BENJAMIN PEDERSEN,KIF,KIF Kolding,1432.5,16,ST,False,LEGENDARY,57.1
MAGNUS BRANDBYGE,SAH,SAH - Skanderborg AGF,1429.0,29,MV,True,LEGENDARY,86.7
ANDREAS AAGREEN,SAH,SAH - Skanderborg AGF,1424.4,11,HF,False,LEGENDARY,24.0
SENJAMIN BURIC,SKH,Skjern Håndbold,1423.1999999999998,33,ST,False,LEGENDARY,86.1
OLIVER WOSNIAK,TMH,TMS Ringsted,1418.8000000000002,11,PL,False,LEGENDARY,73.9
TOBIAS GRØNDAHL,GOG,GOG,1417.1,35,PL,False,LEGENDARY,402.1
FREDERIK IVERSEN,GIF,Grindsted GIF Håndbold,1416.5,31,VF,False,LEGENDARY,148.8
JOHAN MEKLENBORG,TTH,TTH Holstebro,1416.5,10,PL,False,LEGENDARY,46.0
NIKOLAJ LARSSON,NSH,Nordsjælland Håndbold,1413.3,27,HB,False,LEGENDARY,168.0
MORTEN BJØRNSHAUGE,SJH,SønderjyskE Herrehåndbold,1408.2,26,ST,False,LEGENDARY,89.8
ALEXANDER LYNGGAARD,BSH,Bjerringbro-Silkeborg,1401.6,28,ST,False,LEGENDARY,65.0
RENÉ RASMUSSEN,SKH,Skjern Håndbold,1395.3,33,HF,False,ELITE,79.8
LARS SKAARUP,KIF,KIF Kolding,1391.6,20,VF,False,ELITE,65.9
THORSTEN FRIES,FHK,Fredericia Håndbold Klub,1389.1,20,MV,True,ELITE,95.9
ÁGÚST BJÖRGVINSSON,REH,Ribe-Esbjerg HH,1379.4,28,MV,True,ELITE,24.8
