player,team_code,team_name,final_rating,games,primary_position,is_goalkeeper,elite_status,rating_change
LASSE PEDERSEN,MTH,Mors-Thy Håndbold,1471.3,30,HF,False,LEGENDARY,145.1
MADS THYMANN,MTH,Mors-Thy Håndbold,1352.1,29,PL,False,ELITE,147.9
SVEND RUGHAVE,MTH,Mors-Thy Håndbold,1345.7,14,MV,True,ELITE,72.9
NICOLAJ SPANGGAARD,MTH,Mors-Thy Håndbold,1321.8,26,PL,False,ELITE,126.3
MARCUS MIDTGAARD,MTH,Mors-Thy Håndbold,1309.0,30,PL,False,ELITE,220.0
MADS SVANE KNUDSEN,MTH,Mors-Thy Håndbold,1298.1999999999998,22,PL,False,ELITE,168.1
RASMUS HENRIKSEN,MTH,Mors-Thy Håndbold,1296.5,28,MV,True,ELITE,97.4
FREDERIK BJERRE,MTH,Mors-Thy Håndbold,1289.5,30,VF,False,ELITE,160.3
TIM SØRENSEN,MTH,Mors-Thy Håndbold,1286.3000000000002,20,HF,False,ELITE,37.4
ALLAN TOFT HANSEN,MTH,Mors-Thy Håndbold,1181.4,5,ST,False,NORMAL,4.7
AXEL FRANZÉN,MTH,Mors-Thy Håndbold,1170.2,21,ST,False,NORMAL,49.9
OSCAR VON OETTINGEN,MTH,Mors-Thy Håndbold,1143.3,9,PL,False,NORMAL,16.3
LASSE VUUST ANDERSEN,MTH,Mors-Thy Håndbold,1116.5,6,MV,True,NORMAL,3.1
NIELS AGESEN,MTH,Mors-Thy Håndbold,1101.4,6,Ukendt,False,NORMAL,-1.4
VICTOR NORLYK,MTH,Mors-Thy Håndbold,1076.0,23,PL,False,NORMAL,61.0
KASPER LINDGREN,MTH,Mors-Thy Håndbold,1067.2,23,ST,False,NORMAL,-9.7
KRISTIAN VUKMAN,MTH,Mors-Thy Håndbold,1062.1,24,PL,False,NORMAL,47.1
ANDREAS NIELSEN,MTH,Mors-Thy Håndbold,1056.8,28,ST,False,NORMAL,41.8
MAGNUS NORLYK,MTH,Mors-Thy Håndbold,1052.5,14,VF,False,NORMAL,37.5
MARCUS NORRBRINK,MTH,Mors-Thy Håndbold,1044.4,16,PL,False,NORMAL,29.4
