player,team_code,team_name,final_rating,games,primary_position,is_goalkeeper,elite_status,rating_change
NICOLAJ JØRGENSEN,SJH,SønderjyskE Herrehåndbold,1837.6,30,PL,False,LEGENDARY,435.6
AUGUST WIGER,SJH,SønderjyskE Herrehåndbold,1446.0,29,PL,False,LEGENDARY,134.4
MORTEN BJØRNSHAUGE,SJH,SønderjyskE Herrehåndbold,1408.2,26,ST,False,LEGENDARY,89.8
SEBASTIAN AUGUSTINUSSEN,SJH,SønderjyskE Herrehåndbold,1309.9,24,HF,False,ELITE,68.2
NIKOLAJ SVALASTOG,SJH,SønderjyskE Herrehåndbold,1291.7,18,VF,False,ELITE,76.5
MATTHIAS DORGELO,SJH,SønderjyskE Herrehåndbold,1282.2,22,MV,True,ELITE,138.3
TOBIAS OLSEN,SJH,SønderjyskE Herrehåndbold,1253.1,13,PL,False,ELITE,41.0
MAGNUS FREDRIKSEN,SJH,SønderjyskE Herrehåndbold,1215.3,30,PL,False,NORMAL,200.3
JACOB BAGERSTED,SJH,SønderjyskE Herrehåndbold,1187.8,28,ST,False,NORMAL,26.2
TOBIAS GREGERS SCHMIDT,SJH,SønderjyskE Herrehåndbold,1184.8,17,ST,False,NORMAL,23.8
JULIUS STEN,SJH,SønderjyskE Herrehåndbold,1179.3,29,MV,True,NORMAL,68.7
RASMUS GLAD VANDBÆK,SJH,SønderjyskE Herrehåndbold,1157.8,5,Ukendt,False,NORMAL,-1.4
PATRICK VOLZ,SJH,SønderjyskE Herrehåndbold,1146.8,27,VF,False,NORMAL,131.8
EBBE STANKIEWICZ,SJH,SønderjyskE Herrehåndbold,1136.7,30,HF,False,NORMAL,121.7
GABRIEL SETTERBLOM,SJH,SønderjyskE Herrehåndbold,1125.9,22,PL,False,NORMAL,110.9
MAGNUS HOLPERT,SJH,SønderjyskE Herrehåndbold,1120.8,9,PL,False,NORMAL,20.1
LUCAS REHFUS,SJH,SønderjyskE Herrehåndbold,1024.5,9,VB,False,NORMAL,9.5
