player,team_code,team_name,final_rating,games,primary_position,is_goalkeeper,elite_status,rating_change
METTE TRANBORG,TES,Team Esbjerg,1513.6,38,HB,False,LEGENDARY,265.8
KRISTINE BREISTØL,TES,Team Esbjerg,1490.2,33,PL,False,LEGENDARY,217.3
MARIT RØSBERG JACOBSEN,TES,Team Esbjerg,1441.8000000000002,35,HF,False,LEGENDARY,182.4
SONJA FREY,TES,Team Esbjerg,1408.1,30,PL,False,LEGENDARY,204.9
VILDE MORTENSEN INGSTAD,TES,Team Esbjerg,1365.1,26,ST,False,ELITE,118.6
KAJA KAMP NIELSEN,TES,Team Esbjerg,1299.5,31,ST,False,ELITE,74.2
ANNETTE JENSEN,TES,Team Esbjerg,1293.3,36,PL,False,ELITE,190.2
METTE TRANBORG,TES,Team Esbjerg,1249.9,2,Ukendt,False,NORMAL,0.2
MARIT MALM FRAFJORD,TES,Team Esbjerg,1217.8,35,ST,False,NORMAL,116.7
NEREA PENA,TES,Team Esbjerg,1196.4,20,PL,False,NORMAL,181.4
SANNA SOLBERG,TES,Team Esbjerg,1128.2,37,VF,False,NORMAL,113.2
ELMA HALILCEVIC,TES,Team Esbjerg,1116.0,21,VF,False,NORMAL,36.9
RIKKE MARIE GRANLUND,TES,Team Esbjerg,1068.1,34,MV,True,NORMAL,7.7
RIKKE POULSEN,TES,Team Esbjerg,1053.8,30,MV,True,NORMAL,0.2
LINE MYERS,TES,Team Esbjerg,1023.5,9,HB,False,NORMAL,8.5
STELLA KATE MUIR,TES,Team Esbjerg,1020.9,6,VB,False,NORMAL,5.9
