player,team_code,team_name,final_rating,games,primary_position,is_goalkeeper,elite_status,rating_change
AARON MENSING,TTH,TTH Holstebro,1732.6,35,VB,False,LEGENDARY,332.2
MAGNUS BRAMMING,TTH,TTH Holstebro,1591.0,31,VF,False,LEGENDARY,223.1
SEBASTIAN FRANDSEN,TTH,TTH Holstebro,1554.4,29,MV,True,LEGENDARY,465.9
JOHAN MEKLENBORG,TTH,TTH Holstebro,1548.6,15,PL,False,LEGENDARY,150.5
JONAS PORUP,TTH,TTH Holstebro,1474.9,33,PL,False,LEGENDARY,134.4
ODINN RIKHARDSSON,TTH,TTH Holstebro,1383.1,34,HF,False,ELITE,144.0
KAY SMITS,TTH,TTH Holstebro,1366.9,34,PL,False,ELITE,351.9
CHRISTOFFER CICHOSZ,TTH,TTH Holstebro,1336.4,27,ST,False,ELITE,107.9
ALLAN DAMGAARD,TTH,TTH Holstebro,1284.9,29,PL,False,ELITE,157.4
NIKOLAJ ENDERLEIT,TTH,TTH Holstebro,1224.8,5,HB,False,NORMAL,35.8
RICKARD FRISK,TTH,TTH Holstebro,1186.6999999999998,25,MV,True,NORMAL,69.6
NICKLAS GRAUGAARD NIELSEN,TTH,TTH Holstebro,1174.5,10,MV,True,NORMAL,15.4
EMIL JENSEN,TTH,TTH Holstebro,1124.7,14,VF,False,NORMAL,16.9
JOHAN THESBJERG KOFOED,TTH,TTH Holstebro,1114.1,5,PL,False,NORMAL,6.8
MATHIAS PORSHOLDT,TTH,TTH Holstebro,1108.0,21,ST,False,NORMAL,22.1
CLAUS UHRENHOLT,TTH,TTH Holstebro,1098.7,12,Ukendt,False,NORMAL,-3.6
SØREN REINHOLDT SØNDERGAARD HANSEN,TTH,TTH Holstebro,1083.8,6,Ukendt,False,NORMAL,-1.3
JESPER MUNK,TTH,TTH Holstebro,1082.7,34,ST,False,NORMAL,67.7
JEPPE FAURHOLT,TTH,TTH Holstebro,1041.0,11,HF,False,NORMAL,26.0
TOBIAS BAY,TTH,TTH Holstebro,1038.0,10,VF,False,NORMAL,23.0
JORN SMITS,TTH,TTH Holstebro,1023.4,15,PL,False,NORMAL,8.4
