player,team_code,team_name,final_rating,games,primary_position,is_goalkeeper,elite_status,rating_change
LOUISE ELLEBÆK,SJK,SønderjyskE Kvindehåndbold,1592.4,26,VB,False,LEGENDARY,333.7
LEA HANSEN,SJK,SønderjyskE Kvindehåndbold,1486.3,24,HF,False,LEGENDARY,195.6
SARAH DALSGAARD PAULSEN,SJK,SønderjyskE Kvindehåndbold,1407.6,23,PL,False,LEGENDARY,392.6
PERNILLE JOHANNSEN,SJK,SønderjyskE Kvindehåndbold,1281.2,28,HF,False,ELITE,169.2
JOSEFINE DRAGENBERG,SJK,SønderjyskE Kvindehåndbold,1269.3,24,ST,False,ELITE,101.5
OLIVIA SIMONSEN,SJK,SønderjyskE Kvindehåndbold,1257.0,28,PL,False,ELITE,154.7
RICKA FALK GINDRUP,SJK,SønderjyskE Kvindehåndbold,1225.3,25,ST,False,NORMAL,133.6
METTE LASSEN,SJK,SønderjyskE Kvindehåndbold,1221.3,23,VF,False,NORMAL,129.8
ELINE OSLAND,SJK,SønderjyskE Kvindehåndbold,1191.3,25,VB,False,NORMAL,176.3
CELINA HEHNEL HANSEN,SJK,SønderjyskE Kvindehåndbold,1174.8,19,HB,False,NORMAL,86.5
KATJA JOHANSEN,SJK,SønderjyskE Kvindehåndbold,1163.9,21,VF,False,NORMAL,64.7
SOFIE SCHELDE-RASMUSSEN,SJK,SønderjyskE Kvindehåndbold,1135.4,24,PL,False,NORMAL,37.4
STINE BROLØS,SJK,SønderjyskE Kvindehåndbold,1088.5,23,MV,True,NORMAL,0.8
ALBERTE STENDERUP RASMUSSEN,SJK,SønderjyskE Kvindehåndbold,1081.9,26,MV,True,NORMAL,-14.4
TINE GEERTSEN,SJK,SønderjyskE Kvindehåndbold,1011.3,6,PL,False,NORMAL,-3.7
PETER NIELSEN,SJK,SønderjyskE Kvindehåndbold,1010.0,12,Ukendt,False,NORMAL,-5.0
