player,team_code,team_name,final_rating,games,primary_position,is_goalkeeper,elite_status,rating_change
SOFIE BÆK ANDERSEN,SVK,Silkeborg-Voel KFUM,1444.3,11,PL,False,LEGENDARY,106.3
HELENE KINDBERG,SVK,Silkeborg-Voel KFUM,1334.0,24,HB,False,ELITE,193.9
JANE SCHUMACHER,SVK,Silkeborg-Voel KFUM,1314.5,24,PL,False,ELITE,192.4
RIKKE IVERSEN,SVK,Silkeborg-Voel KFUM,1248.1,23,ST,False,NORMAL,89.2
LEA HANSEN,SVK,Silkeborg-Voel KFUM,1206.4,21,HF,False,NORMAL,73.7
HEGE BAKKEN WAHLQUIST,SVK,Silkeborg-Voel KFUM,1189.5,24,VF,False,NORMAL,123.1
JANE MEJLVANG,SVK,Silkeborg-Voel KFUM,1162.5,16,PL,False,NORMAL,58.6
EMILIE YTTING PEDERSEN,SVK,Silkeborg-Voel KFUM,1141.0,14,VF,False,NORMAL,21.7
LOUISE ELLEBÆK,SVK,Silkeborg-Voel KFUM,1133.9,24,PL,False,NORMAL,71.8
MATHILDE SØRENSEN,SVK,Silkeborg-Voel KFUM,1115.2,19,PL,False,NORMAL,73.7
NATASJA ANDREASEN,SVK,Silkeborg-Voel KFUM,1093.2,6,PL,False,NORMAL,30.5
MATHILDE KRISTENSEN,SVK,Silkeborg-Voel KFUM,1053.7,23,ST,False,NORMAL,38.7
HANNA BREDAL OFTEDAL,SVK,Silkeborg-Voel KFUM,1040.1,11,HB,False,NORMAL,25.1
STINE BONDE AAGAARD,SVK,Silkeborg-Voel KFUM,1039.7,14,MV,True,NORMAL,-1.0
MARLENE DAHLMANN,SVK,Silkeborg-Voel KFUM,1019.3,6,HF,False,NORMAL,4.3
FILIPPA IDÉHN,SVK,Silkeborg-Voel KFUM,1014.6,20,MV,True,NORMAL,-0.4
