player,team_code,team_name,final_rating,games,primary_position,is_goalkeeper,elite_status,rating_change
RUNAR KARASON,REH,Ribe-Esbjerg HH,1612.5,27,HB,False,LEGENDARY,289.3
NICOLAI NYGAARD,REH,Ribe-Esbjerg HH,1465.0,22,PL,False,LEGENDARY,207.5
MIHA ZVIZEJ,REH,Ribe-Esbjerg HH,1424.2,27,ST,False,LEGENDARY,139.0
MATHIAS JØRGENSEN,REH,Ribe-Esbjerg HH,1415.1,26,HF,False,LEGENDARY,162.7
GUNNAR STEINN JONSSON,REH,Ribe-Esbjerg HH,1376.6,18,PL,False,ELITE,69.3
LASSE UTH,REH,Ribe-Esbjerg HH,1320.6,22,VF,False,ELITE,54.7
KASPER KVIST,REH,Ribe-Esbjerg HH,1284.4,21,VF,False,ELITE,61.8
BESARD HAKAJ,REH,Ribe-Esbjerg HH,1279.1,20,ST,False,ELITE,33.4
RENÉ VILLADSEN,REH,Ribe-Esbjerg HH,1229.2,24,MV,True,NORMAL,158.0
JONAS LARHOLM,REH,Ribe-Esbjerg HH,1228.1,25,PL,False,NORMAL,213.1
SØREN RASMUSSEN,REH,Ribe-Esbjerg HH,1181.6,27,MV,True,NORMAL,92.8
MAGNUS SØNDENÅ,REH,Ribe-Esbjerg HH,1130.8,6,HF,False,NORMAL,10.5
DANIEL INGASON,REH,Ribe-Esbjerg HH,1104.7,25,PL,False,NORMAL,53.7
KRISTIAN BOLDRUP KRISTENSEN,REH,Ribe-Esbjerg HH,1098.1,8,Ukendt,False,NORMAL,-1.9
SIMON BIRKEFELDT,REH,Ribe-Esbjerg HH,1049.9,17,PL,False,NORMAL,34.9
DANIEL NYGAARD LUND,REH,Ribe-Esbjerg HH,1022.9,6,PL,False,NORMAL,7.9
CHRISTOFFER LANGERHUUS,REH,Ribe-Esbjerg HH,1014.5,5,ST,False,NORMAL,-0.5
