player,team_code,team_name,final_rating,games,primary_position,is_goalkeeper,elite_status,rating_change
MATHILDE NEESGAARD,AAU,Aarhus United,1785.8,29,PL,False,LEGENDARY,385.3
MARIELLE MARTINSEN,AAU,Aarhus United,1741.3000000000002,30,PL,False,LEGENDARY,354.6
ANNA BERGER WIERZBA,AAU,Aarhus United,1466.0,29,VB,False,LEGENDARY,250.7
JUNE BØTTGER,AAU,Aarhus United,1443.5,29,VF,False,LEGENDARY,104.6
STINE HOLM,AAU,Aarhus United,1367.4,17,HF,False,ELITE,39.4
MATHILDE ORKILD,AAU,Aarhus United,1351.9,21,HF,False,ELITE,191.5
THEA STANKIEWICZ,AAU,Aarhus United,1333.1,27,PL,False,ELITE,130.1
MALENE AAMBAKK,AAU,Aarhus United,1165.6,27,HB,False,NORMAL,71.8
SOPHIA SNOGDAL,AAU,Aarhus United,1157.3000000000002,25,VF,False,NORMAL,56.4
EMMA MOGENSEN,AAU,Aarhus United,1154.1,13,ST,False,NORMAL,10.0
KATARINA BERENS,AAU,Aarhus United,1142.7,16,ST,False,NORMAL,52.8
AIA RAADSHØJ,AAU,Aarhus United,1107.3,18,PL,False,NORMAL,92.3
SABINE ENGLERT,AAU,Aarhus United,1103.7,27,MV,True,NORMAL,-3.5
LOUISE BAK JENSEN,AAU,Aarhus United,1094.5,27,MV,True,NORMAL,0.0
CHRISTINA HANSEN,AAU,Aarhus United,1076.0,24,ST,False,NORMAL,61.0
JULIE REDKJÆR,AAU,Aarhus United,1068.2,17,HF,False,NORMAL,53.2
SARA LILHOLT,AAU,Aarhus United,1024.3,5,ST,False,NORMAL,9.3
