team_code,team_name,total_players,avg_rating,max_rating,min_rating,total_games,avg_games_per_player,elite_players,goalkeepers,positions_represented,position_distribution
TES,Team Esbjerg,11,1056.8,1157.1,1015.0,113,10.3,0,1,7,"{'PL': 2, 'VB': 1, 'VF': 1, 'HB': 2, 'ST': 2, 'HF': 2, 'MV': 1}"
VHK,Viborg HK,13,1056.5,1130.7,1015.0,137,10.5,0,2,6,"{'PL': 4, 'VF': 2, 'ST': 1, 'HB': 2, 'HF': 2, 'MV': 2}"
KBH,København Håndbold,14,1054.2,1150.9,1014.3,146,10.4,0,1,7,"{'PL': 3, 'HB': 2, 'HF': 1, 'ST': 3, 'VF': 2, 'VB': 2, 'MV': 1}"
SVK,Silkeborg-Voel KFUM,7,1043.4,1077.1,1015.0,41,5.9,0,1,4,"{'PL': 4, 'ST': 1, 'HF': 1, 'MV': 1}"
NFH,Nykøbing F. Håndbold,10,1040.9,1079.8,1017.8,58,5.8,0,1,6,"{'VB': 2, 'PL': 2, 'ST': 3, 'VF': 1, 'HF': 1, 'MV': 1}"
IKA,Ikast Håndbold,12,1035.7,1091.4,1013.4,75,6.2,0,1,6,"{'PL': 3, 'HB': 2, 'VF': 2, 'HF': 2, 'ST': 2, 'MV': 1}"
RAN,Randers HK,2,1015.0,1015.0,1015.0,12,6.0,0,2,1,{'MV': 2}
ODE,Odense Håndbold,2,1014.8,1015.0,1014.7,27,13.5,0,2,1,{'MV': 2}
