player,team_code,team_name,final_rating,games,primary_position,is_goalkeeper,elite_status,rating_change
MARK NIKOLAJSEN,LTH,Lemvig-Thyborøn Håndbold,1361.5,21,PL,False,ELITE,177.0
JONAS LANGERHUUS,LTH,Lemvig-Thyborøn Håndbold,1328.0,23,HB,False,ELITE,211.1
JESPER KOKHOLM,LTH,Lemvig-Thyborøn Håndbold,1295.0,24,HF,False,ELITE,116.2
RASMUS PORUP,LTH,Lemvig-Thyborøn Håndbold,1294.5,22,PL,False,ELITE,138.1
JØRGEN RASMUSSEN,LTH,Lemvig-Thyborøn Håndbold,1222.2,22,VF,False,NORMAL,75.5
PELLE SCHILLING GULDAGER,LTH,Lemvig-Thyborøn Håndbold,1221.9,20,VF,False,NORMAL,65.5
MADS THYMANN,LTH,Lemvig-Thyborøn Håndbold,1209.9,15,VB,False,NORMAL,70.3
CHRISTIAN SABROE HOLM,LTH,Lemvig-Thyborøn Håndbold,1184.1,21,VB,False,NORMAL,101.4
NICOLAJ SPANGGAARD,LTH,Lemvig-Thyborøn Håndbold,1139.6,24,HB,False,NORMAL,42.6
RONNIE NICOLAISEN,LTH,Lemvig-Thyborøn Håndbold,1134.0,24,MV,True,NORMAL,70.2
JACOB ØSTERGAARD,LTH,Lemvig-Thyborøn Håndbold,1095.3,21,ST,False,NORMAL,33.7
MATHIAS PORSHOLDT,LTH,Lemvig-Thyborøn Håndbold,1081.8,22,ST,False,NORMAL,30.3
SHADRACH AMIE NSONI,LTH,Lemvig-Thyborøn Håndbold,1067.9,15,MV,True,NORMAL,22.9
NICOLAI PUGHOLM HVID,LTH,Lemvig-Thyborøn Håndbold,1019.7,15,ST,False,NORMAL,4.7
