player,team_code,team_name,final_rating,games,primary_position,is_goalkeeper,elite_status,rating_change
HENNY REISTAD,TES,Team Esbjerg,1703.8,31,PL,False,LEGENDARY,370.8
KRISTINE BREISTØL,TES,Team Esbjerg,1689.0,31,PL,False,LEGENDARY,289.8
METTE TRANBORG,TES,Team Esbjerg,1623.4,32,HB,False,LEGENDARY,280.6
VILDE MORTENSEN INGSTAD,TES,Team Esbjerg,1521.6,32,ST,False,LEGENDARY,195.7
MARIT RØSBERG JACOBSEN,TES,Team Esbjerg,1479.2,26,HF,False,LEGENDARY,151.7
KAJA KAMP NIELSEN,TES,Team Esbjerg,1421.1,31,ST,False,LEGENDARY,114.5
KATHRINE HEINDAHL,TES,Team Esbjerg,1347.7,32,ST,False,ELITE,89.4
MICHALA MØLLER,TES,Team Esbjerg,1269.9,20,PL,False,ELITE,121.0
ANNE TOLSTRUP PETERSEN,TES,Team Esbjerg,1240.4,30,HF,False,NORMAL,97.3
SANNA SOLBERG,TES,Team Esbjerg,1229.4,10,VF,False,NORMAL,35.3
NORA MØRK,TES,Team Esbjerg,1208.7,30,PL,False,NORMAL,193.7
BEYZA TÜRKOGLU,TES,Team Esbjerg,1147.6999999999998,26,VF,False,NORMAL,58.6
JULIE BØE JACOBSEN,TES,Team Esbjerg,1103.8,28,VB,False,NORMAL,88.8
RIKKE POULSEN,TES,Team Esbjerg,1081.0,9,MV,True,NORMAL,-0.1
ANNA KRISTENSEN,TES,Team Esbjerg,1080.1999999999998,31,MV,True,NORMAL,-1.9
AMALIE MILLING,TES,Team Esbjerg,1075.5,30,MV,True,NORMAL,-5.5
