player,team_code,team_name,final_rating,games,primary_position,is_goalkeeper,elite_status,rating_change
MIE HØJLUND,ODE,Odense Håndbold,1554.1,25,PL,False,LEGENDARY,156.3
HELENA ELVER,ODE,Odense Håndbold,1526.9,31,PL,False,LEGENDARY,184.2
MAREN AARDAHL,ODE,Odense Håndbold,1479.9,30,ST,False,LEGENDARY,136.5
ELMA HALILCEVIC,ODE,Odense Håndbold,1437.2,31,VF,False,LEGENDARY,88.4
ANNA GRUNDTVIG,ODE,Odense Håndbold,1436.6,30,VF,False,LEGENDARY,74.0
HELENE FAUSKE,ODE,Odense Håndbold,1415.4,31,PL,False,LEGENDARY,112.5
NIKITA VAN DER VLIET,ODE,Odense Håndbold,1411.1,30,ST,False,LEGENDARY,68.3
CLARA SKYUM THOMSEN,ODE,Odense Håndbold,1367.2,26,HB,False,ELITE,76.9
ANDREA HANSEN,ODE,Odense Håndbold,1360.6,20,HF,False,ELITE,75.4
LOUISE BURGAARD,ODE,Odense Håndbold,1352.8,24,PL,False,ELITE,90.1
THALE RUSHFELDT DEILA,ODE,Odense Håndbold,1332.4,32,PL,False,ELITE,198.1
RAGNHILD DAHL,ODE,Odense Håndbold,1161.2,33,PL,False,NORMAL,146.2
MALIN AUNE,ODE,Odense Håndbold,1157.3,32,HF,False,NORMAL,81.6
ALTHEA REINHARDT,ODE,Odense Håndbold,1106.8,13,MV,True,NORMAL,3.1
YARA TEN HOLTE,ODE,Odense Håndbold,1100.2,34,MV,True,NORMAL,23.3
OLE GUSTAV GJEKSTAD,ODE,Odense Håndbold,1069.6,15,Ukendt,False,NORMAL,-5.0
LYSA DEFO,ODE,Odense Håndbold,1063.6,33,ST,False,NORMAL,48.6
ANDREA NØRKLIT JØRGENSEN,ODE,Odense Håndbold,1019.5,13,MV,True,NORMAL,4.5
KATRINE LUNDE,ODE,Odense Håndbold,1015.9,11,MV,True,NORMAL,0.9
