player,team_code,team_name,final_rating,games,primary_position,is_goalkeeper,elite_status,rating_change
DIONE HOUSHEER,ODE,Odense Håndbold,1692.6,37,HB,False,LEGENDARY,289.9
MIE HØJLUND,ODE,Odense Håndbold,1616.6,31,PL,False,LEGENDARY,236.6
ELMA HALILCEVIC,ODE,Odense Håndbold,1490.1,31,VF,False,LEGENDARY,98.9
HELENA ELVER,ODE,Odense Håndbold,1445.3,37,PL,False,LEGENDARY,117.1
MAREN AARDAHL,ODE,Odense Håndbold,1386.9,32,ST,False,ELITE,147.9
NIKITA VAN DER VLIET,ODE,Odense Håndbold,1381.5,25,ST,False,ELITE,40.5
SIDSEL MEJLVANG,ODE,Odense Håndbold,1370.3,25,ST,False,ELITE,37.0
LARISSA NUSSER,ODE,Odense Håndbold,1329.6,23,PL,False,ELITE,50.3
TONJE LØSETH,ODE,Odense Håndbold,1319.0,6,Ukendt,False,ELITE,2.1
BO VAN WETERING,ODE,Odense Håndbold,1301.0,24,VF,False,ELITE,68.2
NINA DANO,ODE,Odense Håndbold,1239.2,27,PL,False,NORMAL,42.5
ANDREA AAGOT HANSEN,ODE,Odense Håndbold,1141.0,33,HF,False,NORMAL,126.0
RAGNHILD VALLE DAHL,ODE,Odense Håndbold,1139.3,36,PL,False,NORMAL,124.3
THALE RUSHFELDT DEILA,ODE,Odense Håndbold,1135.1,36,PL,False,NORMAL,120.1
FREJA HAMMER,ODE,Odense Håndbold,1110.6,8,MV,True,NORMAL,1.2
ALTHEA REINHARDT,ODE,Odense Håndbold,1093.4,34,MV,True,NORMAL,-0.6
MALIN AUNE,ODE,Odense Håndbold,1068.2,29,HF,False,NORMAL,53.2
RAGNHILD VALLE DAHL,ODE,Odense Håndbold,1048.5,12,PL,False,NORMAL,33.5
YARA TEN HOLTE,ODE,Odense Håndbold,1025.1,28,MV,True,NORMAL,10.1
OLE GUSTAV GJEKSTAD,ODE,Odense Håndbold,1012.1,10,Ukendt,False,NORMAL,-2.9
